id,name,artist,release-date,release-country,duration,tracks_track_name,tracks_track_duration,tracks_track_position
mbrainz_495,Tripped Experiences,Substanz T,2001-02,Germany,4296,"['Nexus', 'Really Good', 'Le contact de ta voix', 'New-U', 'Was It Good', 'Unique', 'Hypnotized by Bee', 'Solution', 'Black', 'Unite']","['300', '641', '239', '401', '269', '475', '755', '349', '353', '514']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
mbrainz_497,Conditions for Living,Future Loop Foundation,1998-01-01,United Kingdom,"['2216', '2114']","['Conditions for Living', '33:45', 'Remote Viewing', 'Omerta', '7 Year Hex', 'Praha', 'Karma', 'Exit Rush', 'Moog RD', 'Conditioned for Living']","['601', '56', '471', '662', '426', '538', '504', '521', '513', '38']","['1', '2', '3', '4', '5']"
mbrainz_498,The Broken Sequencer,Kagami,1998-01-01,Japan,4038,"['Pyon Pyon (short edit)', 'Hyper Wheels', 'Cutting Guitar', ""Elefunts' Disco"", 'Beat Bang Blue (album edit)', 'Beat Bang Robo', 'Y (short edit)', 'Filter House Music', 'BMX (album edit)', 'World Cup', 'Beat Bang Black (album edit)', 'Valsamicos']","['102', '409', '382', '463', '348', '448', '189', '367', '223', '443', '257', '407']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_502,Broken Influences,davaNtage,2000-01-01,Germany,3498,"['Faceless Faker', 'Target', 'Slaves', 'Decadence (Feindflug remix)', 'Faith', 'American Resistance', 'Dying Sphere', 'The Death of Thule', 'The Passenger', 'Middling', 'Winterdogs', 'Deceit']","['401', '279', '333', '321', '183', '314', '296', '238', '399', '198', '343', '193']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_505,Anxiety,Pain Station,1996-01-01,United States,3319,"['Empty', 'Vagrant', 'Alone', 'Perversion', 'Closer to the Edge', 'Feed Me', 'Hate', 'Dying', 'Consumed', 'Into My Brain']","['508', '356', '398', '132', '252', '457', '368', '214', '372', '262']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
mbrainz_509,Nowhere,Pantha du Prince,2002-01-01,Germany,1661,"['Lauter', 'Butan', 'Bleiben', 'Eden']","['402', '313', '464', '482']","['1', '2', '3', '4']"
mbrainz_511,Dreamland Idle Orchestra,Joseph Nothing,2002-06-10,United Kingdom,2809,"['Dreamland Geist Orchestra', 'Icon', 'Wind May Blows Nobody', 'Still', 'Spiral Cloud', 'Skinny Land', 'March of the D.I.O.', 'Exhausted Machine Island', 'Fat Baby', 'The Incredible Journey in My Flying Saucer', 'Secret Calm Life', 'Its Next Step Toward Nothing', 'Brown Sky Walker', 'Yesterday Evening', 'Or', 'Underground Cafe', 'Blind Theme for All']","['255', '62', '117', '277', '108', '88', '148', '284', '152', '26', '160', '219', '191', '280', '65', '197', '180']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']"
mbrainz_512,Happiness,Fridge,2001-10-02,United States,3567,"['Melodica and Trombone', 'Drum Machines and Glockenspiels', 'Cut Up Piano and Xylophone', 'Tone Guitar and Drum Noise', 'Five Four Child Voice', 'Sample and Clicks', 'Drums Bass Sonics and Edit', 'Harmonics', 'Long Singing']","['361', '797', '158', '283', '562', '176', '444', '247', '539']","['1', '2', '3', '4', '5', '6', '7', '8', '9']"
mbrainz_516,Blowout Comb,Digable Planets,1994-01-01,United States,3695,"['The May 4th Movement', 'Black Ego', 'Dog It', 'Jettinâ€™', 'Borough Check', 'Highing Fly', 'Dial 7 (Axioms of Creamy Spies)', 'The Art of Easing', 'K.B.â€™s Alley (Mood Dudes Groove)', 'Graffiti', 'Blowing Down', '9th Wonder (Blackitolism)', 'For Corners']","['296', '422', '260', '279', '415', '83', '346', '306', '125', '243', '231', '267']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13']"
mbrainz_523,Future Perfect State,Spice Barons,,,3455,"['Future Perfect State (Persian Songbird Mix)', 'Bioluminous', 'Cheebah', 'Accidentia In Moonlight', 'Aromatique', 'Anthurium', 'Moondragon (Early Phase)', 'Voyager (And what did you think of the first episode?)', 'White Moon (Full Moon Mix)']","['372', '402', '431', '384', '367', '273', '366', '379', '481']","['1', '2', '3', '4', '5', '6', '7', '8', '9']"
mbrainz_526,I Was Born This Way,"Bean, Carl",1977-01-01,United States,433,"['I Was Born This Way', 'I Was Born This Way (instrumental)']","['219', '214']","['1', '2']"
mbrainz_528,Future Primitives,Intermix,1995-01-01,Netherlands,4106,"['Mantra', 'Lost Tribe', 'Telekinetic Warriors', 'Solar Temple', 'Sonic Ritual', 'Seeds of Harmony', 'Blackhole Amazon', 'Ceremonial Chant']","['572', '523', '579', '626', '418', '438', '492', '458']","['1', '2', '3', '4', '5', '6', '7', '8']"
mbrainz_529,Can't Get Enough / All Rappers Give Up,Black by Demand,1988-01-01,United States,1008,"[""Can't Get Enough (vocal)"", ""Can't Get Enough (instrumental)"", 'All Rappers Give Up (vocal)', 'All Rappers Give Up (instrumental)', 'All Rappers Give Up (a cappella)']","['230', '228', '239', '72']","['1', '2', '3', '4', '5']"
mbrainz_532,Acid Blain / The Radiator (Remixes),D.Diggler,2003-01,Germany,0,"['Acid Blain (Alexander Kowalski remix)', 'The Radiator (Paul Brtschitsch remix)']",[],"['1', '2']"
mbrainz_535,employment patterns (release),"Windham, Need Thomas",2002-11-11,,3172,"['Employment Patterns 1', 'Employment Patterns 2', 'Employment Patterns 3', 'Employment Patterns 4', 'Employment Patterns 5']","['723', '252', '947', '345', '905']","['1', '2', '3', '4', '5']"
mbrainz_536,Beyond Subconsciousness,Lights of Euphoria,1996-09-17,Germany,3844,"['Loose Gravitation (Intro)', 'Injustice', 'Broken Wings', 'For Better for Worse', 'Show Me Your Tears', 'Lock Me Up', 'Sleepwalking', 'Druganthem (lie mix)', 'Our Darkness', 'Angst & Lust', 'Show Me Your Tears (Apoptygma Berserk vs. Industrial Heads remix)', 'Injustice (LeÃ¦ther Strip remix)', 'Sacred (Digital Factor remix)', 'Lock Me Up (In Strict Confidence remix)', 'Loose Gravitation (Outro)']","['71', '260', '276', '325', '245', '247', '281', '233', '329', '216', '402', '293', '240', '341', '85']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15']"
mbrainz_539,Daydream in Blue (release),I Monster,2001-01-01,United Kingdom,1226,"['Daydream in Blue', 'Resistance Is Futile', 'Daydream in Blue (Bashment vs. KL vocal mix)', 'Daydream in Blue (Medicine remix)']","['220', '240', '328', '438']","['1', '2', '3', '4']"
mbrainz_542,The Purple EP,Freezepop,2000-09-01,United States,0,"['Robotron 2000', 'Tracey Gold', 'Vacation', 'Get Ready 2 Rokk']",[],"['1', '2', '3', '4']"
mbrainz_546,Replicant,SUGIZO,,,4250,"['Metaphysical Missing (Grooverider remix)', 'Archetype of Kannon (Hip Optimist remix)', 'Replicant Deliver (Peshay remix)', 'Avantgarde Lucifer (DJ Vadim remix)', 'Michael in the Cage (Source Direct remix)', 'Shadows of the Chemical (Fabio remix)', 'Replicant Lucifer (Dillinja remix)', 'Replicant Prayer (Lemon D remix)', 'Next Dimension Beauty (808 State remix)', ""Shut Up 'n Prayer (Konitang remix)"", 'Like a Gold le Fou (Artemis remix)']","['438', '279', '420', '496', '365', '444', '369', '379', '383', '301', '376']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']"
mbrainz_547,Tracks for Tourists Vol. 2,"Martin, Gary",2003-01-01,United States,1198,"['Girlfriend', 'Teja', 'Turkish Taffy', 'Boom Check']","['295', '290', '310', '303']","['1', '2', '3', '4']"
mbrainz_550,Land of Enchantment (album),Deuter,1998-10-26,United States,3306,"['Pierrot', 'Maui Morning', 'Silver Air I', 'Waves and Dolphins', 'Santa Fe', 'Celestial Harmony', 'Silver Air II', 'Petite Fleur', 'Wind of Dawn', 'Peru Le Peru']","['618', '365', '352', '262', '207', '384', '104', '416', '163', '435']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
mbrainz_553,La Musica Electronica (release),Il Caesar,2001-01-01,Norway,3541,"['La Musica Electronica 2001', 'Silencio', 'Sintetica', 'Calma', 'Take 1', 'Caesar Plays', 'La Melodia', 'Da Machine', 'Are You Afraid of My Eyes?', 'La Musica Electronica', 'Silencio (Love Design remix)', 'La Melodia (Love Design remix)', 'Calma (Showcase edit)']","['298', '222', '266', '178', '236', '214', '198', '243', '210', '430', '464', '316']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13']"
mbrainz_557,Lullaby Land,Vampire Rodents,1994-01-01,United States,4372,"['Trilobite', 'Catacomb', 'Crib Death', 'Dogchild', 'Gargoyles', 'Grace', 'Tremulous', 'Glow Worm', 'Lullaby Land', 'Dervish', 'Scavenger', 'Exuviate', 'Akrotiri', 'Toten Faschist', 'Nosedive', 'Bosch Erotique', 'Hubba Hubba', 'Cartouche', 'Awaken', 'Raga Rodentia', 'Passage']","['285', '245', '263', '206', '234', '274', '55', '145', '186', '237', '308', '313', '253', '147', '189', '139', '108', '115', '106', '345', '219']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21']"
mbrainz_558,Star Time,"Brown, James",1991-05-07,United States,"['4281', '4452', '4371', '4536']","['Please, Please, Please', 'Why Do You Do Me', 'Try Me', 'Tell Me What I Did Wrong', 'Bewildered', 'Good Good Lovinâ€™', 'Iâ€™ll Go Crazy', 'I Know Itâ€™s True', '(Do the) Mashed Potatoes, Part 1', 'Think', 'Baby, Youâ€™re Right', 'Lost Someone', 'Night Train', 'Iâ€™ve Got Money', 'I Donâ€™t Mind (live)', 'Prisoner of Love', 'Devilâ€™s Den', 'Out of the Blue', 'Out of Sight', 'Grits', 'Maybe the Last Time', 'Itâ€™s a Manâ€™s World', 'I Got You', 'Papaâ€™s Got a Brand New Bag, Parts 1, 2 & 3', 'Papaâ€™s Got a Brand New Bag', 'I Got You (I Feel Good)', 'Ainâ€™t That a Groove', 'Itâ€™s a Manâ€™s Manâ€™s Manâ€™s World', 'Money Wonâ€™t Change You', 'Donâ€™t Be a Dropout', 'Bring It Up (Hipsterâ€™s Avenue)', 'Let Yourself Go', 'Cold Sweat', 'Get It Together', 'I Canâ€™t Stand Myself (When You Touch Me), Part 1', 'I Got the Feelinâ€™', 'Licking Stickâ€?Licking Stick', 'Say It Loudâ€”Iâ€™m Black and Iâ€™m Proud, Part 1', 'There Was a Time (live)', 'Give It Up or Turn It a Loose', 'I Donâ€™t Want Nobody to Give Me Nothing (Open Up the Door Iâ€™ll Get It Myself)', 'Mother Popcorn', 'Funky Drummer', 'Get Up (I Feel Like a) Sex Machine, Parts 1 & 2', 'Super Bad, Parts 1 & 2', 'Talkinâ€™ Loud and Sayinâ€™ Nothing', 'Get Up, Get Into It, Get Involved', 'Soul Power, Parts 1 & 2', 'Brother Rapp / Ainâ€™t It Funky Now (live)', 'Hot Pants (She Got to Use What She Got to Get What She Want), Part 1', 'Iâ€™m a Greedy Man, Part 1', 'Make It Funky, Part 1', 'Itâ€™s a New Day (live)', 'I Got Ants in My Pants, Part 1', 'King Heroin', 'There It Is, Part 1', 'Public Enemy #1, Part 1', 'Get on the Good Foot', 'I Got a Bag of My Own', 'Doing It to Death', 'The Payback', 'Papa Donâ€™t Take No Mess, Part 1', 'Stoned to the Bone, Part 1', 'My Thang', 'Funky President (People Itâ€™s Bad)', 'Hot (I Need to Be Loved, Loved, Loved)', 'Get Up Offa That Thing (Release the Pressure)', 'Body Heat', 'Itâ€™s Too Funky in Here', 'Rapp Payback (Where Iz Moses)', 'Unity, Part 1']","['165', '180', '152', '141', '146', '139', '127', '161', '112', '166', '179', '209', '212', '150', '143', '289', '136', '239', '181', '197', '148', '418', '167', '362', '272', '247', '233', '449', '538', '210', '158', '293', '168', '298', '191', '360', '376', '421', '317', '266', '568', '427', '264', '465', '187', '216', '229', '182', '237', '201', '309', '248', '228', '315', '456', '208', '278', '238', '304', '375', '341', '221']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24']"
mbrainz_559,Pretending to Be Fearless,"Baker, Aidan",2002-01-01,United Kingdom,3128,"['Sunn', 'The Dog Sleeps Oblivious in the Den', 'Pretending to Be Fearless', 'A Small, Neat Wound', '[untitled]']","['463', '800', '680', '601', '584']","['1', '2', '3', '4', '5']"
mbrainz_562,Electronica,"Trippy, DJ",,,4038,"[""Let's Trip"", 'Picture Postcard', 'Open Your Mind', 'Burning Out', 'The Time Has Come', 'Hit Me', 'Herion Chic', 'This Is My House', 'Yo!', 'Negativity', 'Deeper', 'The Declaration', 'Is Truth the Light?', 'Liquid Crystal', 'Self Trancendence']","['249', '245', '259', '267', '290', '218', '324', '221', '250', '236', '260', '307', '347', '214', '351']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15']"
mbrainz_565,The Music That I Live,Marcho,2002-01-01,Germany,1744,"['Jugendliebe', 'Minimalistic Silence', 'Roof-deck (Strictly instrumental version)', 'Pop-ular']","['450', '402', '465', '427']","['1', '2', '3', '4']"
mbrainz_568,Gentleman of Leisure,Jadell,1999-06-14,,3385,"['The Organisation', 'Brand New Sound', 'Compared to What', 'Keep On', 'Space Bed', 'Before the Fall', 'The Sure Shot', 'Beat of Ages', 'Homecoming', 'Mother Otherness', ""I'm With You""]","['275', '312', '299', '308', '461', '287', '267', '249', '315', '392', '220']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']"
mbrainz_569,Broken Folk Funk Latin Soul,"Peterson, Gilles",2003-03,United Kingdom,3955,"['Kovin Lentaen Kotin Kaipllan', 'All Things to All Men', 'Come as You Are', 'Come Alive', 'Where Have They Gone', 'Mood Swing', 'Destiny', 'Unclaimed', 'Sweet Child', 'Twist', 'Left Hand Jazz', 'Touched My Soul']","['425', '642', '311', '315', '216', '287', '245', '281', '269', '327', '346', '291']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_571,Temple on Every Street,Doctor L,2000-01-01,France,4670,"[""Tu mets 'Le Signe du singe'"", 'Escape From Yourself', 'Time Slips Away', 'The Wheel Turns', 'The Give Away Box', 'I Got So Much Trouble to See', 'Liquid Blue', 'Coffee Pot', 'Touch the Sky', 'Mountains (Will Never Surrender)', 'Interrupting the Ceremony', 'Lost in Da Machine', 'Temple on Every Street', 'Burning Papers', 'Labyrinth']","['40', '289', '364', '328', '431', '278', '285', '304', '301', '308', '167', '346', '415', '525']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15']"
mbrainz_573,Experience,York,2001-03-12,United Kingdom,4302,"['Awakening (Still the Remix)', 'The Fields of Love (dubmix)', 'Cover Me', 'OTB (On the Beach) (original version)', 'Hearts', 'Farewell to the Moon (original 7â€³)', 'Kiss the Sky', 'Jastamba (Heavy Mental remix)', 'Reachers of Civilisation', 'OTB (On the Beach) (CRW remix radio edit)', 'Awakening (Quake remix radio edit)', 'Farewell to the Moon (Watergate remix radio edit)']","['306', '440', '401', '383', '467', '227', '621', '404', '429', '197', '216', '211']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_576,Come On Over,"Silver, John",2002-01-01,Spain,1176,"['Come on Over (radio edit)', 'Come on Over (main club mix)', 'Come on Over (Second Silver mix)']","['220', '456', '500']","['1', '2', '3']"
mbrainz_578,Halcyon,idyl,2000-12,United States,1740,"['Belief (Repose)', 'At the Waters Edge', 'Stringent', 'Relentless Awakening', 'Coerce', 'In the Silence of...', 'Belief (Restive)']","['259', '232', '291', '233', '235', '274', '216']","['1', '2', '3', '4', '5', '6', '7']"
mbrainz_581,Out of the Woods,Seelenluft,2002-05,Austria,2757,"['L.A. Woman', 'Manila', 'Bob Grande', 'Echokiller', 'Aircondition', 'Boobsie and Pepsy', 'Dancing Grandma', 'Piano J', 'The Evil Frog', 'Yoa Gongla', 'Goodnite Bob']","['255', '225', '291', '254', '243', '324', '248', '193', '221', '212']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']"
mbrainz_583,Feel the Music,Sound of Music,1992-01-01,United States,1576,"['The Music (Part One)', 'The Music (Part Two)', 'The Music (Just Right Underground mix)', 'The Music (Axis dub)']","['394', '397', '395', '390']","['1', '2', '3', '4']"
mbrainz_588,Waking Up the World,Tea Dancers,2001-09,United Kingdom,0,"['Waking Up The World', 'Step 2', 'Batty Beats']",[],"['1', '2', '3']"
mbrainz_590,The Man Who Lived Underground,Freaks,2003-02-14,United Kingdom,3061,"['The Man Who Lived Underground', 'The Washing Machine', 'Weaver-Lude', 'Telefunken', 'Where Were You When the Lights Went Out?', 'Hang Up Your Hang Ups', 'Fix It', 'The Creeps', 'Psycho Delia', 'Switching Channels', 'Love Hate', ""80's Throwback"", 'Nyce & Slo', ""He's Angry"", ""What's The Point?"", 'Time', '[silence]', 'Blam! (The New Jam)']","['91', '341', '97', '95', '238', '146', '197', '229', '88', '141', '193', '230', '241', '198', '137', '132', '5', '212']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28']"
mbrainz_592,Icarus (Angel Dust),Ledge,2003-01-25,France,1881,"['Icarus (Angel Dust)', 'Icarus (Angel Dust) (Icarus Burns His Wings remix)', 'Icarus (Angel Dust) (A Momentary Lapse of Unreason remix)', 'Icarus (Angel Dust) (Lifelike remix)', 'Icarus (Angel Dust) (BackFromSpace remix)', 'Icarus (Angel Dust) (a cappella)']","['323', '364', '270', '327', '379', '218']","['1', '2', '3', '4', '5', '6']"
mbrainz_593,Still Life With Numerical Analysis,"Thaemlitz, Terre",1998-03,Germany,1226,"[""Still Life With Numerical Analysis (Ultra-Red's Numbers remix)"", ""Still Life With Numerical Analysis (Ultra-Red's Sex Panic Summit remix)""]","['612', '614']","['1', '2']"
mbrainz_595,Day for Night,Moloko (and others),1996-01-01,,1295,"['Day for Night (radio edit)', 'Lotus Eaters (Funk in Your Neighbourhood mix)', 'Where Is the What If the What Is in Why? (Wondervox mix)', 'Party Weirdo (Wackdown mix)']","['224', '293', '386', '392']","['1', '2', '3', '4']"
mbrainz_602,The Dancer,Moodymann feat.,2002-11-18,Germany,1321,"['The Dancer', 'Long Hot Sexy Nights (feat. Norma Jean Bell)', 'The Dancer (DJ Tonka remix)']","['346', '580', '395']","['1', '2', '3']"
mbrainz_604,Electronic Underground,Megaptera,2000-01-01,Italy,3655,"['Electronic Underground, Part I', 'Electronic Underground, Part II', 'Metal Blaster', 'Megaptera Theme', 'Hypnotic Fear', ""Someone's at the Door"", 'Power Vibrations', 'Last Machinery']","['402', '344', '352', '644', '727', '295', '606', '285']","['1', '2', '3', '4', '5', '6', '7', '8']"
mbrainz_606,Issues,Grand Puba,2002-01-01,United States,1191,"['Issues (clean remix)', 'Issues (dirty remix)', 'Issues (album dub)', 'Baby Mama Drama', ""Keep It Movin'""]","['246', '218', '235']","['1', '2', '3', '4', '5']"
mbrainz_609,United,Phoenix,2000-11-19,United States,2502,"[""School's Rules"", 'Too Young', 'Honeymoon', 'If I Ever Feel Better', 'Party Time', 'On Fire', 'Embuscade', 'Summer Days', 'Funky Squaredance', 'Definitive Breaks', 'Too Young (Zoot Woman remix)']","['92', '198', '300', '266', '133', '169', '237', '195', '579', '100', '233']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']"
mbrainz_610,Voodoo Vision,Sonar,1999-01-01,Germany,719,"['Cosmic Rays (MSB remix)', 'Shadow to Catch', 'Orkid']","['333', '252', '134']","['1', '2', '3']"
mbrainz_611,Deluxe Soundsystem,Dynamite Deluxe,2000-03-27,Germany,3038,"['Intro', 'Wie jetzt', 'Samy Deluxe, Part 2', 'GrÃ¼ne Brille', 'Blow Shit Up', 'Eigentlich', 'DD im Haus', 'Boom', 'Lots of Signs', 'Instinkt', 'Meilenstein', 'Zornig!', 'Deluxe Soundsystem', 'Ladies & Gentlemen', 'Zapzap', 'Bis dato']","['90', '181', '201', '230', '167', '183', '187', '210', '258', '208', '198', '149', '234', '87', '225']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16']"
mbrainz_612,The Eternal Flame,Skin Up,2002-01-01,United Kingdom,761,"['The Eternal Flame', 'Roadster']","['424', '337']","['1', '2']"
mbrainz_614,Six Month at Outside Stairs,O.N.O,2003-02-11,Japan,3221,"['Spasmodic', 'Nanostorm', 'Narrowboat', 'K R K', 'Sigh', 'Demand', 'BG072', 'Spasmodif', 'Drumsutra', 'Ereticent']","['310', '311', '333', '262', '298', '317', '393', '283', '330', '384']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
mbrainz_621,Thought for Food,"Books, The",2011-01-25,United States,2311,"['Enjoy Your Worries, You May Never Have Them Again', 'Read, Eat, Sleep', 'All Bad Ends All', 'Contempt', 'All Our Base Are Belong to Them', 'Thankyoubranch', 'Motherless Bastard', 'Mikey Bass', 'Excess Straussess', 'Getting the Done Job', 'A Dead Fish Gains the Power of Observation', 'Deafkids']","['245', '226', '162', '200', '258', '305', '251', '172', '126', '229', '67', '70']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_625,Mindless and Broken,3rd Core,2000-01-01,United Kingdom,1477,"['Mindless and Broken (MJ Cole mix)', 'Mindless and Broken (MJ Cole dub)', 'Mindless and Broken (Mark Bell mix)', 'Mindless and Broken (Mark Bell dub)']","['362', '318', '412', '385']","['1', '2', '3', '4']"
mbrainz_626,Conception Vessel One,"Mason, Steve",1996-07-28,Germany,4123,"['Vessel of Conception', 'Conception Vessel', 'Acufunk', 'Brilliant for You Psychologically', 'Looks Like Another Fine Day', 'Touch the Sun', 'Outer Frontier Gate', 'Double Wobble Trouble (Intro edit)', 'What do You do for Fun?', 'Toads', 'Forbidden Pleasures', 'Brain Train (State Control mix)', 'Tiger Balm Tantrums', 'Conception Vessel Reprise']","['68', '484', '398', '61', '453', '121', '336', '82', '104', '421', '412', '438', '347']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14']"
mbrainz_634,Sonic Empire,Members of Mayday,1997-01-01,United Kingdom,235,"['Sonic Empire', 'Sonic Empire (radio edit)', 'Sonic Empire (3 in 1 mix)']",['235'],"['1', '2', '3']"
mbrainz_635,Dance / Accelerate,Slot,1991-01-01,Germany,784,"['Dance', 'Dance (radio edit)', 'Accelerate']","['321', '203', '260']","['1', '2', '3']"
mbrainz_641,This Is Not a Daydream,Alien Factory,1994-01-01,Germany,1442,"['This Is Not a Daydream (intro)', 'This Is Not a Daydream', 'Tomorrow (remix)', 'Destiny (Sub-Stance remix)']","['170', '364', '435', '473']","['1', '2', '3', '4']"
mbrainz_646,Damnation Generation,Cosmoon,2001-01-01,Netherlands,4271,"['LSD in 1960', 'I Am a Freak', 'Illustrated Children', 'Just Legalize it', 'Damnation Generation', 'Psygothic Personalitites', 'Go Deeper', 'Pitter Patter', '23.7']","['492', '422', '529', '571', '461', '395', '476', '503']","['1', '2', '3', '4', '5', '6', '7', '8', '9']"
mbrainz_648,Liberation,Walky Talky,2000-01-01,Belgium,1234,"['Liberation', 'Deliberation']","['676', '558']","['1', '2']"
mbrainz_656,Brothers in Machine,Koneveljet,2000-01-01,Finland,4048,"['Terma', 'Boadans', 'Teliko', 'Natas', 'Ner Vegas', 'Tamilia', 'Namuh', 'Man on the Moon', 'Romulus', 'Kitsunegari', 'extra']","['284', '282', '309', '455', '389', '387', '429', '359', '356', '574', '224']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']"
mbrainz_657,Colors,Panoramic,1996-01-01,Belgium,0,"['Colors', 'Dreammission']",[],"['1', '2']"
mbrainz_659,Head Music,"Daou, The",1992-01-01,United States,2324,"['Surrender Yourself', 'Skin Deep', 'Sympathy Bouquet', 'Solitaire', 'Never Ending Winter', 'Figure In The Sand', 'Her Universe', 'What Are You Guilty Of?', 'The Way']","['262', '255', '320', '232', '268', '238', '199', '368', '182']","['1', '2', '3', '4', '5', '6', '7', '8', '9']"
mbrainz_662,Mach deinen Fernseher kaputt,"Bierbeben, Das",2003-01-01,Germany,1233,"['Mach deinen Fernseher kaputt', 'Mach deinen Fernseher kaputt (T.Raumschmiere remix)', 'No Future No Past', 'Deutschlands Mauern fallen']","['241', '342', '319', '331']","['1', '2', '3', '4']"
mbrainz_663,Traveller,Bangkok Impact,2003-01-01,Netherlands,4281,"['Traveller', 'Aus Birgittes Tagebuch', ""Don't Be a Badboy"", 'Crowdpleaser', 'Masters of the Universe, Part 1', 'Leap to the Unknown', 'Give It to Me Baby', 'Logarhythmic', 'Passenger', 'Rymdfunk', 'Traveller, Part 2', 'Black Zoo', 'Slot Cars']","['364', '370', '409', '345', '280', '219', '247', '251', '346', '339', '388', '353']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13']"
mbrainz_666,The Absence of Time,Blind Light feat.,1994-01-01,Japan,3903,"['The Absence of Time / Djemaa El Fna', 'Blind Light', 'Our Completion', 'Midnight', 'The Nostalgic Ache', 'Clairvoyance of Self (Seeing Through)', 'Our Completion (Ancient Evening mix)']","['683', '704', '359', '701', '413', '404', '639']","['1', '2', '3', '4', '5', '6', '7']"
mbrainz_667,Coming Up for Air (orig.),Bio.com,1997-01-01,United Kingdom,3943,"['Five Fathoms Deep', 'Gridiron', ""Jacob's Reef"", 'Dollarsworth', 'Veering Northwesterly', 'Sub-Marine', 'Dexter', 'Van Der Belt', 'Coming Up for Air', 'Pas De Deux']","['165', '359', '428', '350', '106', '348', '522', '560', '374', '731']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
mbrainz_669,Visions of Tomorrow / Fruitsalad,Hybris,1995-01-01,Germany,732,"['Visions of Tomorrow', 'Fruitsalad']","['313', '419']","['1', '2']"
mbrainz_671,Prepare Your Spirit,Eat Static,2000-01-01,United Kingdom,"['3359', '3662']","['Hallucinate', 'Fudge', 'Worm-Lips', 'Instinct', 'Eat Static', 'Destiny', 'Raga', 'The Plot', 'Kinesis', 'Almost Human', 'Om Machine', 'Cyber-Funk', 'The Watcher', 'Higher State', 'Woman Is Life', 'Medicine Wheel', 'The Fourth Dimension', 'Humm II', 'The Element...']","['337', '336', '374', '356', '434', '387', '335', '465', '331', '407', '238', '418', '244', '342', '417', '390', '388', '487']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
mbrainz_674,The Spiritual Bonding,Vidna Obmana,1994-01-01,Australia,3553,"['The Feather Cycle', 'Spatial Prophecy (Song of the Tribal)', 'Challenging Boundaries', 'The Spiritual Bonding', 'The Interior Journey', 'Earth Dangling', 'From the Stepping Stone', 'The Nebulous Pathway']","['682', '665', '327', '736', '277', '253', '272', '341']","['1', '2', '3', '4', '5', '6', '7', '8']"
mbrainz_685,Rounds,Four Tet,2013-05-13,United Kingdom,"['2722', '4424']","['Hands', 'She Moves She', 'First Thing', 'My Angel Rocks Back and Forth', 'Spirit Fingers', 'Unspoken', 'Chia', 'As Serious as Your Life', 'And They All Look Broken Hearted', 'Slow Jam', 'She Moves She (live in Copenhagen)', 'Everything Is Alright (live in Copenhagen)', 'Spirit Fingers (live in Copenhagen)', 'Glue of the World (live in Copenhagen)', 'My Angel Rocks Back and Forth (live in Copenhagen)', 'As Serious as Your Life (live in Copenhagen)', 'Hands / No More Mosquitoes / Calamine / Tangle (live in Copenhagen)']","['341', '281', '73', '307', '202', '571', '32', '288', '309', '318', '631', '325', '450', '526', '565', '943', '984']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
