fused_id,source_id,source_dataset,source___id,source__Continent,source__Market Value,source__Profits,source__Rank,source__Sales,source__Sector,source__assets,source__city,source__country,source__founded,source__id,source__industry,source__keypeople_name,source__name,fused___id,fused__Continent,fused__Market Value,fused__Profits,fused__Rank,fused__Sales,fused__Sector,fused__assets,fused__city,fused__country,fused__founded,fused__id,fused__industry,fused__keypeople_name,fused__name
fullcontact_1544,fullcontact_1544,fullcontact,,,,,,,,,,United States,2000-01-01,fullcontact_1544,,,Vista Equity Partners,fullcontact_1544,,,,,,,,New York City,United States,2000-01-01,fullcontact_1544,,,Indus Capital Partners
fullcontact_1884,fullcontact_1884,fullcontact,,,,,,,,,Gurgaon,India,2007-01-01,fullcontact_1884,,,Indus Towers Limited,fullcontact_1884,,,,,2.0,,,Gurgaon,India,2007-01-01,fullcontact_1884,Telecommunication,,Indus Towers
fullcontact_1160,fullcontact_1160,fullcontact,,,,,,,,,London,United Kingdom,,fullcontact_1160,,,INQ Mobile,fullcontact_1160,,,,,,,,London,United Kingdom,2008-01-01,fullcontact_1160,,,Inq Mobile
fullcontact_1014,fullcontact_1014,fullcontact,,,,,,,,,Baltimore,United States,1996-01-01,fullcontact_1014,,,Inside Lacrosse,fullcontact_1014,,,,,,,,Baltimore,United States,1996-01-01,fullcontact_1014,Lacrosse,,Inside Lacrosse
fullcontact_1757,fullcontact_1757,fullcontact,,,,,,,,,Pune,India,2004-01-01,fullcontact_1757,,,Inteliment Technologies,fullcontact_1757,,,,,,,,Pune,India,2004-01-01,fullcontact_1757,Information technology consulting,,Inteliment
fullcontact_424,fullcontact_424,fullcontact,,,,,,,,,Moscow,Russia,1997-01-01,fullcontact_424,,,Inter RAO,fullcontact_424,,,,,18240000000.0,,3854.0,Moscow,Russia,1997-01-01,fullcontact_424,Electricity,RAO UES,Inter RAO
fullcontact_1798,fullcontact_1798,fullcontact,,,,,,,,,Wellington,New Zealand,,fullcontact_1798,,,Interislander,fullcontact_1798,,,,,,,,Wellington,New Zealand,1962-01-01,fullcontact_1798,Rail transport in New Zealand,,Interislander
fullcontact_860,fullcontact_860,fullcontact,,,,,,,,,Bethesda,United States,2000-01-01,fullcontact_860,,,Iridium Communications,fullcontact_860,,,,,,,,Bethesda,United States,2000-01-01,fullcontact_860,Satellite,,Iridium Communications
fullcontact_1058,fullcontact_1058,fullcontact,,,,,,,,,Madrid,Spain,1981-01-01,fullcontact_1058,,,ISOFOTON,fullcontact_1058,,,,,,,,Madrid,Spain,1981-01-01,fullcontact_1058,Photovoltaics,,Isofoton
fullcontact_1515,fullcontact_1515,fullcontact,,,,,,,,,Moncalieri,Italy,1968-01-01,fullcontact_1515,,,Italdesign Giugiaro,fullcontact_1515,,,,,100000000.0,,,Moncalieri,Italy,1968-01-01,fullcontact_1515,,,Italdesign Giugiaro
fullcontact_1429,fullcontact_1429,fullcontact,,,,,,,,,Gurgaon,India,2006-01-01,fullcontact_1429,,"['Aloke Bajpai', 'Rajnish Kumar']",Ixigo.com,fullcontact_1429,,,,,,,,Gurgaon,India,2006-01-01,fullcontact_1429,Travel,"['Aloke Bajpai', 'Rajnish Kumar']",Ixigo.com
fullcontact_1498,fullcontact_1498,fullcontact,,,,,,,,,,Canada,1981-01-01,fullcontact_1498,,,JASCO Applied Sciences,fullcontact_1498,,,,,,,,"Halifax, Nova ScotiaNova Scotia",Canada,1981-01-01,fullcontact_1498,,,JASCO Applied Sciences
fullcontact_1887,fullcontact_1887,fullcontact,,,,,,,,,Shanghai,China,2004-01-01,fullcontact_1887,,,JETT | Customer Experience,fullcontact_1887,,,,,,,,Shanghai,China,2004-01-01,fullcontact_1887,Customer experience,,JETT customer experience
fullcontact_1788,fullcontact_1788,fullcontact,,,,,,,,,Lymington,United Kingdom,1961-01-01,fullcontact_1788,,,Jeremy Rogers Limited,fullcontact_1788,,,,,,,,Lymington,United Kingdom,1961-01-01,fullcontact_1788,,Jeremy Rogers,Jeremy Rogers Limited
fullcontact_1950,fullcontact_1950,fullcontact,,,,,,,,,London,United Kingdom,1996-01-01,fullcontact_1950,,,JIMMY CHOO,fullcontact_1950,,,,,85300000.0,,,London,United Kingdom,1996-01-01,fullcontact_1950,Final good,"['Jimmy Choo', 'Tamara Mellon']",Jimmy Choo Ltd
fullcontact_1853,fullcontact_1853,fullcontact,,,,,,,,,Portillo de Toledo,Spain,1965-01-01,fullcontact_1853,,,Joma Sport España,fullcontact_1853,,,,,,,,Portillo de Toledo,Spain,1965-01-01,fullcontact_1853,Textile industry,,Joma
fullcontact_1326,fullcontact_1326,fullcontact,,,,,,,,,Troy,United States,1946-01-01,fullcontact_1326,,,Kelly Services,fullcontact_1326,,,,,5551000000.0,,,Troy,United States,1946-01-01,fullcontact_1326,Professional services,William Russell Kelly,Kelly Services
fullcontact_1882,fullcontact_1882,fullcontact,,,,,,,,,Calgary,Canada,2003-01-01,fullcontact_1882,,,Keyera,fullcontact_1882,,,,,2569000000.0,,,Calgary,Canada,2003-01-01,fullcontact_1882,Pipeline transport,,Keyera
fullcontact_1905,fullcontact_1905,fullcontact,,,,,,,,,Paris,France,,fullcontact_1905,,,Kiddiepunk,fullcontact_1905,,,,,,,,Paris,France,2002-01-01,fullcontact_1905,Publishing,,Kiddiepunk
fullcontact_1051,fullcontact_1051,fullcontact,,,,,,,,,Aarhus,Denmark,2000-01-01,fullcontact_1051,,,Kiloo Games,fullcontact_1051,,,,,,,,Aarhus,Denmark,2000-01-01,fullcontact_1051,Mobile game,,Kiloo
fullcontact_1384,fullcontact_1384,fullcontact,,,,,,,,,Belgrade,Serbia,1970-01-01,fullcontact_1384,,,Komercijalna Banka Ad Beograd,fullcontact_1384,,,,,307230000.0,,3172000000.0,Belgrade,Serbia,1970-01-01,fullcontact_1384,Financial services,,Komercijalna banka
fullcontact_1055,fullcontact_1055,fullcontact,,,,,,,,,,United States,2001-01-01,fullcontact_1055,,,Konarka Technologies,fullcontact_1055,,,,,,,,"MassachusettsLowell, Massachusetts",United States,2001-01-01,fullcontact_1055,Solar energy,,Konarka Technologies
fullcontact_1021,fullcontact_1021,fullcontact,,,,,,,,,Hamburg,Germany,,fullcontact_1021,,,Kontor Records,fullcontact_1021,,,,,,,,Hamburg,Germany,1995-01-01,fullcontact_1021,,,Kontor Records
fullcontact_1398,fullcontact_1398,fullcontact,,,,,,,,,San Jose,United States,1995-01-01,fullcontact_1398,,,LEVEL Studios,fullcontact_1398,,,,,,,,San Jose,United States,1995-01-01,fullcontact_1398,Advertising,,LEVEL Studios
fullcontact_450,fullcontact_450,fullcontact,,,,,,,,,Tokyo,Japan,1984-01-01,fullcontact_450,,,KDDI Corporation,fullcontact_450,,,,,12596190000.0,,,Tokyo,Japan,1984-01-01,fullcontact_450,Internet,,LINE Corporation
fullcontact_1486,fullcontact_1486,fullcontact,,,,,,,,,Zug,Switzerland,1896-01-01,fullcontact_1486,,,Landis+Gyr,fullcontact_1486,,,,,1670000000.0,,,Zug,Switzerland,1896-01-01,fullcontact_1486,Gas meter,,Landis+Gyr
fullcontact_929,fullcontact_929,fullcontact,,,,,,,,,Mountain View,United States,2010-01-01,fullcontact_929,,"['Jeff Zira', 'Julia Hu']",Lark Technologies,fullcontact_929,,,,,,,,Mountain View,United States,2010-01-01,fullcontact_929,Mobile application software,"['Jeff Zira', 'Julia Hu']",Lark Technologies
fullcontact_1691,fullcontact_1691,fullcontact,,,,,,,,,Sarnen,Switzerland,1949-01-01,fullcontact_1691,,,Leister Technologies AG,fullcontact_1691,,,,,,,,Sarnen,Switzerland,1949-01-01,fullcontact_1691,,,Leister Technologies
fullcontact_976,fullcontact_976,fullcontact,,,,,,,,,San Francisco,United States,2001-01-01,fullcontact_976,,,Lithium Technologies,fullcontact_976,,,,,,,,San Francisco,United States,2001-01-01,fullcontact_976,Social media,,Lithium Technologies
fullcontact_824,fullcontact_824,fullcontact,,,,,,,,,Tel Aviv,Israel,2006-01-01,fullcontact_824,,"['Angel Fuentes', 'Avishai Abrahami', 'Dr. Eric Johnson', 'Giora Kaplan', 'Giora Kaplan (Gig)', 'Nadav Abrahami', 'Richard Oldale']",Wix.com Ltd.,fullcontact_824,,,,,,,,Tel Aviv,Israel,2006-01-01,fullcontact_824,Electronics,"['Angel Fuentes', 'Avishai Abrahami', 'Dr. Eric Johnson', 'Giora Kaplan', 'Giora Kaplan (Gig)', 'Nadav Abrahami', 'Richard Oldale']",LiveU
fullcontact_1155,fullcontact_1155,fullcontact,,,,,,,,,Sointula,Canada,1998-01-01,fullcontact_1155,,,Living Oceans Society,fullcontact_1155,,,,,,,,Sointula,Canada,1998-01-01,fullcontact_1155,,,Living Oceans Society
fullcontact_1342,fullcontact_1342,fullcontact,,,,,,,,,Moscow,Russia,1991-01-01,fullcontact_1342,,,LUKOIL,fullcontact_1342,,,,,139200000000.0,,,Moscow,Russia,1991-01-01,fullcontact_1342,Petroleum industry,,Lukoil
fullcontact_1889,fullcontact_1889,fullcontact,,,,,,,,,Zug,Switzerland,2000-01-01,fullcontact_1889,,,Luxoft,fullcontact_1889,,,,,,,,Zug,Switzerland,2000-01-01,fullcontact_1889,Software development,,Luxoft
fullcontact_1672,fullcontact_1672,fullcontact,,,,,,,,,Baar,Switzerland,1973-01-01,fullcontact_1672,,,Mövenpick Hotels & Resorts,fullcontact_1672,,,,,47754.0,,,Baar,Switzerland,1973-01-01,fullcontact_1672,Hospitality,,Mövenpick Hotels & Resorts
fullcontact_1122,fullcontact_1122,fullcontact,,,,,,,,,Tehran,Iran,1993-01-01,fullcontact_1122,,,MAPNA Group,fullcontact_1122,,,,,,,,Tehran,Iran,1993-01-01,fullcontact_1122,Construction,,MAPNA Group
fullcontact_1334,fullcontact_1334,fullcontact,,,,,,,,,Columbia,United States,1929-01-01,fullcontact_1334,,,MFA Oil Company,fullcontact_1334,,,,,,,,Columbia,United States,1929-01-01,fullcontact_1334,Energy,MFA Incorporated,MFA Oil
fullcontact_1713,fullcontact_1713,fullcontact,,,,,,,,,,Finland,1951-01-01,fullcontact_1713,,,Marimekko,fullcontact_1713,,,,,81107000.0,,,Helsinki,Finland,1951-01-01,fullcontact_1713,Fashion,"['Riitta Immonen', 'Armi Ratia']",Marimekko
fullcontact_1116,fullcontact_1116,fullcontact,,,,,,,,,San Jose,United States,2006-01-01,fullcontact_1116,,,Microsoft Azure,fullcontact_1116,,,,,,,,San Jose,United States,2006-01-01,fullcontact_1116,Online advertising,,Marin Software
fullcontact_1223,fullcontact_1223,fullcontact,,,,,,,,,Aarhus N,Denmark,1987-01-01,fullcontact_1223,,,Martin Professional,fullcontact_1223,,,,,,,,Aarhus N,Denmark,1987-01-01,fullcontact_1223,Stage lighting,,Martin Professional
fullcontact_1036,fullcontact_1036,fullcontact,,,,,,,,,Walnut Creek,United States,2009-01-01,fullcontact_1036,,Christina Seelye,Maximum Games,fullcontact_1036,,,,,,,,Walnut Creek,United States,2009-01-01,fullcontact_1036,Video game industry,Christina Seelye,Maximum Games
fullcontact_499,fullcontact_499,fullcontact,,,,,,,,,Moscow,Russia,,fullcontact_499,,,Mechel OAO,fullcontact_499,,,,,11300000000.0,,,Moscow,Russia,2003-01-01,fullcontact_499,Mining,,Mechel
fullcontact_1898,fullcontact_1898,fullcontact,,,,,,,,,Encino,United States,2003-01-01,fullcontact_1898,,Dan Richmond,MegaMeeting.com,fullcontact_1898,,,,,,,,Encino,United States,2003-01-01,fullcontact_1898,Web conferencing,Dan Richmond,MegaMeeting.com
fullcontact_1604,fullcontact_1604,fullcontact,,,,,,,,,Carmel,United States,1991-01-01,fullcontact_1604,,,MessageNet Systems,fullcontact_1604,,,,,,,,Carmel,United States,1991-01-01,fullcontact_1604,,,MessageNet systems
fullcontact_1600,fullcontact_1600,fullcontact,,,,,,,,,Sacramento,United States,2007-01-01,fullcontact_1600,,,Metaverse Mod Squad,fullcontact_1600,,,,,,,,Sacramento,United States,2007-01-01,fullcontact_1600,Social media,,Metaverse Mod Squad
fullcontact_1539,fullcontact_1539,fullcontact,,,,,,,,,Manchester,United Kingdom,1989-01-01,fullcontact_1539,,,EDDIE ROCKERS LIMITED,fullcontact_1539,,,,,,,,Manchester,United Kingdom,1989-01-01,fullcontact_1539,,,Mines Advisory Group
fullcontact_1052,fullcontact_1052,fullcontact,,,,,,,,,Lisle,United States,1938-01-01,fullcontact_1052,,,Molex,fullcontact_1052,,,,,,,,Lisle,United States,1938-01-01,fullcontact_1052,Electronics,,Molex
fullcontact_1407,fullcontact_1407,fullcontact,,,,,,,,,Winnipeg,Canada,1986-01-01,fullcontact_1407,,,Mondetta Clothing,fullcontact_1407,,,,,,,,Winnipeg,Canada,1986-01-01,fullcontact_1407,Fashion,,Mondetta Clothing Company
fullcontact_1259,fullcontact_1259,fullcontact,,,,,,,,,San Jose,United States,2004-01-01,fullcontact_1259,,,A10 Networks,fullcontact_1259,,,,,,,,San Jose,United States,2004-01-01,fullcontact_1259,Telecommunication,,Mushroom Networks
fullcontact_1343,fullcontact_1343,fullcontact,,,,,,,,,Omaha,United States,1909-01-01,fullcontact_1343,,,Mutual of Omaha Insurance,fullcontact_1343,,,,,4200000000.0,,,Omaha,United States,1909-01-01,fullcontact_1343,Finance,,Mutual of Omaha
fullcontact_454,fullcontact_454,fullcontact,,,,,,,,,Osaka,Japan,1974-01-01,fullcontact_454,,,Keyence Corporation,fullcontact_454,,,,,452.7,,,Osaka,Japan,1974-01-01,fullcontact_454,Friction,,NTN Corporation
fullcontact_1753,fullcontact_1753,fullcontact,,,,,,,,,Conway,United States,1949-01-01,fullcontact_1753,,,Nabholz Corporation,fullcontact_1753,,,,,,,,Conway,United States,1949-01-01,fullcontact_1753,General contractor,,Nabholz Construction
fullcontact_1845,fullcontact_1845,fullcontact,,,,,,,,,Manhattan,United States,1995-01-01,fullcontact_1845,,,NanoScale Corporation,fullcontact_1845,,,,,,,,Manhattan,United States,1995-01-01,fullcontact_1845,Nanotechnology,,NanoScale Corporation
fullcontact_1479,fullcontact_1479,fullcontact,,,,,,,,,Manama,Bahrain,,fullcontact_1479,,,National Bank of Bahrain,fullcontact_1479,,,,,212550000.0,,6352000000.0,Manama,Bahrain,1957-01-01,fullcontact_1479,Financial services,,National Bank of Bahrain
fullcontact_1288,fullcontact_1288,fullcontact,,,,,,,,,Dallas,United States,1907-01-01,fullcontact_1288,,,Neiman Marcus,fullcontact_1288,,,,,,,,Dallas,United States,1907-01-01,fullcontact_1288,Retail,"['Abraham Lincoln Neiman', 'Carrie Marcus Neiman', 'Herbert Marcus']",Neiman Marcus
fullcontact_1542,fullcontact_1542,fullcontact,,,,,,,,,Malden,United States,1916-01-01,fullcontact_1542,,,New England Coffee,fullcontact_1542,,,,,,,,Malden,United States,1916-01-01,fullcontact_1542,Drink,,New England Coffee
fullcontact_970,fullcontact_970,fullcontact,,,,,,,,,Denver,United States,2010-01-01,fullcontact_970,,,New World Interactive,fullcontact_970,,,,,,,,Denver,United States,2010-01-01,fullcontact_970,Video game industry,,New World Interactive
fullcontact_1609,fullcontact_1609,fullcontact,,,,,,,,,Louisville,United States,2010-01-01,fullcontact_1609,,"['John Spiers', 'Kelly Long']",NexGen Storage,fullcontact_1609,,,,,,,,Louisville,United States,2010-01-01,fullcontact_1609,Virtualization,"['John Spiers', 'Kelly Long']",NexGen Storage
fullcontact_1041,fullcontact_1041,fullcontact,,,,,,,,,Belgrade,Serbia,2009-01-01,fullcontact_1041,,,Nordeus,fullcontact_1041,,,,,22960000.0,,12640000.0,Belgrade,Serbia,2009-01-01,fullcontact_1041,Social networking service,,Nordeus
fullcontact_1243,fullcontact_1243,fullcontact,,,,,,,,,Lysaker,Norway,1984-01-01,fullcontact_1243,,,Norman Safeground as,fullcontact_1243,,,,,,,,Lysaker,Norway,1984-01-01,fullcontact_1243,Software,,Norman Safeground
fullcontact_1180,fullcontact_1180,fullcontact,,,,,,,,,Toronto,Canada,1895-01-01,fullcontact_1180,,,Nortel Networks,fullcontact_1180,,,,,,,,Toronto,Canada,1895-01-01,fullcontact_1180,Telecommunication,,Nortel
fullcontact_1664,fullcontact_1664,fullcontact,,,,,,,,,London,United Kingdom,1987-01-01,fullcontact_1664,,,SSAT,fullcontact_1664,,,,,,,3977056.0,London,United Kingdom,1987-01-01,fullcontact_1664,Information technology consulting,,Northdoor
fullcontact_898,fullcontact_898,fullcontact,,,,,,,,,Fareham,United Kingdom,1995-01-01,fullcontact_898,,,NorthwoodUK,fullcontact_898,,,,,,,,Fareham,United Kingdom,1995-01-01,fullcontact_898,Estate agent,,Northwood (estate agent)
fullcontact_1362,fullcontact_1362,fullcontact,,,,,,,,,San Francisco,United States,2002-01-01,fullcontact_1362,,,OPSWAT,fullcontact_1362,,,,,,,,San Francisco,United States,2002-01-01,fullcontact_1362,,,OPSWAT
fullcontact_1608,fullcontact_1608,fullcontact,,,,,,,,,Toronto,Canada,1995-01-01,fullcontact_1608,,,OANDA Corporation,fullcontact_1608,,,,,,,,Toronto,Canada,1995-01-01,fullcontact_1608,Financial services,,Oanda Corporation
fullcontact_1791,fullcontact_1791,fullcontact,,,,,,,,,London,United Kingdom,2009-01-01,fullcontact_1791,,"['Demetrios Zoppos', 'Tim Davey']",Onefinestay,fullcontact_1791,,,,,,,,London,United Kingdom,2009-01-01,fullcontact_1791,Travel,"['Demetrios Zoppos', 'Tim Davey']",Onefinestay
fullcontact_562,fullcontact_562,fullcontact,,,,,,,,,Paris,France,,fullcontact_562,,,Orange,fullcontact_562,,,,,46700000000.0,,,Paris,France,1994-01-01,fullcontact_562,Telecommunication,,Orange (telecommunications)
fullcontact_1829,fullcontact_1829,fullcontact,,,,,,,,,La Farge,United States,1988-01-01,fullcontact_1829,,,Organic Valley,fullcontact_1829,,,,,928000000.0,,,La Farge,United States,1988-01-01,fullcontact_1829,Egg (food),,Organic Valley
fullcontact_758,fullcontact_758,fullcontact,,,,,,,,,London,United Kingdom,1985-01-01,fullcontact_758,,,Tullow Oil Plc,fullcontact_758,,,,,,,,London,United Kingdom,1985-01-01,fullcontact_758,Research,,Ovum Ltd.
fullcontact_1236,fullcontact_1236,fullcontact,,,,,,,,,El Segundo,United States,1987-01-01,fullcontact_1236,,,PCM,fullcontact_1236,,,,,1370000000.0,,334100000.0,El Segundo,United States,1987-01-01,fullcontact_1236,Direct marketing,,"PCM, Inc."
fullcontact_1255,fullcontact_1255,fullcontact,,,,,,,,,Amsterdam,Netherlands,1991-01-01,fullcontact_1255,,Erez Halewa,AVG Technologies,fullcontact_1255,,,,,,,,Amsterdam,Netherlands,1991-01-01,fullcontact_1255,,Petr Kellner,PPF (company)
fullcontact_1653,fullcontact_1653,fullcontact,,,,,,,,,Ibiza,Spain,1966-01-01,fullcontact_1653,,,Pacha Group,fullcontact_1653,,,,,,,,Ibiza,Spain,1966-01-01,fullcontact_1653,,,Pacha Group
fullcontact_1619,fullcontact_1619,fullcontact,,,,,,,,,Dedham,United States,1961-01-01,fullcontact_1619,,,Papa Gino's,fullcontact_1619,,,,,200000000.0,,,Dedham,United States,1961-01-01,fullcontact_1619,Restaurant,,Papa Gino's
fullcontact_1956,fullcontact_1956,fullcontact,,,,,,,,,Roseville,United States,2003-01-01,fullcontact_1956,,,Paramount Equity,fullcontact_1956,,,,,,,,Roseville,United States,2003-01-01,fullcontact_1956,Finance,,Paramount Equity
fullcontact_1785,fullcontact_1785,fullcontact,,,,,,,,,Tehran,Iran,1999-01-01,fullcontact_1785,,,پارس دیتا - Pars Data - ParsData,fullcontact_1785,,,,,,,,Tehran,Iran,1999-01-01,fullcontact_1785,Web hosting service,,Parsdata
fullcontact_1047,fullcontact_1047,fullcontact,,,,,,,,,Arlington Heights,United States,1997-01-01,fullcontact_1047,,Steve Sarowitz,Paylocity,fullcontact_1047,,,,,77.0,,,Arlington Heights,United States,1997-01-01,fullcontact_1047,Software as a service,Steve Sarowitz,Paylocity Corporation
fullcontact_1598,fullcontact_1598,fullcontact,,,,,,,,,Los Angeles,United States,1996-01-01,fullcontact_1598,,,Platinum Studios,fullcontact_1598,,,,,,,,Los Angeles,United States,1996-01-01,fullcontact_1598,Television,"['Scott Mitchell Rosenberg', 'Ervin Rustemagić']",Platinum Studios
fullcontact_1774,fullcontact_1774,fullcontact,,,,,,,,,Billerica,United States,2001-01-01,fullcontact_1774,,Ted Werth,PlumChoice,fullcontact_1774,,,,,,,,Billerica,United States,2001-01-01,fullcontact_1774,Service delivery platform,Ted Werth,PlumChoice
fullcontact_1593,fullcontact_1593,fullcontact,,,,,,,,,Wilmington,United States,1995-01-01,fullcontact_1593,,,"Port City Java - Cafes, Coffee Houses and Roastery",fullcontact_1593,,,,,,,,Wilmington,United States,1995-01-01,fullcontact_1593,Tea,,Port City Java
fullcontact_596,fullcontact_596,fullcontact,,,,,,,,,Seoul,South Korea,1968-01-01,fullcontact_596,,Park Tae-Joon,POSCO,fullcontact_596,,,,,1.0,,,Seoul,South Korea,1968-01-01,fullcontact_596,Electricity,Park Tae-Joon,Posco Energy
fullcontact_1818,fullcontact_1818,fullcontact,,,,,,,,,Mayfield,United States,1996-01-01,fullcontact_1818,,Paul Tyma,PreEmptive Solutions,fullcontact_1818,,,,,,,,Mayfield,United States,1996-01-01,fullcontact_1818,Software,Paul Tyma,PreEmptive Solutions
fullcontact_1057,fullcontact_1057,fullcontact,,,,,,,,,,United States,1992-01-01,fullcontact_1057,,,"Press Pass, Inc.",fullcontact_1057,,,,,,,,"Huntersville, North Carolina",United States,1992-01-01,fullcontact_1057,Collectable,,"Press Pass, Inc."
fullcontact_1858,fullcontact_1858,fullcontact,,,,,,,,,New York,United States,2002-01-01,fullcontact_1858,,,Proenza Schouler,fullcontact_1858,,,,,,,,New York,United States,2002-01-01,fullcontact_1858,Fashion,,Proenza Schouler
fullcontact_1311,fullcontact_1311,fullcontact,,,,,,,,,Denver,United States,,fullcontact_1311,,,Quark,fullcontact_1311,,,,,,,,Denver,United States,1981-01-01,fullcontact_1311,,Tim Gill,"Quark, Inc."
fullcontact_1786,fullcontact_1786,fullcontact,,,,,,,,,Pasadena,United States,2006-01-01,fullcontact_1786,,,Rasta Taco,fullcontact_1786,,,,,,,,Pasadena,United States,2006-01-01,fullcontact_1786,Restaurant,,Rasta Taco
fullcontact_1957,fullcontact_1957,fullcontact,,,,,,,,,Logan,United States,2004-01-01,fullcontact_1957,,,Reminderband,fullcontact_1957,,,,,,,,Logan,United States,2004-01-01,fullcontact_1957,Entertainment,,Reminderband
fullcontact_1790,fullcontact_1790,fullcontact,,,,,,,,,Los Angeles,United States,,fullcontact_1790,,,"Rentech, Inc.",fullcontact_1790,,,,,,,,Los Angeles,United States,1981-01-01,fullcontact_1790,,,Rentech
fullcontact_964,fullcontact_964,fullcontact,,,,,,,,,San Francisco,United States,2005-01-01,fullcontact_964,,"['David Huard', 'Kevin Rose']",Revision3,fullcontact_964,,,,,,,,San Francisco,United States,2005-01-01,fullcontact_964,Entertainment,"['Jay Adelson', 'Kevin Rose', 'David Prager']",Revision3
fullcontact_1093,fullcontact_1093,fullcontact,,,,,,,,,Chicago,United States,1984-01-01,fullcontact_1093,,,Rewards Network,fullcontact_1093,,,,,,,,Chicago,United States,1984-01-01,fullcontact_1093,,,Rewards Network
fullcontact_892,fullcontact_892,fullcontact,,,,,,,,,Tel Aviv,Israel,,fullcontact_892,,,RiT Technologies Ltd.,fullcontact_892,,,,,11400000.0,,,Tel Aviv,Israel,1989-01-01,fullcontact_892,,,RiT Technologies
fullcontact_1522,fullcontact_1522,fullcontact,,,,,,,,,London,United Kingdom,,fullcontact_1522,,,River Island,fullcontact_1522,,,,,49560.0,,,London,United Kingdom,1948-01-01,fullcontact_1522,Fashion,,River Island
fullcontact_889,fullcontact_889,fullcontact,,,,,,,,,Nuuk,Greenland,1774-01-01,fullcontact_889,,,Royal Greenland,fullcontact_889,,,,,4000000000.0,,1314.0,Nuuk,Greenland,1774-01-01,fullcontact_889,Seafood,,Royal Greenland
fullcontact_1944,fullcontact_1944,fullcontact,,,,,,,,,New York,United States,,fullcontact_1944,,,S&P Capital IQ,fullcontact_1944,,,,,1000000000.0,,,New York,United States,1999-01-01,fullcontact_1944,Financial services,,S&P Capital IQ
fullcontact_1399,fullcontact_1399,fullcontact,,,,,,,,,Montréal,Canada,1999-01-01,fullcontact_1399,,,Sensio,fullcontact_1399,,,,,,,,Montréal,Canada,1999-01-01,fullcontact_1399,,,SENSIO Technologies
fullcontact_1296,fullcontact_1296,fullcontact,,,,,,,,,Newcastle upon Tyne,United Kingdom,1981-01-01,fullcontact_1296,,Candace Bradshaw,Sage Group,fullcontact_1296,,,,,1000000.0,,,Newcastle upon Tyne,United Kingdom,1981-01-01,fullcontact_1296,Software,"['David Goldman (businessman)', 'Graham Wylie']",Sage Group
fullcontact_1213,fullcontact_1213,fullcontact,,,,,,,,,New York,United States,1924-01-01,fullcontact_1213,,,Saks Fifth Avenue,fullcontact_1213,,,,,,,,New York,United States,1924-01-01,fullcontact_1213,Retail,Andrew Saks,Saks Fifth Avenue
fullcontact_977,fullcontact_977,fullcontact,,,,,,,,,,United States,1913-01-01,fullcontact_977,,,Schott NYC,fullcontact_977,,,,,,,,New York City,United States,1913-01-01,fullcontact_977,,,Schott NYC
fullcontact_1088,fullcontact_1088,fullcontact,,,,,,,,,Morrisville,United States,1995-01-01,fullcontact_1088,,,SciQuest,fullcontact_1088,,,,,90200000.0,,,Morrisville,United States,1995-01-01,fullcontact_1088,,,SciQuest
fullcontact_1685,fullcontact_1685,fullcontact,,,,,,,,,Herzliya,Israel,2009-01-01,fullcontact_1685,,,Sears Israel,fullcontact_1685,,,,,,,,Herzliya,Israel,2009-01-01,fullcontact_1685,,,Sears Israel
fullcontact_1482,fullcontact_1482,fullcontact,,,,,,,,,New York,United States,1979-01-01,fullcontact_1482,,,"Welsh, Carson, Anderson & Stowe",fullcontact_1482,,,,,,,,New York,United States,1979-01-01,fullcontact_1482,Information technology,,Seneca Data
fullcontact_1099,fullcontact_1099,fullcontact,,,,,,,,,New York,United States,2004-01-01,fullcontact_1099,,,Shake Shack,fullcontact_1099,,,,,,,,New York,United States,2004-01-01,fullcontact_1099,Restaurant,,Shake Shack
fullcontact_662,fullcontact_662,fullcontact,,,,,,,,,San Diego,United States,1991-01-01,fullcontact_662,,,Sharp HealthCare,fullcontact_662,,,,,12.0,,,San Diego,United States,1991-01-01,fullcontact_662,,,Sharp HealthCare
fullcontact_1432,fullcontact_1432,fullcontact,,,,,,,,,Massillon,United States,1974-01-01,fullcontact_1432,,,Shearer's Potato Chips and Snacks,fullcontact_1432,,,,,,,,Massillon,United States,1974-01-01,fullcontact_1432,Snack food,,Shearer's Foods
fullcontact_678,fullcontact_678,fullcontact,,,,,,,,,Moscow,Russia,1993-01-01,fullcontact_678,,,Sistema,fullcontact_678,,,,,34200000000.0,,,Moscow,Russia,1993-01-01,fullcontact_678,Conglomerate (company),,Sistema
fullcontact_1585,fullcontact_1585,fullcontact,,,,,,,,,Ottawa,Canada,1997-01-01,fullcontact_1585,,,SkyWave Mobile Communications Inc.,fullcontact_1585,,,,,,,,Ottawa,Canada,1997-01-01,fullcontact_1585,,,SkyWave Mobile Communications
fullcontact_1302,fullcontact_1302,fullcontact,,,,,,,,,Foster City,United States,2004-01-01,fullcontact_1302,,"['Peter Weinberg', 'Ryan Stephens']",SlingMedia (SlingBox),fullcontact_1302,,,,,,,,Foster City,United States,2004-01-01,fullcontact_1302,Space shifting,"['Peter Weinberg', 'Ryan Stephens']",Sling Media
fullcontact_1000,fullcontact_1000,fullcontact,,,,,,,,,San Diego,United States,2004-01-01,fullcontact_1000,,,"SmartDrive Systems, Inc",fullcontact_1000,,,,,,,,San Diego,United States,2004-01-01,fullcontact_1000,Telematics,,SmartDrive Systems
