label,pair,score,bucket,rule,geo_m,sim_name,sim_cat,id_a,id_b,kaggle380k_id_a,yelp_id_b,source_a,source_b,name_a,name_b,name_norm_a,name_norm_b,address_line1_a,address_line1_b,street_a,street_b,house_number_a,house_number_b,city_a,city_b,state_a,state_b,postal_code_a,postal_code_b,latitude_a,latitude_b,longitude_a,longitude_b,categories_a,categories_b,phone_e164_a,phone_e164_b,phone_raw_a,phone_raw_b
,df1_vs_df3,0.4,high,phone,2378129.6,1.0,0.0,kaggle380k-292514,yelp-30096,,,kaggle_380k,yelp,In-N-Out Burger,In-N-Out Burger,in n out burger,in n out burger,,,Bronze Star Dr,N I-35,2011,12431,Woodland,Austin,CA,TX,95776,78753,38.670275,30.4049154005089,-121.727924,-97.6740571409901,"['Hamburger restaurant' 'American restaurant' 'Diner'
 'Fast food restaurant' 'Lunch restaurant' 'Restaurant']",['burgers'],+18007861000,+18007861000,,
,df1_vs_df3,0.48085142074593895,high,geo,26.4,0.22857142857142856,0.0,kaggle380k-196161,yelp-32355,,,kaggle_380k,yelp,Kin Wah Chop Suey,Masa & Joyce Okazuya,kin wah chop suey,masa joyce okazuya,,,Kamehameha Hwy,Kamehameha Hwy,45-588,45-582,Kaneohe,Kaneohe,HI,HI,96744,96744,21.4004441,21.4002186,-157.7998898,-157.7998087,['Chinese restaurant' 'Cantonese restaurant'],['japanese'],,,,
,df1_vs_df3,0.7976797769293709,high,name_zip,5.8,1.0,0.0,kaggle380k-163549,yelp-93066,,,kaggle_380k,yelp,Panda Express,Panda Express,panda express,panda express,,,E Lake Sammamish Pkwy SE,E. Lake Sammamish Parkway Se,6150,6150,Issaquah,Issaquah,WA,WA,98029,98029,47.5475,47.5474823,-122.0402778,-122.0402051,"['Chinese restaurant' 'Asian restaurant' 'Fast food restaurant'
 'Restaurant']",['chinese'],,,,
,df1_vs_df3,0.7734528564711466,high,name_zip,44.1,0.9777777777777777,0.0,kaggle380k-275793,yelp-69372,,,kaggle_380k,yelp,Table South Kitchen & Bar,TableSouth Kitchen + Bar,table south kitchen bar,tablesouth kitchen bar,,,Foster St,Foster St,201,201,Durham,Durham,NC,NC,27701,27701,35.9975575,35.9974594,-78.9019217,-78.9023972,['American restaurant'],['nan'],,,,
,df1_vs_df3,0.8,high,geo,0.0,1.0,0.0,kaggle380k-372901,yelp-16336,,,kaggle_380k,yelp,Exchange Street Bistro,Exchange Street Bistro,exchange street bistro,exchange street bistro,,,Exchange St,Exchange St,67,67,Malden,Malden,MA,MA,02148,02148,42.426597,42.426597,-71.0693916,-71.0693916,"['Bistro' 'Banquet hall' 'Brunch restaurant' 'Cocktail bar'
 'Eclectic restaurant' 'Event venue' 'Lounge' 'Restaurant']",['breakfast'],,,,
,df1_vs_df3,0.4795861983553922,high,geo,23.3,0.2222222222222222,0.0,kaggle380k-145851,yelp-35294,,,kaggle_380k,yelp,Laziz Kitchen,Junah,laziz kitchen,junah,,,Jefferson St W,S Jefferson St,912,916,Salt Lake City,Salt Lake City,UT,UT,84101,84101,40.7494304,40.74925,-111.8955903,-111.89573,"['Mediterranean restaurant' 'Cafe' 'Middle Eastern restaurant'
 'Restaurant']",['italian' 'japanese'],,,,
,df1_vs_df3,0.4981537458563182,high,geo,12.7,0.25806451612903225,0.0,kaggle380k-235149,yelp-16987,,,kaggle_380k,yelp,Uncle Fung Buena Park,Sushi Mura,uncle fung buena park,sushi mura,,,La Palma Ave,La Palma Ave,7855,7855,Buena Park,Buena Park,CA,CA,90620,90620,33.8471138,33.847061,-117.9962437,-117.996122,['Indonesian restaurant' 'Malaysian restaurant' 'Singaporean restaurant'],['japanese'],,,,
,df1_vs_df3,0.446130891498294,high,geo,47.9,0.16326530612244897,0.0,kaggle380k-149269,yelp-97702,,,kaggle_380k,yelp,Pufferbelly's Ice Cream Station,Long John Silver's,pufferbelly s ice cream station,long john silver s,,,Fairmont Ave,Fairmont Ave,1024,1100,Fairmont,Fairmont,WV,WV,26554,26554,39.471409,39.47101136821894,-80.153785,-80.15400079999999,"['Ice cream shop' 'Dessert shop' 'Fast food restaurant'
 'Traditional American restaurant']",['seafood'],,,,
,df1_vs_df3,0.5608407885277957,high,geo,8.2,0.41025641025641024,0.0,kaggle380k-156803,yelp-41784,,,kaggle_380k,yelp,Foo Dog: Asian Street Food,Main St. Dragon,foo dog asian street food,main st dragon,,,W Main St,W Main St,1537,1537,Richmond,Richmond,VA,VA,23220,23220,37.5473242,37.547251,-77.4608804,-77.460886,['Restaurant' 'Asian restaurant'],['nan'],,,,
,df1_vs_df3,0.4,high,city_name,8634.2,1.0,0.0,kaggle380k-304500,yelp-89093,,,kaggle_380k,yelp,MotoMedi Mediterranean,MotoMedi Mediterranean,motomedi mediterranean,motomedi mediterranean,,,W Loop 289 Acc Rd,Slide Rd,3204,11417,Lubbock,Lubbock,TX,TX,79407,79424,33.5652211,33.49021525291085,-101.9450284,-101.92093140107202,['Restaurant'],['mediterranean'],,,,
,df1_vs_df3,0.4,high,phone,1994459.8,1.0,0.0,kaggle380k-019437,yelp-30096,,,kaggle_380k,yelp,In-N-Out Burger,In-N-Out Burger,in n out burger,in n out burger,,,Sand Canyon Rd,N I-35,28368,12431,Santa Clarita,Austin,CA,TX,91351,78753,34.4236905,30.4049154005089,-118.4231787,-97.6740571409901,"['Hamburger restaurant' 'American restaurant' 'Diner'
 'Fast food restaurant' 'Lunch restaurant' 'Restaurant']",['burgers'],+18007861000,+18007861000,,
,df1_vs_df3,0.799173666499374,high,geo,2.1,1.0,0.0,kaggle380k-216764,yelp-64194,,,kaggle_380k,yelp,Ramen Seas,Ramen Seas,ramen seas,ramen seas,,,S Murphy Ave,S Murphy Ave,173,173,Sunnyvale,Sunnyvale,CA,CA,94086,94086,37.3765528,37.37656130564319,-122.0303944,-122.03037361501212,['Ramen restaurant' 'Japanese restaurant' 'Noodle shop'],['nan'],,,,
,df1_vs_df3,0.5047286281158083,high,geo,32.3,0.29411764705882354,0.0,kaggle380k-326026,yelp-66478,,,kaggle_380k,yelp,L&L Hawaiian Barbecue,Panda Express,l l hawaiian barbecue,panda express,,,E Prater Way,Sparks Blvd,1495,745,Sparks,Sparks,NV,NV,89434,89434,39.5413463,39.54105923687016,-119.7159389,-119.71599620885048,['Hawaiian restaurant' 'Barbecue restaurant'],['chinese'],,,,
,df1_vs_df3,0.5237289562389319,high,addr_zip_or_citystate,47.8,0.35714285714285715,0.0,kaggle380k-242288,yelp-85181,,,kaggle_380k,yelp,Cielito Lindo - TX,Cantina Lime,cielito lindo tx,cantina lime,,,,,,,Denison,Denison,TX,TX,75020,75020,33.7602081,33.7602396,-96.5693359,-96.5698518,['Mexican restaurant' 'Oaxacan restaurant'],['mexican'],,,,
,df1_vs_df3,0.79940257863997,high,geo,1.5,1.0,0.0,kaggle380k-239448,yelp-22591,,,kaggle_380k,yelp,Patina Wine Bar,Patina Wine Bar,patina wine bar,patina wine bar,,,S Prospect Ave,S Prospect Ave,112,112,Park Ridge,Park Ridge,IL,IL,60068,60068,42.0092278,42.00924123182987,-87.8314696,-87.83146959999999,['Wine bar'],['nan'],,,,
,df1_vs_df3,0.7998714125918874,high,geo,0.3,1.0,0.0,kaggle380k-351890,yelp-02164,,,kaggle_380k,yelp,Middle Child Clubhouse,Middle Child Clubhouse,middle child clubhouse,middle child clubhouse,,,N Front St,N Front St,1232,1232,Philadelphia,Philadelphia,PA,PA,19122,19122,39.969976,39.96997803501411,-75.1360015,-75.13599882054913,['American restaurant' 'Bar' 'Breakfast restaurant' 'Sandwich shop'],['breakfast'],,,,
,df1_vs_df3,0.7430974511842263,high,addr_zip_or_citystate,42.3,0.9,0.0,kaggle380k-287952,yelp-86031,,,kaggle_380k,yelp,MuLan noodle and grill,Mulan Noodle & Grill,mulan noodle and grill,mulan noodle grill,,,,,,,Carrollton,Carrollton,TX,TX,75010,75010,33.0202681,33.02062,-96.9139111,-96.91374,['Chinese restaurant'],['chinese'],,,,
,df1_vs_df3,0.5172301280421264,high,geo,1.0,0.29411764705882354,0.0,kaggle380k-317579,yelp-87591,,,kaggle_380k,yelp,Graze Sandwich Shop - Kennewick,Graze,graze sandwich shop kennewick,graze,,,W Gage Blvd,W Gage Blvd,8530,8530,Kennewick,Kennewick,WA,WA,99336,99336,46.2274118,46.22742059296122,-119.2376588,-119.23766349580454,['Sandwich shop' 'Takeout restaurant' 'Restaurant'],['sandwiches' 'vegetarian'],,,,
,df1_vs_df3,0.4,high,phone,2834302.9,1.0,0.0,kaggle380k-341717,yelp-94488,,,kaggle_380k,yelp,TenderFix by Noah Schnapp,TenderFix by Noah Schnapp,tenderfix by noah schnapp,tenderfix by noah schnapp,,,Franklin St,,5225,,Michigan City,E Lake Stevens,IN,WA,46360,98258,41.6718788,48.01497,-86.8946332,-122.06402,['Chicken restaurant' 'Fast food restaurant' 'Vegetarian restaurant'],['sandwiches'],+18884135074,+18884135074,,
,df1_vs_df3,0.4909751190437383,high,geo,47.1,0.27450980392156865,0.0,kaggle380k-158498,yelp-89197,,,kaggle_380k,yelp,Gen Korean BBQ House,District one Saigon Street Food,gen korean bbq house,district one saigon street food,,,Old Denton Rd,Old Denton Rd,2540,2540,Carrollton,Carrollton,TX,TX,75006,75006,32.9818162,32.9822351624899,-96.9077486,-96.90782088954926,['Korean barbecue restaurant'],['sandwiches'],,,,
,df1_vs_df3,0.4387697108485948,high,geo,45.9,0.14285714285714285,0.0,kaggle380k-106496,yelp-37095,,,kaggle_380k,yelp,Dunkin',Chipotle Mexican Grill,dunkin,chipotle mexican grill,,,Lakeshore Blvd,Lake Shore Blvd,22200,22250,Euclid,Euclid,OH,OH,44123,44123,41.6095718,41.609880993686,-81.5263234,-81.5259570300681,"['Coffee shop' 'Bagel shop' 'Bakery' 'Breakfast restaurant' 'Donut shop'
 'Fast food restaurant' 'Takeout restaurant']",['mexican'],,,,
,df1_vs_df3,0.7979709825186427,high,geo,5.1,1.0,0.0,kaggle380k-255151,yelp-63799,,,kaggle_380k,yelp,Paco Wongs Chinese Restaurant,Paco Wongs Chinese Restaurant,paco wongs chinese restaurant,paco wongs chinese restaurant,,,N Mesa St,N Mesa St,7111,7111,El Paso,El Paso,,TX,,79912,31.8356817,31.83569,-106.5534928,-106.55344,['nan'],['chinese'],,,,
,df1_vs_df3,0.5437192474718934,high,geo,32.9,0.39215686274509803,0.0,kaggle380k-157521,yelp-01834,,,kaggle_380k,yelp,BITES Asian Kitchen + Bar,Felix Modern American Dining,bites asian kitchen bar,felix modern american dining,,,N Clark St,N Clark St,3313,3301,Chicago,Chicago,IL,IL,60657,60657,41.9422519,41.94199444051951,-87.6522487,-87.6520537,"['Chinese restaurant' 'Asian fusion restaurant' 'Asian restaurant' 'Bar'
 'Bubble tea store' 'Cocktail bar' 'Japanese restaurant'
 'Pan-Asian restaurant' 'Sushi restaurant' 'Thai restaurant']",['seafood'],,,,
,df1_vs_df3,0.4928450227973574,high,geo,24.3,0.2564102564102564,0.0,kaggle380k-297166,yelp-30336,,,kaggle_380k,yelp,Mastro's Ocean Club,Reelhouse Oyster Bar,mastro s ocean club,reelhouse oyster bar,,,Fan Pier Boulevard,Waterside Ave,25,10,Boston,Boston,MA,MA,02210,02210,42.3547413,42.35464,-71.044462,-71.0442,['Fine dining restaurant' 'Restaurant' 'Steak house'],['pizza'],,,,
,df1_vs_df3,0.4,high,phone,555844.5,1.0,0.0,kaggle380k-070294,yelp-69039,,,kaggle_380k,yelp,Pardon My Cheesesteak,Pardon My Cheesesteak,pardon my cheesesteak,pardon my cheesesteak,,,Worcester Rd,Boulevard Cir,150,10917,Framingham,Owings Mills,MA,MD,01702,21117,42.2977778,39.40454,-71.4005285,-76.79243,['Restaurant' 'Delivery service'],['nan'],+18884440934,+18884440934,,
,df1_vs_df3,0.4392294756862378,high,geo,4.5,0.10256410256410256,0.0,kaggle380k-317602,yelp-63152,,,kaggle_380k,yelp,Zagol Ethiopian Restaurant,Mr Mike Pizza,zagol ethiopian restaurant,mr mike pizza,,,S McCarran Blvd,S Mccarran Blvd,3314,3380,Reno,Reno,NV,NV,89502,89502,39.4838774,39.4839097178445,-119.7473261,-119.74729472559729,"['Ethiopian restaurant' 'Brunch restaurant' 'Eastern European restaurant'
 'Restaurant']",['pizza'],,,,
,df1_vs_df3,0.797884445027526,high,geo,5.3,1.0,0.0,kaggle380k-135746,yelp-93520,,,kaggle_380k,yelp,Judy K's Kountry Kitchen,Judy K's Kountry Kitchen,judy k s kountry kitchen,judy k s kountry kitchen,,,N County Rd W,N County Rd W,7010,7010,Odessa,Odessa,TX,TX,79764,79764,31.9079497,31.9079562581693,-102.4101306,-102.41007510483922,['Breakfast restaurant' 'American restaurant' 'Mexican restaurant'],['breakfast'],,,,
,df1_vs_df3,0.4,high,city_name,9140.4,1.0,0.0,kaggle380k-370338,yelp-63636,,,kaggle_380k,yelp,Subway,Subway,subway,subway,,,S Noland Rd,E 24th Hwy,3850,18009A,Independence,Independence,MO,MO,64055,64056,39.0503798,39.12231627143167,-94.4154126,-94.36416689769452,"['Sandwich shop' 'Caterer' 'Fast food restaurant' 'Takeout restaurant'
 'Restaurant']",['sandwiches'],,,,
,df1_vs_df3,0.7997425706259192,high,geo,0.6,1.0,0.0,kaggle380k-187302,yelp-17634,,,kaggle_380k,yelp,Little Fatty,Little Fatty,little fatty,little fatty,,,Grand View Blvd,Grandview Blvd,3809,3813,Los Angeles,Los Angeles,CA,CA,90066,90066,34.004421,34.004426,-118.431133,-118.43112948343236,['Taiwanese restaurant' 'Bar' 'Restaurant'],['chinese'],,,,
,df1_vs_df3,0.7885976927224122,high,name_zip,28.5,1.0,0.0,kaggle380k-047043,yelp-05815,,,kaggle_380k,yelp,Cucina Paradiso,Cucina Paradiso,cucina paradiso,cucina paradiso,,,North Blvd,North Blvd,814,814,Oak Park,Oak Park,IL,IL,60301,60301,41.887346,41.8876,-87.7952034,-87.79525,['Italian restaurant' 'Bar' 'Catering' 'Pizza restaurant'],['italian'],,,,
,df1_vs_df3,0.4354781460918628,high,geo,49.2,0.13793103448275862,0.0,kaggle380k-130327,yelp-85156,,,kaggle_380k,yelp,Cafe Blackbird,Emily's Kitchen,cafe blackbird,emily s kitchen,,,W Main St,W Main St,309,323,Denison,Denison,TX,TX,75020,75020,33.7555847,33.75573919517004,-96.5389404,-96.5394395,['Restaurant'],['breakfast' 'latin'],,,,
,df1_vs_df3,0.6134684357790199,high,addr_zip_or_citystate,30.4,0.5641025641025641,0.0,kaggle380k-217917,yelp-94261,,,kaggle_380k,yelp,EZ Eats Kitchen,Journet's Creole Kitchen,ez eats kitchen,journet s creole kitchen,,,,,,,San Marcos,San Marcos,TX,TX,78666,78666,29.8985068,29.898687,-97.9154654,-97.915703,"['Restaurant' 'Bakery' 'Breakfast restaurant' 'Hamburger restaurant'
 'Health food restaurant' 'Lunch restaurant' 'Taco restaurant']",['seafood'],,,,
,df1_vs_df3,0.7952523992685416,high,geo,11.9,1.0,0.0,kaggle380k-286896,yelp-89467,,,kaggle_380k,yelp,Oishii Ramen Cafe,Oishii Ramen Cafe,oishii ramen cafe,oishii ramen cafe,,,Fairmont Ave,Fairmont Ave,4901,4901,Bethesda,Bethesda,MD,MD,20814,20814,38.9883662,38.9884677,-77.0968281,-77.0968706,['Ramen restaurant' 'Bubble tea store'],['nan'],,,,
,df1_vs_df3,0.7551387228830333,high,geo,1.0,0.8888888888888888,0.0,kaggle380k-144640,yelp-74419,,,kaggle_380k,yelp,Slate Restaurant,The Slate Restaurant,slate restaurant,the slate restaurant,,,W 100 N,W 100 N,101,101,Provo,Provo,UT,UT,84601,84601,40.2348678,40.23487716889599,-111.6614576,-111.6614573022594,['American restaurant' 'Restaurant'],['breakfast'],,,,
,df1_vs_df3,0.7987339744777507,high,geo,3.2,1.0,0.0,kaggle380k-188877,yelp-24240,,,kaggle_380k,yelp,DAO Fu,Dao Fu,dao fu,dao fu,,,Adams Ave,Adams Ave,3332,3332,San Diego,San Diego,CA,CA,92116,92116,32.7635318,32.76356,-117.1220676,-117.122063,['Vietnamese restaurant' 'Japanese restaurant'],['japanese'],,,,
,df1_vs_df3,0.7923471407913115,high,geo,0.3,0.9811320754716981,0.0,kaggle380k-136755,yelp-85795,,,kaggle_380k,yelp,Napolis Italian Restaurant,Napoli's Italian Restaurant,napolis italian restaurant,napoli s italian restaurant,,,McDermott Rd,McDermott Rd,2865,2865,Plano,Plano,TX,TX,75025,75025,33.1023105,33.102312,-96.7488378,-96.74884,['Italian restaurant' 'Pizza restaurant' 'Seafood restaurant'],['italian' 'pizza' 'seafood'],,,,
,df1_vs_df3,0.49686054300531707,high,geo,24.5,0.26666666666666666,0.0,kaggle380k-211206,yelp-23237,,,kaggle_380k,yelp,Villa Mella,Taqueria Los Gueros,villa mella,taqueria los gueros,,,Spring St,Spring St,701,705,Elizabeth,Elizabeth,NJ,NJ,07201,07201,40.6756381,40.6758338063819,-74.1979842,-74.1978503395389,['Dominican restaurant' 'Meal delivery'],['mexican'],,,,
,df1_vs_df3,0.4,high,phone,32045.9,1.0,0.0,kaggle380k-202965,yelp-17601,,,kaggle_380k,yelp,In-N-Out Burger,In-N-Out Burger,in n out burger,in n out burger,,,Whittier Blvd,S Sepulveda Blvd,11802,9149,Whittier,Los Angeles,CA,CA,90606,90045,33.9798254,33.9537021005473,-118.0507119,-118.396771789024,"['Hamburger restaurant' 'American restaurant' 'Diner'
 'Fast food restaurant' 'Lunch restaurant' 'Restaurant']",['burgers'],+18007861000,+18007861000,,
,df1_vs_df3,0.7953741021510675,high,name_zip,11.6,1.0,0.0,kaggle380k-022302,yelp-24797,,,kaggle_380k,yelp,spicy 9 thai,Spicy 9 Thai,spicy 9 thai,spicy 9 thai,,,,Nome St,,1984,Aurora,Aurora,CO,CO,80010,80010,39.7470343,39.747,-104.8513823,-104.85151,['Thai restaurant' 'Meal delivery' 'Restaurant' 'Vegetarian restaurant'],['thai'],,,,
,df1_vs_df3,0.7911001181849652,high,geo,22.2,1.0,0.0,kaggle380k-036719,yelp-29624,,,kaggle_380k,yelp,The Bowl,The Bowl,the bowl,the bowl,,,Cobb Pkwy SE,Cobb Pkwy S,369,369,Marietta,Marietta,GA,GA,30060,30062,33.9432142,33.943047,-84.5159325,-84.5158,['Restaurant'],['japanese'],,,,
,df1_vs_df3,0.6972659301876383,mid,addr_zip_or_citystate,56.8,0.8,0.0,kaggle380k-104456,yelp-38654,,,kaggle_380k,yelp,Jeff Ruby's Steakhouse,Jeff Ruby's Steakhouse - Cincinnati,jeff ruby s steakhouse,jeff ruby s steakhouse cincinnati,,,,,,,Cincinnati,Cincinnati,OH,OH,45202,45202,39.1015504,39.101429,-84.5132502,-84.51389,"['Steak house' 'Bar' 'Fine dining restaurant' 'Live music venue'
 'Restaurant' 'Seafood restaurant']",['nan'],,,,
,df1_vs_df3,0.6932747111470751,mid,addr_zip_or_citystate,90.3,0.8235294117647058,0.0,kaggle380k-275652,yelp-23810,,,kaggle_380k,yelp,Scalzotto Italian Restaurant Westminster,Scalzotto Italian Restaurant,scalzotto italian restaurant westminster,scalzotto italian restaurant,,,,,,,Westminster,Westminster,CO,CO,80234,80234,39.9143999,39.91440997217093,-104.9957508,-104.9946916041952,['Italian restaurant'],['breakfast' 'italian'],,,,
,df1_vs_df3,0.6603986746515511,mid,geo,69.0,0.72,0.0,kaggle380k-297124,yelp-32860,,,kaggle_380k,yelp,Prai Kitchen,Union Kitchen,prai kitchen,union kitchen,,,LaSalle Rd,LaSalle Rd,23,43,West Hartford,West Hartford,CT,CT,06107,06107,41.760438,41.75982,-72.7448355,-72.74476,['Thai restaurant'],['nan'],,,,
,df1_vs_df3,0.6285956312192635,mid,addr_zip_or_citystate,171.4,0.7428571428571429,0.0,kaggle380k-247541,yelp-92942,,,kaggle_380k,yelp,Los Mariachis Pierpont,Los Mariachis,los mariachis pierpont,los mariachis,,,,,,,Morgantown,Morgantown,WV,WV,26508,26508,39.6473699,39.64856,-79.8974483,-79.89872,['Mexican restaurant'],['mexican'],,,,
,df1_vs_df3,0.6581216432112851,mid,addr_zip_or_citystate,86.4,0.7317073170731707,0.0,kaggle380k-131782,yelp-90994,,,kaggle_380k,yelp,Smokey Mo's BBQ,Smokey Mo's BBQ - Georgetown,smokey mo s bbq,smokey mo s bbq georgetown,,,,,,,Georgetown,Georgetown,TX,TX,78628,78628,30.6315077,30.631636747615413,-97.6939448,-97.6948353116567,['Barbecue restaurant'],['bbq'],,,,
,df1_vs_df3,0.6972659301876383,mid,addr_zip_or_citystate,56.8,0.8,0.0,kaggle380k-313024,yelp-38654,,,kaggle_380k,yelp,Jeff Ruby's Steakhouse,Jeff Ruby's Steakhouse - Cincinnati,jeff ruby s steakhouse,jeff ruby s steakhouse cincinnati,,,,,,,Cincinnati,Cincinnati,OH,OH,45202,45202,39.1015504,39.101429,-84.5132502,-84.51389,"['Steak house' 'Bar' 'Fine dining restaurant' 'Live music venue'
 'Restaurant' 'Seafood restaurant']",['nan'],,,,
,df1_vs_df3,0.6729017904635605,mid,addr_zip_or_citystate,93.3,0.7755102040816326,0.0,kaggle380k-140281,yelp-85724,,,kaggle_380k,yelp,Luminous Restaurant and Lounge,Luminous Restaurant,luminous restaurant and lounge,luminous restaurant,,,,,,,Chesapeake,Chesapeake,VA,VA,23320,23320,36.7899277,36.79067,-76.2342426,-76.23473,['Restaurant'],['breakfast'],,,,
,df1_vs_df3,0.7035325163778277,mid,addr_zip_or_citystate,64.7,0.8235294117647058,0.0,kaggle380k-185058,yelp-02361,,,kaggle_380k,yelp,SinBala,La Sinbala,sinbala,la sinbala,,,,,,,"f, Arcadia",Arcadia,CA,CA,91007,91007,34.126984,34.1264149,-118.0536043,-118.053458,['Taiwanese restaurant'],['nan'],,,,
,df1_vs_df3,0.72066084104999,mid,phone,63.2,0.8648648648648649,0.0,kaggle380k-264663,yelp-43687,,,kaggle_380k,yelp,Joe's Pizza and Pasta,Joes Pizza & Pasta,joe s pizza and pasta,joes pizza pasta,,,Beltline Rd,Beltline Rd,1099,1009,Collinsville,Collinsville,IL,IL,62234,62234,38.6921878,38.692196,-89.9859486,-89.98522033,['Pizza restaurant' 'Italian restaurant'],['italian' 'pizza'],+16188558200,+16188558200,,
,df1_vs_df3,0.676278110303554,mid,geo,52.2,0.7428571428571429,0.0,kaggle380k-246107,yelp-22224,,,kaggle_380k,yelp,Saffron Grill Lakewood,Saffron Grill,saffron grill lakewood,saffron grill,,,Wadsworth Blvd,Wadsworth Blvd,2049,2049,Lakewood,Lakewood,CO,CO,80214,80214,39.7479157,39.7483845,-105.0830776,-105.0830557,"['Mediterranean restaurant' 'Gluten-free restaurant' 'Greek restaurant'
 'Health food restaurant' 'Indian restaurant' 'Middle Eastern restaurant'
 'Vegan restaurant' 'Vegetarian restaurant']",['greek' 'mediterranean'],,,,
,df1_vs_df3,0.679214038889618,mid,phone,135.3,0.8333333333333334,0.0,kaggle380k-134195,yelp-78152,,,kaggle_380k,yelp,Blue Onion,The Blue Onion,blue onion,the blue onion,,,Dove Ave W,Dove Ave,925,925,McAllen,McAllen,TX,TX,78504,78504,26.2531563,26.2532715113123,-98.2199708,-98.2213214167352,['Pizza restaurant' 'Restaurant'],['pizza' 'sandwiches'],+19566829884,+19566829884,,
,df1_vs_df3,0.6707580813545534,mid,addr_zip_or_citystate,194.9,0.8717948717948718,0.0,kaggle380k-256209,yelp-68457,,,kaggle_380k,yelp,Casa Azul Agave Authentic Mexican Restaurant,Casa Azul Agave Mexican Restaurant,casa azul agave authentic mexican restaurant,casa azul agave mexican restaurant,,,,,,,St Paul,Saint Paul,MN,MN,55117,55117,44.9911047,44.9917,-93.0878789,-93.09021,['Mexican restaurant'],['mexican'],,,,
,df1_vs_df3,0.7498705780535417,mid,addr_zip_or_citystate,58.7,0.9333333333333333,0.0,kaggle380k-326224,yelp-03362,,,kaggle_380k,yelp,La Lanterna Restaurant and Caffe,La Lanterna Restaurant & Caffe,la lanterna restaurant and caffe,la lanterna restaurant caffe,,,,,,,Yonkers,Yonkers,NY,NY,10710,10710,40.9758636,40.9753511308,-73.8681044,-73.8679387253,"['Italian restaurant' 'Bar' 'Bicycle rack' 'German restaurant'
 'Hiking area' 'Restaurant' 'Swiss restaurant']",['italian' 'pizza'],,,,
,df1_vs_df3,0.6791787384916022,mid,geo,66.8,0.7647058823529411,0.0,kaggle380k-140157,yelp-74114,,,kaggle_380k,yelp,Michie Tavern ca. 1784,Michie Tavern,michie tavern ca 1784,michie tavern,,,683 Thomas Jefferson Pkwy,Thomas Jefferson Pkwy,1784,683,Charlottesville,Charlottesville,VA,VA,22902,22902,38.0087286,38.009304,-78.4637031,-78.4639206,"['Restaurant' 'Event venue' 'General store' 'Gift shop'
 'Historical landmark' 'Pub' 'Tourist attraction' 'Wine store']",['nan'],,,,
,df1_vs_df3,0.37142857142857144,mid,phone,2633.8,0.9285714285714286,0.0,kaggle380k-143846,yelp-96637,,,kaggle_380k,yelp,Equal Latin Restaurant & Bar,Equal Latin Restaurant and Bar,equal latin restaurant bar,equal latin restaurant and bar,,,4th Ave E,Pacific Ave SE,520,2752,Olympia,Olympia,WA,WA,98501,98501,47.0454317,47.04366412776625,-122.895727,-122.86106361165534,['Latin American restaurant' 'Taco restaurant'],['latin' 'mexican'],+13608194817,+13608194817,,
,df1_vs_df3,0.6607809434554666,mid,addr_zip_or_citystate,68.0,0.72,0.0,kaggle380k-032610,yelp-32920,,,kaggle_380k,yelp,Artisan Restaurant West Hartford,Artisan Restaurant,artisan restaurant west hartford,artisan restaurant,,,,,,,West Hartford,West Hartford,CT,CT,06107,06107,41.7594888,41.760082083024045,-72.7389264,-72.73872523200022,['Restaurant'],['breakfast'],,,,
,df1_vs_df3,0.36000000000000004,mid,phone,6831.7,0.9,0.0,kaggle380k-163229,yelp-34401,,,kaggle_380k,yelp,Two Asians and a Grill,Two Asians & A Grill,two asians and a grill,two asians a grill,,,N Lois Ave,W Platt St,5215,1806,Tampa,Tampa,FL,FL,33614,33606,27.9949663,27.94165979238277,-82.512761,-82.47817359999999,['Asian restaurant'],['nan'],+18137517216,+18137517216,,
,df1_vs_df3,0.6128821708084023,mid,addr_zip_or_citystate,191.2,0.723404255319149,0.0,kaggle380k-224168,yelp-65897,,,kaggle_380k,yelp,Twisted Noodles Chapel Hill,THE LOOP -- Chapel Hill,twisted noodles chapel hill,the loop chapel hill,,,,,,,Chapel Hill,Chapel Hill,NC,NC,27514,27514,35.9361182,35.93578,-79.0262622,-79.02418,['Thai restaurant' 'Asian restaurant' 'Southeast Asian restaurant'],['burgers' 'pizza'],,,,
,df1_vs_df3,0.7247864921134402,mid,addr_zip_or_citystate,109.1,0.9210526315789473,0.0,kaggle380k-337839,yelp-37259,,,kaggle_380k,yelp,Flemingâ€šÃ„Ã´s Prime Steakhouse & Wine Bar,Fleming’s Prime Steakhouse & Wine Bar,flemingâ šã ã s prime steakhouse wine bar,fleming s prime steakhouse wine bar,,,,,,,Richmond,Richmond,VA,VA,23235,23235,37.5500106,37.550117,-77.5708209,-77.572051,"['Fine dining restaurant' 'Bar' 'Bar & grill' 'Restaurant' 'Steak house'
 'Wine bar']",['seafood'],,,,
,df1_vs_df3,0.7010983478606331,mid,geo,84.5,0.8372093023255814,0.0,kaggle380k-140927,yelp-77603,,,kaggle_380k,yelp,Huong Viet Restaurant,Truong Tien Restaurant,huong viet restaurant,truong tien restaurant,,,Wilson Blvd,Wilson Blvd,6785,6763,Falls Church,Falls Church,VA,VA,22044,22044,38.873624,38.87433,-77.154999,-77.154639,['Vietnamese restaurant' 'Restaurant'],['nan'],,,,
