id,source,name,name_norm,address_line1,address_line2,street,house_number,city,state,postal_code,country,latitude,longitude,categories,rating,rating_count
uber_eats-02827,uber_eats,IL MITO Trattoria e Enoteca,il mito trattoria e enoteca,6913 W North Ave,,W North Ave,6913,Wauwatosa,WI,53213,US,43.06048,-87.99918,"['Italian', 'Pasta', 'Comfort Food']",,
uber_eats-02828,uber_eats,Urban Beets Cafe &amp; Juicery (Wauwatosa),urban beets cafe amp juicery wauwatosa,3077 North Mayfair Road,,North Mayfair Road,3077,Wauwatosa,WI,53222,US,43.07426,-88.0489,"['Vegetarian', 'Vegan', 'Healthy']",,
uber_eats-02829,uber_eats,Ginza Japanese,ginza japanese,2727 North Mayfair Road,,North Mayfair Road,2727,Wauwatosa,WI,53222,US,43.06831,-88.04809,"['Japanese', 'Asian', 'Sushi']",,
uber_eats-02830,uber_eats,Wong's Wok(7424 West Appleton Avenue),wong s wok 7424 west appleton avenue,7424 West Appleton Avenue,,West Appleton Avenue,7424,Milwaukee,WI,53216,US,43.09065,-88.00414,['Chinese'],,
uber_eats-02831,uber_eats,Hui's Cantonese &amp; American Restaurant (Milwaukee),hui s cantonese amp american restaurant milwaukee,8820 W North Ave,,W North Ave,8820,Wauwatosa,WI,53226,US,43.06074,-88.023,['Chinese'],,
uber_eats-02832,uber_eats,Cousins Subs (7603 W. Burleigh St.),cousins subs 7603 w burleigh st,7603 W. Burleigh St.,,W. Burleigh St.,7603,Milwaukee,WI,53222,US,43.074945,-88.007794,"['American', 'Sandwich']",4.1,68.0
uber_eats-02833,uber_eats,Walgreens (6600 W State St),walgreens 6600 w state st,6600 W State St,,W State St,6600,Wauwatosa,WI,53213,US,43.0456,-87.99496,"['Pharmacy', 'Convenience', 'Everyday Essentials', 'Baby']",,
uber_eats-02834,uber_eats,Ya Ya China,ya ya china,8333 West Appleton Avenue,,West Appleton Avenue,8333,Milwaukee,WI,53218,US,43.10459,-88.01647,"['Chinese', 'Asian', 'Rice Dishes', 'Noodles', 'Chicken', 'Fried Foods', 'Soup']",4.3,133.0
uber_eats-02835,uber_eats,The Chocolate Factory (Pewaukee),the chocolate factory pewaukee,161 West Wisconsin Avenue,,West Wisconsin Avenue,161,Pewaukee,WI,53072,US,43.08392,-88.26377,"['Sandwiches', 'American', 'Ice Cream', 'Desserts']",4.9,13.0
uber_eats-02836,uber_eats,Dunkin' (7926 W Capitol Dr),dunkin 7926 w capitol dr,7926 W Capitol Dr,,W Capitol Dr,7926,Milwaukee,WI,53222,US,43.0901149,-88.0121366,"['Breakfast and Brunch', 'Donuts']",4.4,91.0
uber_eats-02837,uber_eats,Stella J's Soul Food (Milwaukee),stella j s soul food milwaukee,7434 W Capitol Dr,,W Capitol Dr,7434,Milwaukee,WI,53216,US,43.090271,-88.005467,"['BBQ', 'American', 'Burgers', 'Black-owned']",4.0,55.0
uber_eats-02838,uber_eats,Fiesta Garibaldi Chicken,fiesta garibaldi chicken,3621 West North Avenue,,West North Avenue,3621,Milwaukee,WI,53208,US,43.06043,-87.95969,"['Comfort Food', 'American', 'Burgers']",,
uber_eats-02839,uber_eats,Wendy's (4601 W. North Avenue),wendy s 4601 w north avenue,4601 W. North Avenue,,W. North Avenue,4601,Milwaukee,WI,53208,US,43.060295,-87.971517,"['American', 'Burgers', 'Fast Food']",3.9,83.0
uber_eats-02840,uber_eats,Hideaway,hideaway,9000 W Kaul Ave,,W Kaul Ave,9000,Milwaukee,WI,53225,US,43.12867,-88.0245,"['American', 'Burgers', 'Sandwiches']",,
uber_eats-02841,uber_eats,Noodles &amp; Company (7700 W State St),noodles amp company 7700 w state st,7700 W State St,,W State St,7700,Wauwatosa,WI,53213,US,43.0497104,-88.0080446,"['Healthy', 'Pasta', 'American', 'Italian', 'Comfort Food', 'Noodles', 'Family Meals']",4.6,162.0
uber_eats-02842,uber_eats,Five Guys WI-4050 16730 W Bluemound Rd,five guys wi 4050 16730 w bluemound rd,16730 West Bluemound Road,,West Bluemound Road,16730,Brookfield,WI,53005,US,43.03749,-88.1219,"['American', 'Burgers']",4.6,19.0
uber_eats-02843,uber_eats,KFC (6706 West North Avenue),kfc 6706 west north avenue,6706 West North Avenue,,West North Avenue,6706,Milwaukee,WI,53213,US,43.0610387,-87.9966261,"['American', 'Fast Food', 'wings', 'Family Meals', 'Family Friendly']",4.5,104.0
uber_eats-02844,uber_eats,Taco Bell (5630 W North Ave),taco bell 5630 w north ave,5630 W North Ave,,W North Ave,5630,Milwaukee,WI,53210,US,43.0609131,-87.983832,"['Burritos', 'Fast Food', 'Mexican']",4.0,124.0
uber_eats-02845,uber_eats,Panera (2500 North Mayfair Road),panera 2500 north mayfair road,2500 North Mayfair Road,,North Mayfair Road,2500,Wauwatosa,WI,53226,US,43.0635938,-88.0456501,"['Breakfast and Brunch', 'salad', 'Sandwich', 'Family Meals', 'Pizza', 'Healthy', 'American', 'Chicken']",4.7,46.0
uber_eats-02846,uber_eats,Starbucks (Wauwatosa &amp; Harmonee),starbucks wauwatosa amp harmonee,1417 N. Wauwatosa Avenue,,N. Wauwatosa Avenue,1417,Milwaukee,WI,53213,US,43.0506543,-88.0079407,"['Bakery', 'Breakfast and Brunch', 'Cafe', 'Coffee &amp', 'Tea']",,
uber_eats-02847,uber_eats,Chick-fil-A (1 N Moorland Rd),chick fil a 1 n moorland rd,1 N Moorland Rd,,N Moorland Rd,1,Brookfield,WI,53005,US,43.031729,-88.107256,"['American', 'Fried Chicken', 'Family Meals', 'Southern', 'Sandwich', 'Fast Food']",4.7,53.0
uber_eats-02848,uber_eats,McDonald's® (College &amp; 13th St),mcdonald s college amp 13th st,6262 South 13th Street,,South 13th Street,6262,Milwaukee,WI,53221,US,42.9309525,-87.9289881,"['American', 'Fast Food', 'Burgers']",4.7,33.0
uber_eats-02849,uber_eats,Buffalo Wild Wings (16750 W Bluemound Rd Ste G),buffalo wild wings 16750 w bluemound rd ste g,16750 W Bluemound Rd,Ste G,W Bluemound Rd,16750,Brookfield,WI,53005,US,43.0385227,-88.121124,['wings'],4.4,55.0
uber_eats-02850,uber_eats,Taco Bell (510 N Mayfair Rd),taco bell 510 n mayfair rd,510 N Mayfair Rd,,N Mayfair Rd,510,Wauwatosa,WI,53226,US,43.0367398,-88.0466475,"['Burritos', 'Fast Food', 'Mexican']",3.8,47.0
uber_eats-02851,uber_eats,McDonald's® (North &amp; 67th St),mcdonald s north amp 67th st,6631 W North Ave,,W North Ave,6631,Wauwatosa,WI,53213,US,43.06058,-87.9956,"['American', 'Fast Food', 'Burgers']",4.2,200.0
uber_eats-02852,uber_eats,Jersey Mike's Subs (Wauwatosa),jersey mike s subs wauwatosa,2751 N Mayfair Rd,,N Mayfair Rd,2751,Wauwatosa,WI,53226,US,43.068638,-88.0484,"['Sandwich', 'Salads', 'Healthy']",4.6,55.0
uber_eats-02853,uber_eats,KFC (7343 West Appleton Avenue),kfc 7343 west appleton avenue,7343 West Appleton Avenue,,West Appleton Avenue,7343,Milwaukee,WI,53216,US,43.0891623,-88.003937,"['American', 'Fast Food', 'wings', 'Family Meals']",4.0,84.0
uber_eats-02854,uber_eats,Walgreens (5115 W Capitol Dr),walgreens 5115 w capitol dr,5115 W Capitol Dr,,W Capitol Dr,5115,Milwaukee,WI,53216,US,43.08957,-87.97802,"['Pharmacy', 'Convenience', 'Everyday Essentials', 'Baby']",4.6,11.0
uber_eats-02855,uber_eats,Wendy's (3140 N. 124Th Street),wendy s 3140 n 124th street,3140 N. 124Th Street,,N. 124Th Street,3140,Wauwatosa,WI,53222,US,43.075526,-88.065782,"['American', 'Burgers', 'Fast Food']",3.8,13.0
uber_eats-02856,uber_eats,Taco Bell (4143 North 76th Street),taco bell 4143 north 76th street,4143 North 76th Street,,North 76th Street,4143,Milwaukee,WI,53222,US,43.0930199,-88.0075436,"['Burritos', 'Fast Food', 'Mexican']",3.6,68.0
uber_eats-02857,uber_eats,Athenos Gyros (124th St &amp; Feerick),athenos gyros 124th st amp feerick,3845 N 124th St,,N 124th St,3845,Brookfield,WI,53005,US,43.08676,-88.06726,"['Mediterranean', 'Desserts']",4.6,27.0
uber_eats-02858,uber_eats,Buffalo Wild Wings (2635 N Mayfair),buffalo wild wings 2635 n mayfair,2635 N Mayfair,,N Mayfair,2635,Wauwatosa,WI,53226,US,43.0656926,-88.0484576,['wings'],4.2,58.0
uber_eats-02859,uber_eats,McDonald's® (HWY 100 &amp; Silver Spring),mcdonald s hwy 100 amp silver spring,11313 W Silver Spring Dr,,W Silver Spring Dr,11313,Milwaukee,WI,53225,US,43.1168949,-88.0534539,"['American', 'Fast Food', 'Burgers']",4.3,100.0
uber_eats-02860,uber_eats,Walgreens (2275 N Mayfair Rd),walgreens 2275 n mayfair rd,2275 N Mayfair Rd,,N Mayfair Rd,2275,Milwaukee,WI,53226,US,43.05914,-88.04853,"['Pharmacy', 'Convenience', 'Everyday Essentials', 'Baby']",,
uber_eats-02861,uber_eats,Subway (4005A Westview Blvd),subway 4005a westview blvd,4005A Westview Blvd,,Westview Blvd,4005A,Weston,WI,54476,US,44.8895336,-89.5731878,"['Fast Food', 'Sandwich', 'American']",,
uber_eats-02862,uber_eats,Baskin-Robbins (110 W Bridge St),baskin robbins 110 w bridge st,110 W Bridge St,,W Bridge St,110,Wausau,WI,54401,US,44.97023,-89.63776,"['Desserts', 'Ice Cream + Frozen Yogurt', 'Comfort Food']",,
uber_eats-02863,uber_eats,CVS (102 CENTRAL BRIDGE STREET),cvs 102 central bridge street,102 CENTRAL BRIDGE STREET,,CENTRAL BRIDGE STREET,102,WAUSAU,WI,53216,US,44.97026,-89.63632,"['Everyday Essentials', 'Convenience', 'Pharmacy', 'Snacks']",,
uber_eats-02864,uber_eats,Malarkey's Pub,malarkey s pub,408 3rd St,,3rd St,408,Wausau,WI,54403,US,44.96008,-89.62811,"['American', 'Burgers', 'Sandwiches']",,
uber_eats-02865,uber_eats,Walgreens (105 CENTRAL BRIDGE ST),walgreens 105 central bridge st,105 Central Bridge St,,Central Bridge St,105,Wausau,WI,54401,US,44.9692,-89.63636,"['Pharmacy', 'Convenience', 'Everyday Essentials', 'Baby']",4.4,11.0
uber_eats-02866,uber_eats,Treu's Tic Toc Club,treu s tic toc club,1201 W Thomas St,,W Thomas St,1201,Wausau,WI,54401,US,44.94811,-89.65066,"['Burgers', 'American', 'Sandwiches']",,
uber_eats-02867,uber_eats,Hi Restaurant,hi restaurant,102 Jefferson Street,,Jefferson Street,102,Wausau,WI,54403,US,44.96008,-89.62983,"['Chinese', 'Asian', 'Asian Fusion']",,
uber_eats-02868,uber_eats,Lemongrass Asian Fusion,lemongrass asian fusion,316 N 3rd Street,,N 3rd Street,316,Wausau,WI,54403,US,44.95943,-89.6282,"['Asian Fusion', 'Asian', 'Korean']",,
uber_eats-02869,uber_eats,Burger King (2100 N. Mountain Rd),burger king 2100 n mountain rd,2100 N. Mountain Rd,,N. Mountain Rd,2100,Wausau,WI,54401,US,44.933384,-89.6622239,"['American', 'burger', 'Fast Food', 'Family Meals']",4.5,11.0
uber_eats-02870,uber_eats,Qdoba Mexican Eats (2205 Stewart Avenue suite 400),qdoba mexican eats 2205 stewart avenue suite 400,2205 Stewart Avenue,suite 400,Stewart Avenue,2205,Wausau,WI,54401,US,44.9580092,-89.6637974,"['Mexican', 'Bowls', 'Salads']",4.8,19.0
uber_eats-02871,uber_eats,Treu's tic toc,treu s tic toc,1200 W Thomas St,,W Thomas St,1200,Wausau,WI,54401,US,44.94846,-89.65052,"['American', 'Burgers', 'Sandwiches']",,
uber_eats-02872,uber_eats,M &amp; R Station,m amp r station,818 S 3rd Ave,,S 3rd Ave,818,Wausau,WI,54401,US,44.95308,-89.63987,"['Comfort Food', 'American', 'Chicken']",,
uber_eats-02873,uber_eats,Christine's Bar Wausau,christine s bar wausau,936 South 3rd Avenue,,South 3rd Avenue,936,Wausau,WI,54401,US,44.9503,-89.63969,"['American', 'Burgers', 'Sandwiches']",,
uber_eats-02874,uber_eats,Tony's Pizza,tony s pizza,420 Fond Du Lac St,,Fond Du Lac St,420,Waupun,WI,53963,US,43.64083,-88.72056,"['Pizza', 'American', 'Italian']",,
uber_eats-02875,uber_eats,Los Victor's Mexican food California style,los victor s mexican food california style,1205 Merrill Avenue,,Merrill Avenue,1205,Wausau,WI,54401,US,44.97733,-89.64115,"['Mexican', 'Latin American', 'New Mexican']",,
uber_eats-02876,uber_eats,McDonald's® (2002 W STEWART AVE),mcdonald s 2002 w stewart ave,2002 W STEWART AVE,,W STEWART AVE,2002,WAUSAU,WI,54401,US,44.959431,-89.661079,"['American', 'Burgers', 'Fast Food']",4.4,38.0
uber_eats-02877,uber_eats,Chang Jiang,chang jiang,1118 W Main St,,W Main St,1118,Waupun,WI,53963,US,43.63323,-88.7602,"['Chinese', 'Asian', 'Asian Fusion']",,
uber_eats-02878,uber_eats,Z's Bakery &amp; Java Hut,z s bakery amp java hut,N2826 County Road QQ,,County Road QQ,N2826,Waupaca,WI,54981,US,44.3413,-89.13417,"['American', 'Breakfast and Brunch', 'Desserts']",,
uber_eats-02879,uber_eats,Chef Chu's Chinese Cuisine,chef chu s chinese cuisine,N2834 County Hwy QQ,,County Hwy QQ,N2834,Waupaca,WI,54981,US,44.34192,-89.13337,"['Chinese', 'Asian', 'Asian Fusion']",,
uber_eats-02880,uber_eats,Filling Station Pizza &amp; Beer,filling station pizza amp beer,1045 W Fulton St,,W Fulton St,1045,Waupaca,WI,54981,US,44.35619,-89.10993,"['Pizza', 'American', 'Italian']",,
uber_eats-02881,uber_eats,Rose Garden Family Restaurant,rose garden family restaurant,902 Churchill St,,Churchill St,902,Waupaca,WI,54981,US,44.34883,-89.07246,"['Vegetarian', 'Vegan', 'Healthy']",,
uber_eats-02882,uber_eats,Weasels,weasels,108 E Union St,,E Union St,108,Waupaca,WI,54981,US,44.35689,-89.08413,"['Italian', 'Pasta', 'Comfort Food']",,
uber_eats-02883,uber_eats,Three Squares Restaurant,three squares restaurant,1222 W Fulton St,,W Fulton St,1222,Waupaca,WI,54981,US,44.35669,-89.11958,"['Vegetarian', 'Vegan', 'Healthy']",,
uber_eats-02884,uber_eats,Sulten Belly,sulten belly,220 N Main St,,N Main St,220,Waupaca,WI,54981,US,44.35951,-89.08475,"['Burgers', 'American', 'Sandwiches']",,
uber_eats-02885,uber_eats,Waupaca Woods Restaurant,waupaca woods restaurant,815 West Fulton Street,,West Fulton Street,815,Waupaca,WI,54981,US,44.35654,-89.10131,"['Burgers', 'American', 'Sandwiches']",,
uber_eats-02886,uber_eats,H.H. Hinder Brewing Co,h h hinder brewing,804 Churchill Street,,Churchill Street,804,Waupaca,WI,54981,US,44.3497,-89.07279,"['American', 'Burgers', 'Sandwiches']",,
uber_eats-02887,uber_eats,Paca Pub,paca pub,106 North Main Street,,North Main Street,106,Waupaca,WI,54981,US,44.35827,-89.08454,"['American', 'Burgers', 'Sandwiches']",,
uber_eats-02888,uber_eats,Wildflower's Restaurant,wildflower s restaurant,N2717 County Road QQ,,County Road QQ,N2717,Waupaca,WI,54981,US,44.33875,-89.1419,"['Pizza', 'American', 'Italian']",,
uber_eats-02889,uber_eats,Par 4 Bistro at Par 4 Resort,par 4 bistro at par 4 resort,201 Foxfire Drive,,Foxfire Drive,201,Waupaca,WI,54981,US,44.35089,-89.13077,"['Burgers', 'American', 'Sandwiches']",,
uber_eats-02890,uber_eats,Simpsons Restaurant,simpsons restaurant,222 S Main St,,S Main St,222,Waupaca,WI,54981,US,44.35622,-89.08525,"['Burgers', 'American', 'Sandwiches']",,
uber_eats-02891,uber_eats,Red Rock Saloon,red rock saloon,322 W Johnson St,,W Johnson St,322,Madison,WI,53703,US,43.0741678,-89.3913144,"['BBQ', 'Wings']",,
uber_eats-02892,uber_eats,Poke Bar,poke bar,7603 Elmwood Avenue,,Elmwood Avenue,7603,Middleton,WI,53562,US,43.09579,-89.51305,"['Poke', 'Asian', 'Asian Fusion']",,
uber_eats-02893,uber_eats,Buraka,buraka,1210 Williamson St,,Williamson St,1210,Madison,WI,53703,US,43.0836214,-89.3641957,"['Black-owned', 'African', 'Ethiopian', 'Vegetarian', 'Healthy']",,
uber_eats-02894,uber_eats,Gigi's Cupcakes (554 N Midvale Blvd),gigi s cupcakes 554 n midvale blvd,554 N Midvale Blvd,,N Midvale Blvd,554,Madison,WI,53705,US,43.07236,-89.45172,"['Bakery', 'Desserts']",,
uber_eats-02895,uber_eats,Quiznos (5 N Pinckney St),quiznos 5 n pinckney st,5 N Pinckney St,,N Pinckney St,5,Madison,WI,53703,US,43.0759169,-89.3830932,"['Sandwich', 'Salads', 'Traditional American', 'Fast Food', 'Healthy']",,
uber_eats-02896,uber_eats,Subway (8315 Murphy Dr),subway 8315 murphy dr,8315 Murphy Drive,,Murphy Drive,8315,Middleton,WI,53562,US,43.09759,-89.5243,"['Fast Food', 'Sandwich', 'American']",,
uber_eats-02897,uber_eats,Taiwan Little Eats,taiwan little eats,320 State St,,State St,320,Madison,WI,53703,US,43.07484,-89.39072,"['Asian Fusion', 'Asian', 'Korean']",4.9,100.0
uber_eats-02898,uber_eats,Noodles &amp; Company (7050 Mineral Pt),noodles amp company 7050 mineral pt,7050 Mineral Pt,,Mineral Pt,7050,Madison,WI,53717,US,43.061445,-89.504886,"['Healthy', 'Pasta', 'American', 'Italian', 'Comfort Food', 'Noodles', 'Family Meals']",4.5,80.0
uber_eats-02899,uber_eats,Pizza Brutta (Monroe),pizza brutta monroe,1805 Monroe St,,Monroe St,1805,Madison,WI,53711,US,43.0651472,-89.416392,"['Pizza', 'Salads', 'Healthy']",,
uber_eats-02900,uber_eats,"Subway (6000 Monona Drive, Suite 100)",subway 6000 monona drive suite 100,6000,,,6000,Monona,WI,53716,US,43.05377,-89.32469,"['Sandwiches', 'Fast Food', 'American', 'Healthy', 'Sandwich']",,
uber_eats-02901,uber_eats,Jersey Mike’s Subs (4706 East Towne Boulevard),jersey mike s subs 4706 east towne boulevard,4706 East Towne Boulevard,,East Towne Boulevard,4706,Madison,WI,53704,US,43.1297734,-89.3047722,"['Sandwich', 'American', 'New American']",4.5,46.0
uber_eats-02902,uber_eats,Gyros Express,gyros express,122 W Towne Mall,,W Towne Mall,122,Madison,WI,53719,US,43.05844,-89.50511,['Mediterranean'],4.1,15.0
uber_eats-02903,uber_eats,Parthenon Gyros,parthenon gyros,316 State St,,State St,316,Madison,WI,53703,US,43.0750457,-89.3906079,"['Mediterranean', 'Greek']",4.6,100.0
uber_eats-02904,uber_eats,Subway (652 N Highpoint Rd),subway 652 n highpoint rd,652 N Highpoint Rd,,N Highpoint Rd,652,Madison,WI,53717,US,43.07464,-89.5190321,"['Fast Food', 'Sandwich', 'American']",,
uber_eats-02905,uber_eats,El Rancho Dos,el rancho dos,4527 Cottage Grove Rd,,Cottage Grove Rd,4527,Madison,WI,53716,US,43.0837461,-89.3033715,['Mexican'],,
uber_eats-02906,uber_eats,The Final Halal (705 S Gammon Rd),the final halal 705 s gammon rd,705 S Gammon Rd,,S Gammon Rd,705,Madison,WI,53719,US,43.04965,-89.50269,"['Halal', 'Mediterranean']",,
uber_eats-02907,uber_eats,Pancheros Mexican Grill (6309 McKee Rd),pancheros mexican grill 6309 mckee rd,6309 McKee Rd,,McKee Rd,6309,Madison,WI,53719,US,43.015043,-89.481292,"['Burritos', 'Mexican', 'Tex Mex']",4.5,45.0
uber_eats-02908,uber_eats,"La Bamba - Madison, WI",la bamba madison wi,710 S Gammon Rd,,S Gammon Rd,710,Madison,WI,53719,US,43.0493705,-89.5040672,['Mexican'],4.3,45.0
uber_eats-02909,uber_eats,Los Gemelos,los gemelos,244 W Gilman St,,W Gilman St,244,Madison,WI,53703,US,43.0751405,-89.393289,"['Mexican', 'Steak', 'Chicken']",4.6,100.0
uber_eats-02910,uber_eats,Cold Stone Creamery (2970 Cahill Main),cold stone creamery 2970 cahill main,2970 Cahill Main,,Cahill Main,2970,Fitchburg,WI,53711,US,43.0174,-89.42426,"['Ice Cream + Frozen Yogurt', 'Desserts', 'Comfort Food']",4.9,37.0
uber_eats-02911,uber_eats,Los Gemelos Store,los gemelos store,6713 Odana Road,Unit # 8,Odana Road,6713,Madison,WI,53719,US,43.05608,-89.49766,"['Mexican', 'Comfort Food']",,
uber_eats-02912,uber_eats,Dubai Mediterranean Restaurant and Bar,dubai mediterranean restaurant and bar,419 State St,,State St,419,Madison,WI,53703,US,43.07464,-89.3925978,['Mediterranean'],4.8,41.0
uber_eats-02913,uber_eats,Crumbl Cookies (WI - Madison),crumbl cookies wi madison,4010 University Ave,,University Ave,4010,Madison,WI,53705,US,43.07584,-89.454,"['Desserts', 'Comfort Food']",4.9,59.0
uber_eats-02914,uber_eats,Auntie Anne's (115 East Towne Mall),auntie anne s 115 east towne mall,115 East Towne Mall,,East Towne Mall,115,Madison,WI,53704,US,43.1275123,-89.3050719,"['Bakery', 'Comfort Food', 'Desserts', 'Family Meals']",,
uber_eats-02915,uber_eats,MOOYAH Burgers (Fitchburg),mooyah burgers fitchburg,6309 McKee Rd,,McKee Rd,6309,Fitchburg,WI,53719,US,43.0148995,-89.4811891,"['American', 'Burgers']",4.8,63.0
uber_eats-02916,uber_eats,Arby's (631 Hometown Circle),arby s 631 hometown circle,631 Hometown Circle,,Hometown Circle,631,Verona,WI,53593,US,42.9941,-89.5209,"['American', 'Sandwich', 'Salads', 'Fast Food', 'Kids Friendly', 'Healthy']",,
uber_eats-02917,uber_eats,Crumbl Cookies (WI - Sun Prairie),crumbl cookies wi sun prairie,2808 Prairie Lakes Dr,,Prairie Lakes Dr,2808,Sun Prairie,WI,53590,US,43.16718,-89.26943,"['Desserts', 'Coffee and Tea', 'Pastry']",5.0,23.0
uber_eats-02918,uber_eats,Pizza Brutta (Frank Lloyd Wright),pizza brutta frank lloyd wright,6712 Frank Lloyd Wright Ave,,Frank Lloyd Wright Ave,6712,Middleton,WI,53562,US,43.1067676,-89.4974021,"['Pizza', 'Salads', 'Healthy']",,
uber_eats-02919,uber_eats,Burgrito's,burgrito s,1835 Monroe St,,Monroe St,1835,Madison,WI,53711,US,43.0648372,-89.4167141,"['Salads', 'Mexican', 'Healthy']",,
uber_eats-02920,uber_eats,garibaldi mexican restaurant,garibaldi mexican restaurant,117 S Butler St,,S Butler St,117,Madison,WI,53703,US,43.075635,-89.379372,['Mexican'],4.5,13.0
uber_eats-02921,uber_eats,Kosharie,kosharie,1437 Regent Street,,Regent Street,1437,Madison,WI,53711,US,43.06785,-89.4106,"['Vegetarian', 'Vegan', 'Healthy']",4.8,20.0
uber_eats-02922,uber_eats,LeanFeast,leanfeast,2911 University Ave.,,University Ave.,2911,Madison,WI,53705,US,43.07475,-89.43938,"['Healthy', 'Vegetarian', 'Salads']",4.3,13.0
uber_eats-02923,uber_eats,Pizza Ranch (100 Keenan Ct.),pizza ranch 100 keenan ct,100 Keenan Ct.,,Keenan Ct.,100,Verona,WI,53593,US,42.99456227393094,-89.51761058069027,"['Fried Chicken', 'pizza']",4.4,11.0
uber_eats-02924,uber_eats,JustVeggiez,justveggiez,2817 East Washington Avenue,,East Washington Avenue,2817,Madison,WI,53704,US,43.10283,-89.34486,['Vegan'],4.8,17.0
uber_eats-02925,uber_eats,Cheeky's Cheesesteaks,cheeky s cheesesteaks,2828 Prairie Lakes Drive,,Prairie Lakes Drive,2828,Sun Prairie,WI,53590,US,43.16612,-89.27093,"['Deli', 'Sandwich']",,
uber_eats-02926,uber_eats,Deja Brew,deja brew,4915 Commercial Ave,,Commercial Ave,4915,Madison,WI,53704,US,43.1059231,-89.2966134,"['Coffee and Tea', 'Juice and Smoothies', 'Exclusive to Eats']",,
uber_eats-02927,uber_eats,Dairy Queen Grill &amp; Chill (3030 Fish Hatchery Rd),dairy queen grill amp chill 3030 fish hatchery rd,3030 Fish Hatchery Rd,,Fish Hatchery Rd,3030,Fitchburg,WI,53713,US,43.0254161,-89.4142209,"['Ice Cream + Frozen Yogurt', 'Burgers', 'Chicken', 'American']",4.7,92.0
uber_eats-02928,uber_eats,Colectivo State Street,colectivo state street,583 State St,,State St,583,Madison,WI,53703,US,43.0745973,-89.3955842,"['Cafe', 'Bakery', 'Coffee and Tea']",4.7,87.0
uber_eats-02929,uber_eats,Pancake Cafe (S Gammon),pancake cafe s gammon,724 S Gammon Rd,,S Gammon Rd,724,Madison,WI,53719,US,43.048891,-89.50343,"['Breakfast and Brunch', 'Desserts']",4.6,57.0
uber_eats-02930,uber_eats,Paleo Mama Bakery,paleo mama bakery,409 South Few Street,,South Few Street,409,Madison,WI,53703,US,43.08319,-89.36389,"['Desserts', 'Bakery', 'Gluten Free']",,
uber_eats-02931,uber_eats,Chipotle Mexican Grill (4000 University Ave),chipotle mexican grill 4000 university ave,4000 University Ave,,University Ave,4000,Madison,WI,53705,US,43.0758783,-89.4540426,"['Healthy', 'Mexican']",4.8,100.0
uber_eats-02932,uber_eats,Vegetarian Curry Tradition (705 S Gammon Rd),vegetarian curry tradition 705 s gammon rd,705 S Gammon Rd,,S Gammon Rd,705,Madison,WI,53719,US,43.04965,-89.50269,"['Healthy', 'Vegetarian', 'Comfort Food']",,
uber_eats-02933,uber_eats,Qdoba Mexican Eats (2741 University Ave),qdoba mexican eats 2741 university ave,2741 University Ave,,University Ave,2741,Madison,WI,53705,US,43.073636,-89.435492,"['Mexican', 'Bowls', 'Salads']",4.8,60.0
uber_eats-02934,uber_eats,Papa Johns (Washington Ave),papa johns washington ave,2604 E Washington Ave,,E Washington Ave,2604,Madison,WI,53704,US,43.100731,-89.34878,"['Pizza', 'Wings', 'Desserts', 'Sandwiches']",4.7,54.0
uber_eats-02935,uber_eats,Wild Burger (789 University Ave.),wild burger 789 university ave,789 University Ave,,University Ave,789,Madison,WI,53715-1037,US,43.07305,-89.39874,['Burgers'],4.4,17.0
uber_eats-02936,uber_eats,Salvatore's Tomato Pies,salvatore s tomato pies,912 E Johnson St,,E Johnson St,912,Madison,WI,53703,US,43.0848,-89.37605,"['Pizza', 'Comfort Food']",5.0,16.0
uber_eats-02937,uber_eats,Viet kitchen,viet kitchen,682 South Whitney Way,,South Whitney Way,682,Madison,WI,53719,US,43.05084,-89.47364,"['Asian Fusion', 'Asian', 'Vietnamese']",,
uber_eats-02938,uber_eats,The Noodle House,the noodle house,461 West Gilman Street,,West Gilman Street,461,Madison,WI,53703,US,43.07352,-89.39534,"['Japanese', 'Asian', 'Sushi']",,
uber_eats-02939,uber_eats,Chaat Cafe,chaat cafe,705 S Gammon Rd,,S Gammon Rd,705,Madison,WI,53719,US,43.0496599,-89.5027575,"['Indian', 'Vegetarian', 'Asian', 'Healthy']",,
uber_eats-02940,uber_eats,Saigon Pho,saigon pho,2161 Zeier Road,,Zeier Road,2161,Madison,WI,53704,US,43.12789,-89.30053,"['Asian', 'Korean', 'Noodles', 'Vietnamese']",4.5,31.0
uber_eats-02941,uber_eats,Sunny Pho,sunny pho,602 S Park St,,S Park St,602,Madison,WI,53715,US,43.0607809,-89.4010898,"['Black-owned', 'Asian Fusion', 'Asian', 'Korean']",4.8,100.0
uber_eats-02942,uber_eats,Hutong,hutong,410 East Wilson Street,,East Wilson Street,410,Madison,WI,53703,US,43.075712,-89.377349,"['Chinese', 'Noodles', 'Salads']",,
uber_eats-02943,uber_eats,Seafood Boiler,seafood boiler,2161 Zeier Rd,,Zeier Rd,2161,Madison,WI,53704,US,43.12788,-89.30086,"['Asian', 'Asian Fusion', 'Korean', 'Seafood']",,
uber_eats-02944,uber_eats,Saucy Rice,saucy rice,2161 Zeier Rd,,Zeier Rd,2161,Madison,WI,53704,US,43.12788,-89.30066,"['Asian', 'Taiwanese', 'Noodles']",,
