id,title,author,rating,numratings,language,genres,bookformat,edition,page_count,publisher,publish_year,price,isbn_clean
goodreads_5828,Meditation: Insights and Inspirations,Amit Ray,4.76,142,English,"Spirituality, Inspirational, Self Help, Nonfiction",Paperback,Second Edition,146,Inner Light Publishers,2015,16.540000915527344,9382123318
goodreads_21594,Playing Dirty,Kiki Swinson (Goodreads Author),4.44,1517,English,"Contemporary, Urban, Fiction, Adult",Paperback,nan,320,Dafina,2009,2.740000009536743,075822835X
goodreads_45201,Die Purpurrote Schleife,"Kathleen Weise (Author), Isabelle Metzen (illustrator), Carla Miller (illustrator)",3.34,86,German,"Fantasy, Romance, German Literature",Hardcover,nan,128,Planet Girl,2010,4.480000019073486,3522502388
goodreads_38431,A Promise of Hope,Amy Clipston (Goodreads Author),4.37,2465,English,"Amish, Christian Fiction, Amish Fiction, Romance, Fiction, Christian, Adult, Inspirational, Family, Faith",Paperback,nan,299,Zondervan,2010,3.5999999046325684,031028984X
goodreads_15794,Born Standing Up: A Comic's Life,Steve Martin (Goodreads Author),3.87,83425,English,"Nonfiction, Biography, Memoir, Humor, Comedy, Audiobook, Autobiography, Biography Memoir, Comedian, Film",Hardcover,nan,207,Scribner Book Company,2008,5.21999979019165,1416553649
goodreads_902,The Horse Whisperer,Nicholas Evans,3.81,51089,English,"Fiction, Romance, Animals, Horses, Contemporary, Drama, Adult, Adult Fiction, Chick Lit, Novels",Paperback,nan,451,Dell Publishing Company,1996,6.46999979019165,0440222656
goodreads_44255,Virgin Exotica,Anna Kendra (Goodreads Author),3.86,151,nan,"Romance, Erotica, New Adult",Paperback,nan,176,Blvnp Publishing Incorporated,2015,,1680304208
goodreads_6334,The Prophet of Yonwood,Jeanne DuPrau,3.28,28061,English,"Young Adult, Dystopia, Fantasy, Science Fiction, Fiction, Middle Grade, Childrens, Post Apocalyptic, Adventure, Juvenile",Paperback,nan,289,Yearling Books,2006,6.599999904632568,0440421241
goodreads_20880,Cinnamon Bizarre : Collection of Short Stories,Nishta Kochar,4.86,7,nan,,Kindle Edition,nan,242,Notion Press,2018,13.479999542236328,164429902X
goodreads_11771,Don't Call Me Ishmael!,Michael Gerard Bauer (Goodreads Author),3.61,1779,English,"Young Adult, Contemporary, Humor, Fiction, Read For School, School, High School, Coming Of Age, Childrens, Teen",Hardcover,nan,277,nan,,6.889999866485596,1862916667
goodreads_3280,The Lover's Dictionary,David Levithan (Goodreads Author),3.88,43367,English,"Romance, Fiction, Contemporary, Young Adult, Poetry, Adult, Adult Fiction, Love, Realistic Fiction, Relationships",Hardcover,nan,211,"Farrar, Straus and Giroux",2011,5.449999809265137,0374193681
goodreads_43769,A Silent Ocean Away: Colette's Dominion,DeVa Gantt,3.85,320,English,"Historical Fiction, Historical, Fiction, Romance, Historical Romance, 19th Century",Paperback,nan,416,William Morrow Paperbacks,2008,5.949999809265137,0061578231
goodreads_4572,Half the Sky: Turning Oppression Into Opportunity for Women Worldwide,"Nicholas D. Kristof (Goodreads Author), Sheryl WuDunn (Goodreads Author)",4.29,51110,English,"Nonfiction, Feminism, Social Justice, Womens, Politics, Sociology, Africa, Gender, Education, Social Issues",Hardcover,nan,294,Knopf Publishing Group,2009,3.180000066757202,0307267148
goodreads_39430,The Essential Marcus Aurelius,"Marcus Aurelius, John Piazza (Translator), Jacob Needleman (Translator)",4.38,839,English,"Philosophy, Classics, History, Nonfiction, Self Help, Personal Development, Sociology, Biography, Business",Paperback,nan,111,Tarcherperigee,2008,7.96999979019165,1585426172
goodreads_32687,Faith: A Journey For All,Jimmy Carter,3.84,1063,nan,"Nonfiction, Religion, Memoir, Spirituality, Biography, Christian, Faith, History, Philosophy, Theology",Hardcover,nan,179,Simon Schuster,2018,5.199999809265137,1501184415
goodreads_52268,Superman and Philosophy: What Would the Man of Steel Do?,"Mark D. White (Goodreads Author) (Editor), William Irwin (Series Editor)",3.87,107,English,"Philosophy, Nonfiction, Pop Culture, Superheroes",Paperback,nan,248,Wiley-Blackwell,2013,4.090000152587891,1118018095
goodreads_11866,Phases of Gravity,Dan Simmons,3.56,1139,English,"Science Fiction, Fiction, Fantasy, Novels, Horror, Science Fiction Fantasy, Space, Contemporary, Drama",Paperback,nan,232,eReads.com,2004,5.21999979019165,0759254419
goodreads_35415,River's Edge,Terri Blackstock (Goodreads Author),4.3,4814,English,"Christian Fiction, Mystery, Christian, Fiction, Suspense, Romance, Mystery Thriller, Adult Fiction, Contemporary, Crime",Paperback,nan,361,Zondervan,2004,0.8399999737739563,0310235944
goodreads_6681,A Tale of the Other Kind,Leandi Cameron (Goodreads Author) (Editor),3.63,79,English,"Vampires, Romance, Paranormal, Young Adult, Paranormal Romance, Fiction, Supernatural, Fantasy, Shapeshifters, Contemporary Romance",Paperback,Volume 2,344,House of Leavik,2012,,0620525991
goodreads_2905,The Twilight Saga Complete Collection,Stephenie Meyer,4.33,70761,English,"Fantasy, Young Adult, Vampires, Romance, Paranormal, Fiction, Paranormal Romance, Supernatural, Werewolves, Teen",Hardcover,nan,2752,"Little, Brown Books for Young Readers",2010,32.27000045776367,031613290X
goodreads_937,The Assassin's Blade,Sarah J. Maas (Goodreads Author),4.39,133582,English,"Fantasy, Young Adult, Romance, Young Adult Fantasy, Fiction, Short Stories, High Fantasy, Novella, New Adult, Magic",ebook,nan,448,Bloomsbury Childrens,2014,,1408852594
goodreads_38947,Framley Parsonage,Anthony Trollope,4.03,3511,nan,"Classics, Fiction, Victorian, 19th Century, Literature, British Literature, Audiobook, Historical Fiction, Novels, Romance",Paperback,nan,573,Hard Press,2006,,1406954098
goodreads_38373,Through the Arc of the Rain Forest,Karen Tei Yamashita,3.92,864,English,"Fiction, Magical Realism, Fantasy, School, Read For School, Novels, Literary Fiction, American, Speculative Fiction, Science Fiction",Paperback,nan,212,Coffee House Press,1990,5.659999847412109,091827382X
goodreads_973,The Kitchen God's Wife,Amy Tan (Goodreads Author),4.0,76625,English,"Fiction, Historical Fiction, China, Asia, Contemporary, Asian Literature, Novels, Historical, Adult Fiction, Literature",Paperback,nan,416,Penguin Group,2006,5.260000228881836,0143038109
goodreads_6222,Janitors,Tyler Whitesides (Goodreads Author),3.91,7548,English,"Fantasy, Middle Grade, Young Adult, Fiction, Adventure, Childrens, Juvenile, Magic, School, Action",Hardcover,nan,300,Shadow Mountain,2011,5.260000228881836,1609080564
goodreads_38420,A Tempest,"Aimé Césaire, Richard Miller (Translator)",3.58,1766,English,"Plays, Drama, Fiction, School, Classics, France, Read For School, Theatre, Post Colonial, Retellings",Paperback,nan,69,Theatre Communications Group,2002,12.279999732971191,1559362103
goodreads_19503,Howppiness: Happiness and How to Be Happier,Jaume Batlle i Perales (Goodreads Author),4.67,3,nan,,Paperback,nan,230,Authorhouse,2014,15.09000015258789,1481792903
goodreads_33408,Faith Unfeigned,John Calvin,4.3,10,English,,Hardcover,nan,,Banner of Truth,2010,11.829999923706055,1848710860
goodreads_50105,"Watch for a Tall White Sail (Monroe, #1)",Margaret E. Bell,3.86,87,nan,"Historical Fiction, Romance, Fiction, Young Adult, Historical, Classics",nan,nan,222,nan,,,0899669123
goodreads_11983,All the Rage,Courtney Summers (Goodreads Author),3.83,12466,English,"Young Adult, Contemporary, Mystery, Fiction, Realistic Fiction, Abuse, Feminism, Young Adult Contemporary, Thriller, Mystery Thriller",Hardcover,nan,321,St. Martin's Griffin,2015,6.420000076293945,125002191X
goodreads_33150,Ungifted,Gordon Korman,4.04,18591,English,"Realistic Fiction, Middle Grade, Young Adult, Humor, Fiction, Childrens, School, Juvenile, Contemporary, Teen",Hardcover,nan,280,Balzer + Bray,2012,3.2699999809265137,006174266X
goodreads_45309,The Book of Useless Information,Noel Botham,3.71,1353,English,"Nonfiction, Trivia, Reference, Humor, Comedy, Own, Adult, Education, History, College",Paperback,nan,286,Tarcherperigee,2006,3.1600000858306885,0399532692
goodreads_32868,Oleanna,David Mamet,3.62,6974,English,"Plays, Drama, Theatre, Fiction, American, 20th Century, School, Classics, Read For School, The United States Of America",Paperback,nan,80,Vintage,1993,3.440000057220459,067974536X
goodreads_45252,The Genius of Birds,Jennifer Ackerman,4.03,6932,English,"Nonfiction, Science, Nature, Animals, Birds, Biology, Natural History, Science Nature, Audiobook, Environment",Hardcover,nan,352,Penguin Press,2016,7.309999942779541,1594205213
goodreads_17078,On Mystic Lake,Kristin Hannah (Goodreads Author),3.92,36746,English,"Fiction, Romance, Chick Lit, Contemporary, Contemporary Romance, Adult, Womens Fiction, Adult Fiction, Drama, Novels",Paperback,nan,448,Ballantine Books,2004,7.630000114440918,0345471172
goodreads_3661,Dog Days,Jeff Kinney (Goodreads Author),4.17,117764,English,"Humor, Fiction, Realistic Fiction, Childrens, Middle Grade, Graphic Novels, Young Adult, Comedy, Comics, Diary",Paperback,nan,218,Amulet Books,2009,1.4500000476837158,0810983915
goodreads_40167,Snapped,Laura Griffin (Goodreads Author),4.17,3285,English,"Romantic Suspense, Romance, Suspense, Mystery, Contemporary, Thriller, Contemporary Romance, Fiction, Crime, Adult",Mass Market Paperback,Pocket Star Romance,401,Pocket Star,2011,9.149999618530273,1451617364
goodreads_29602,Yaşamak,Cahit Zarifoğlu,4.33,286,Turkish,Turkish Literature,nan,nan,224,Beyan Yayınları,1997,,9754731926
goodreads_30716,"Fullmetal Alchemist, Vol. 6","Hiromu Arakawa, Akira Watanabe (Translator)",4.58,10864,English,"Manga, Fantasy, Comics, Graphic Novels, Fiction, Science Fiction, Steampunk, Shonen, Young Adult, Adventure",Paperback,nan,192,VIZ Media LLC,2006,1.0,1421503190
goodreads_29620,Kisah Naz dan Khaalish,Hanina Abdullah,4.17,691,Malay,"Novels, Love",Paperback,nan,533,Penerbitan Karyaseni Sdn Bhd,2013,,9670246415
goodreads_8982,QB VII,Leon Uris,4.19,28502,English,"Historical Fiction, Fiction, Holocaust, Historical, War, World War II, Mystery, Jewish, Literature, Novels",Mass Market Paperback,nan,432,Bantam,1982,4.800000190734863,055327094X
goodreads_45342,Selected Poems,"William Carlos Williams, Charles Tomlinson (Editor)",4.17,13685,English,"Poetry, Classics, American, Fiction, 20th Century, Literature, Literary Fiction, Unfinished, Read For School, The United States Of America",Paperback,nan,302,New Directions,1985,3.869999885559082,081120958X
goodreads_18451,The Redemption of Lord Rawlings,Rachel Van Dyken (Goodreads Author),3.92,833,English,"Historical Romance, Romance, Regency, Historical, Regency Romance, Historical Fiction",ebook,nan,195,Astraea Press,2012,,1621350207
goodreads_36449,"School Rumble, Vol. 1","Jin Kobayashi, William Flanagan (Translator), 小林尽",3.85,1618,English,"Manga, Romance, Humor, Graphic Novels, Comics, Comedy, Young Adult, Slice Of Life, Shojo, Fiction",Comic,nan,177,Del Rey,2006,5.519999980926514,0345491475
goodreads_32682,Lost Stars,Erin Hunter,4.45,1771,nan,"Fantasy, Animals, Middle Grade, Fiction, Childrens, Cats, Adventure, Young Adult",ebook,nan,320,HarperCollins,2019,,006282354X
goodreads_51428,The Great Tax Robbery: How Britain Became a Tax Haven for Fat Cats and Big Business,Richard Brooks,3.9,111,nan,"Business, Economics, Politics, Nonfiction, History",nan,nan,,nan,,5.769999980926514,1851689354
goodreads_8545,The Life and Times of Scrooge McDuck,Don Rosa,4.67,3527,English,"Comics, Graphic Novels, Fiction, Graphic Novels Comics, Comic Book, Adventure, Humor, Classics, Childrens, Historical Fiction",Paperback,nan,266,Gemstone Publishing,2005,85.6500015258789,0911903968
goodreads_49711,A Perfumed Scorpion,Idries Shah,4.7,87,English,"Islam, Religion, Esoterica",Paperback,nan,193,"Octagon Press, Limited",2001,2.5899999141693115,0863040802
goodreads_32495,The Flute of God,Paul Twitchell,4.49,91,English,Spirituality,Paperback,nan,184,Eckankar,1997,9.069999694824219,1570430322
goodreads_50161,Debt-Free Forever: Take Control of Your Money and Your Life,Gail Vaz-Oxlade,4.15,989,English,"Nonfiction, Finance, Self Help, Money, Personal Finance, Business, Canada, Personal Development",Paperback,nan,320,The Experiment,2010,5.25,1615190201
goodreads_15212,A Light in Zion,"Bodie Thoene (Goodreads Author), Brock Thoene",4.37,2587,English,"Historical Fiction, Christian Fiction, Fiction, Christian, Historical, Adult Fiction, Inspirational, Romance, Christian Romance, War",Paperback,nan,370,Tyndale House Publishers,2006,5.090000152587891,1414301057
goodreads_17365,The Melancholy of Haruhi Suzumiya,"Nagaru Tanigawa, Noizi Itou (Illustrator), Chris Pai (Translator)",3.95,3989,English,"Light Novel, Fantasy, Manga, Young Adult, Fiction, Science Fiction, Japanese Literature, Japan, Humor, Novels",Paperback,nan,202,Yen On,2009,11.359999656677246,0316039020
goodreads_50090,How the Garcia Girls Lost Their Accents,Julia Alvarez (Goodreads Author),3.64,23974,English,"Fiction, Historical Fiction, Young Adult, Novels, Contemporary, Classics, Coming Of Age, Family, Adult Fiction, Literature",Paperback,nan,336,Algonquin Books,2010,1.7899999618530273,156512975X
goodreads_1023,Winter,Marissa Meyer (Goodreads Author),4.44,193532,English,"Fantasy, Young Adult, Science Fiction, Romance, Retellings, Dystopia, Fiction, Fairy Tales, Audiobook, Adventure",Hardcover,1st,827,Feiwel & Friends,2015,2.819999933242798,0312642989
goodreads_2700,Mark of the Lion Trilogy,Francine Rivers (Goodreads Author),4.77,11402,English,"Christian Fiction, Christian, Historical Fiction, Fiction, Romance, Historical, Christianity, Christian Historical Fiction, Biblical Fiction, Religion",Paperback,nan,1468,Tyndale House,1998,25.25,0842339523
goodreads_40307,Flunked,Jen Calonita (Goodreads Author),3.82,7442,English,"Fantasy, Middle Grade, Fairy Tales, Young Adult, Fiction, Magic, Childrens, Retellings, Audiobook, Juvenile",Hardcover,nan,256,Sourcebooks Young Readers,2015,5.289999961853027,149260156X
goodreads_21901,Demon Seed,Dean Koontz (Goodreads Author),3.43,13833,English,"Horror, Fiction, Thriller, Science Fiction, Suspense, Mystery, Mystery Thriller, Crime, American, Fantasy",Mass Market Paperback,nan,301,Berkley,1997,0.8500000238418579,0425158594
goodreads_47092,The Leaning Girl,"François Schuiten, Benoît Peeters, Marie-Françoise Plissart, Stephen D. Smith (Translation)",3.94,472,English,"Comics, Graphic Novels, Fantasy, Bande Dessinée, Science Fiction, Art, Graphic Novels Comics, Fiction, Comics Bd, Comix",Paperback,nan,160,Alaxis Press,2013,39.029998779296875,1628472278
goodreads_51070,Prime Directive,"Judith Reeves-Stevens, Garfield Reeves-Stevens",4.01,2121,English,"Star Trek, Science Fiction, Fiction, Science Fiction Fantasy, Media Tie In, Fantasy, Adventure, Audiobook, Space, Novels",Paperback,nan,406,Pocket Books,1991,3.2799999713897705,0671744666
goodreads_12634,Riding Fence,A.H. Holt,4.11,435,English,,Hardcover,nan,212,AmazonEncore,2006,5.599999904632568,0803498012
goodreads_7555,Под игото,"Ivan Vazov, Иван Вазов",4.2,6241,Bulgarian,"Bulgarian Literature, Classics, Fiction, Bulgaria, Historical Fiction, School, Historical, Literature, 19th Century, Novels",Paperback,nan,528,Дамян Яков,2004,,9545272465
goodreads_9682,Envy,Anna Godbersen,3.9,24134,English,"Historical Fiction, Young Adult, Romance, Historical, Fiction, Chick Lit, Historical Romance, Teen, Drama, Young Adult Historical Fiction",Hardcover,1st Edition,405,HarperCollins,2009,3.1500000953674316,0061345725
goodreads_4642,"The History of Sexuality, Volume 1: An Introduction","Michel Foucault, Robert Hurley (Translator)",4.04,18155,English,"Philosophy, Nonfiction, History, Theory, Sexuality, Sociology, Psychology, Queer, Academic, France",Paperback,nan,176,Vintage,1990,10.859999656677246,0679724699
goodreads_13738,Every Living Thing,James Herriot,4.48,10101,English,"Nonfiction, Animals, Memoir, Biography, Classics, Autobiography, Humor, Biography Memoir, Short Stories, British Literature",Paperback,nan,370,Pan Books,2006,2.7799999713897705,0330443453
goodreads_42765,O Amor é Fodido,Miguel Esteves Cardoso,3.35,1602,Portuguese,"Romance, Fiction, Portuguese Literature, Portugal, Novels, Literature, Humor",Paperback,nan,187,Assírio & Alvim,1995,,9723703742
goodreads_37865,The Collection,Bentley Little,3.93,3294,English,"Horror, Short Stories, Fiction, Fantasy, Collections, Anthologies, Short Story Collection, Supernatural, Paranormal, Novels",Paperback,nan,453,Signet Book,2005,6.349999904632568,0451206096
goodreads_18386,Growing a Farmer: How I Learned to Live Off the Land,Kurt Timmermeister,3.7,954,English,"Nonfiction, Food, Memoir, Gardening, Agriculture, Cooking, Animals, Sustainability, Food Writing, Biography Memoir",Hardcover,nan,335,W. W. Norton Company,2011,5.21999979019165,0393070859
goodreads_28711,Nightmare Movies: A Critical Guide to Contemporary Horror Films,Kim Newman,4.18,223,English,"Film, Horror, Nonfiction, Reference, Media Tie In, Theory",Hardcover,nan,255,Harmony,1989,6.730000019073486,0517573660
goodreads_39734,Dare,Tricia Mingerink (Goodreads Author),4.44,490,English,"Fantasy, Christian Fiction, Christian, Young Adult, Christian Fantasy, Adventure, Medieval, Fiction, Romance, Young Adult Fantasy",Paperback,nan,340,Sword & Cross Publishing,2015,11.109999656677246,1943442002
goodreads_27694,Because She Can,Bridie Clark,3.28,1364,English,"Chick Lit, Fiction, Romance, Audiobook, Contemporary, German Literature, New York, Humor, Adult, Womens Fiction",Hardcover,nan,274,Warner Books (NY),2007,5.21999979019165,0446579246
goodreads_9798,I Am Grimalkin,Joseph Delaney (Goodreads Author),4.25,7875,English,"Fantasy, Young Adult, Horror, Fiction, Paranormal, Magic, Witches, Middle Grade, Supernatural, Adventure",nan,nan,258,nan,2011,4.130000114440918,0370332059
goodreads_3562,Fortune's Rocks,Anita Shreve,3.88,28298,English,"Fiction, Historical Fiction, Romance, Chick Lit, Historical, Contemporary, Adult Fiction, Adult, Book Club, Novels",Paperback,nan,528,"Little, Brown and Company",2002,3.1500000953674316,0316734837
goodreads_8151,"Death Note, Vol. 11: Kindred Spirits","Tsugumi Ohba, Takeshi Obata (Illustrator), Tetsuichiro Miyaki (Translator)",4.22,13365,English,"Manga, Graphic Novels, Comics, Fantasy, Fiction, Mystery, Horror, Young Adult, Thriller, Supernatural",Paperback,nan,211,VIZ Media LLC,2007,3.680000066757202,1421511789
goodreads_33475,Laços de Família,Clarice Lispector,3.99,2475,Portuguese,"Short Stories, Fiction, Classics, Brazil, Literature, Latin American, Female Authors, Portuguese Literature, School, Womens",Kindle Edition,nan,135,Rocco Digital,2013,9.510000228881836,0292724489
goodreads_33645,Roxana,"Daniel Defoe, John Mullan (edition, introduction and notes)",3.45,4361,English,"Classics, Fiction, 18th Century, Literature, Historical Fiction, British Literature, English Literature, School, Novels, Classic Literature",Paperback,2008 reprint (first published in Oxford World's Classics 1996),330,"Oxford University Press, USA",2008,4.039999961853027,0199536740
goodreads_32674,The Manipulated Man,Esther Vilar,3.59,1264,English,"Nonfiction, Psychology, Relationships, Feminism, Sexuality, Philosophy, Gender, Self Help, Politics, Sociology",Paperback,nan,154,Pinter & Martin Ltd,2005,,0953096424
goodreads_10143,From the Start,Melissa Tagg (Goodreads Author),4.15,1756,English,"Romance, Christian Fiction, Contemporary, Christian, Christian Romance, Contemporary Romance, Fiction, Clean Romance, Inspirational, Sports",Paperback,nan,352,Bethany House Publishers,2015,5.21999979019165,0764213075
goodreads_47194,Leverage,Jessica Wilde (Goodreads Author),3.9,1704,English,"Romance, Contemporary Romance, Suspense, Romantic Suspense, Contemporary, Mystery, New Adult, Mystery Thriller, Family, Adult",Paperback,nan,208,CreateSpace Independent Publishing Platform,2014,12.140000343322754,1495276988
goodreads_9498,The Steel Wave,Jeff Shaara,4.25,6070,English,"Historical Fiction, Fiction, War, World War II, Military Fiction, Historical, Military History, American History, Novels, Audiobook",Hardcover,nan,493,Ballantine Books,2008,3.7799999713897705,0345461428
goodreads_22379,محمد على: رؤية لحادثة القلعة,حسين كفافي,3.73,11,Arabic,History,Paperback,الطبعة الأولى,168,الهيئة المصرية العامة للكتاب,2012,,9772071495
goodreads_40497,Strong at the Break,Jon Land,3.95,279,English,"Thriller, Fiction, Mystery, Mystery Thriller",Hardcover,nan,348,Forge Books,2011,5.679999828338623,0765323370
goodreads_36982,Nightmare Alley,"William Lindsay Gresham, Nick Tosches (Introduction)",4.05,2035,English,"Fiction, Noir, Mystery, Crime, Classics, Novels, 20th Century, Horror, Mystery Thriller, Literary Fiction",Paperback,nan,275,NYRB Classics,2010,6.550000190734863,1590173481
goodreads_26426,The Third Wheel,Jeff Kinney (Goodreads Author),4.22,73088,English,"Humor, Fiction, Middle Grade, Childrens, Realistic Fiction, Graphic Novels, Comedy, Young Adult, Diary, Comics",Hardcover,nan,224,Amulet Books,2012,2.7699999809265137,1419705849
goodreads_32597,Sinful Cinderella,Anita Valle (Goodreads Author),3.59,4576,English,"Fantasy, Young Adult, Retellings, Fairy Tales, Fiction, Magic, Amazon, Romance, Dark, Fairy Tale Retellings",Paperback,1st edition,156,Createspace Independent Publishing Platform,2015,13.6899995803833,1518811965
goodreads_21070,عصر النهضة: مقدمة قصيرة جداً,"Jerry Brotton, إبراهيم البيلي محروس (مترجم)",3.71,583,Arabic,"History, Nonfiction, Art, Historical, Philosophy, Textbooks, Politics, Cultural, World History, Reference",ebook,nan,130,مؤسسة هنداوي للتعليم والثقافة,2014,,9777193874
goodreads_39554,An Heir of Deception,Beverley Kendall (Goodreads Author),4.01,1234,English,"Historical Romance, Romance, Historical, Historical Fiction, Regency Romance, Regency, Fiction, Adult, Novels, Victorian Romance",Paperback,nan,352,The Season Publishing,2012,18.170000076293945,098380060X
goodreads_646,House of Sand and Fog,Andre Dubus III,3.85,125230,nan,"Fiction, Contemporary, Literary Fiction, Adult Fiction, Novels, Literature, Book Club, Adult, Drama, Suspense",Paperback,nan,368,W. W. Norton Company,2018,2.859999895095825,0393356345
goodreads_37435,"Death Note: Black Edition, Vol. 2","Tsugumi Ohba, Takeshi Obata, Yuki Kowalsky (translator)",4.48,5849,German,"Graphic Novels, Comics, Fantasy, Manga, Young Adult, Horror, Fiction, Mystery, Thriller, Crime",Paperback,nan,385,Tokyopop,2009,12.0,3867196729
goodreads_12577,Letters to Milena,"Franz Kafka, Philip Boehm (translator), Aarno Peromies (Translator), Milena Jesenská (Contributor)",3.81,7654,English,"Nonfiction, Classics, Biography, Literature, Memoir, German Literature, Unfinished, Romance, Czech Literature, Biography Memoir",Paperback,nan,298,Schocken,1990,4.869999885559082,0805208852
goodreads_22513,"Alice 19th, Volume 2","Yuu Watase, Annette Schalkers (Translator)",4.07,2931,Dutch,"Manga, Fantasy, Graphic Novels, Romance, Shojo, Comics, Comics Manga, Young Adult, Fiction, Paranormal",Paperback,nan,191,Glénat,2005,,9069694018
goodreads_51617,Dispatch,Bentley Little,3.62,1372,English,"Horror, Fiction, Thriller, Fantasy, Mystery, Own, Supernatural, Paranormal, Suspense, Mystery Thriller",Mass Market Paperback,nan,386,Signet,2005,5.380000114440918,0451216776
goodreads_42928,Le Bossu,Paul Féval père,4.21,803,French,"Classics, Historical Fiction, Fiction, Adventure, France, French Literature, Historical, Novels, Romance, Literature",nan,nan,350,J'ai Lu,2000,5.420000076293945,2290032964
goodreads_37864,The Mark of the Crown,Jude Watson (Goodreads Author),3.73,2472,English,"Star Wars, Science Fiction, Young Adult, Fiction, Fantasy, Childrens, Adventure, Media Tie In, Middle Grade, Action",Paperback,nan,131,Scholastic Inc.,1999,9.289999961853027,0590519344
goodreads_38984,In The Year Of Long Division: Stories,Dawn Raffel (Goodreads Author),3.98,62,English,Short Stories,Hardcover,nan,117,Knopf,1995,9.199999809265137,0679415815
goodreads_9874,Hard Contact,Karen Traviss (Goodreads Author),4.22,7425,English,"Star Wars, Science Fiction, Fiction, Fantasy, Science Fiction Fantasy, Space, Military Fiction, Adventure, Space Opera, War",Paperback,nan,293,Del Rey,2004,7.340000152587891,0345478274
goodreads_20300,The Oldest Living Vampire Tells All,Joseph Duncan (Goodreads Author),3.85,863,nan,"Vampires, Fantasy, Horror, Paranormal, Historical Fiction, Fiction, Historical, Erotica, Science Fiction",Paperback,nan,270,Createspace,2014,,1495373665
goodreads_19091,Ayala,Julia Stolfa,4.0,5,English,,Paperback,nan,132,Amazon CreateSpace,2013,,1477419969
goodreads_46375,The 6th Target,"James Patterson (Goodreads Author), Maxine Paetro",4.04,57358,English,"Mystery, Fiction, Crime, Thriller, Suspense, Mystery Thriller, Murder Mystery, Audiobook, Adult, Detective",Hardcover,nan,390,Little Brown and Company,2007,3.4100000858306885,0316014796
goodreads_12012,The Skull Throne,Peter V. Brett (Goodreads Author),4.13,32334,English,"Fantasy, Fiction, Epic Fantasy, Magic, High Fantasy, Audiobook, Dark Fantasy, Demons, Epic, Adventure",Hardcover,nan,681,Del Rey,2015,5.539999961853027,0345531485
goodreads_36946,Tell Me Everything,Cambria Brockman (Goodreads Author),3.49,4482,English,"Fiction, Thriller, Mystery, Mystery Thriller, Suspense, Adult, Contemporary, Psychological Thriller, Modern, Adult Fiction",ebook,nan,368,Ebury Digital,2019,,1473565170
goodreads_37977,The Procrastination Equation: How to Stop Putting Things Off and Start Getting Stuff Done,Piers Steel (Goodreads Author),3.85,1940,English,"Nonfiction, Self Help, Psychology, Productivity, Personal Development, Business, Science, Reference, Health, Audiobook",Hardcover,nan,320,Random House Canada,2010,9.520000457763672,0307357163
goodreads_13729,A Writer at War: Vasily Grossman with the Red Army,"Vasily Grossman, Antony Beevor (Editor), Luba Vinogradova (Translator)",4.15,2818,English,"History, Nonfiction, Russia, World War II, War, Biography, Military Fiction, Military History, Memoir, Russian History",Paperback,nan,380,Vintage Canada,2007,13.170000076293945,0676978118
goodreads_17799,Dreamsbane of Tamalor,Bradley James Simpson (Goodreads Author),4.19,52,nan,"Fantasy, Fiction",Paperback,nan,88,iUniverse,2006,14.930000305175781,0595376762
goodreads_49993,John Donne: Everyman's Poetry,"John Donne, E.D. Enright (Editor)",4.0,21,English,Poetry,ebook,nan,112,George Weidenfeld & Nicholson,2012,,1780223188
goodreads_14208,Who Goes There?,"John W. Campbell Jr., William F. Nolan (Goodreads Author) (Introduction)",3.86,6707,English,"Horror, Science Fiction, Fiction, Classics, Short Stories, Aliens, Novella, Thriller, Audiobook, Fantasy",Paperback,nan,161,Rocket Ride Books,2009,15.869999885559082,0982332203
goodreads_23188,Phileine zegt sorry,Ronald Giphart,3.28,2040,Dutch,"Fiction, Dutch Literature, Literature, Roman, Novels, Contemporary, Read For School, School, Humor, Collections",Paperback,nan,213,Balans,1996,8.989999771118164,9050183328
goodreads_31680,The Rest of the Story,Sarah Dessen (Goodreads Author),4.07,19692,English,"Young Adult, Contemporary, Romance, Fiction, Realistic Fiction, Audiobook, Young Adult Contemporary, Family, Teen, Coming Of Age",Hardcover,nan,440,Balzer + Bray,2019,8.119999885559082,0062933620
goodreads_25777,Quest,Andreas Eschbach,3.76,403,nan,"Science Fiction, Fiction, Science Fiction Fantasy, German Literature",nan,nan,,nan,,3.759999990463257,3453520955
goodreads_42953,Violet,Pet Torres (Goodreads Author),3.33,6,English,,Kindle Edition,nan,110,Pet Torres Books,2011,,1466095245
goodreads_5037,Socrates In Love,Kyōichi Katayama,3.63,4814,English,"Romance, Fiction, Japan, Japanese Literature, Young Adult, Manga, Contemporary, Drama, Novels, Asian Literature",Hardcover,nan,208,VIZ Media LLC,2005,5.730000019073486,1421501546
goodreads_40847,Piccole donne,"Louisa May Alcott, Berto Minozzi (Editor)",4.03,1915,Italian,"Classics, Fiction, Childrens, Americana, The United States Of America",Hardcover,nan,140,AMZ Editrice,1990,,8841004452
goodreads_46300,First Flight,J.L. Pawley,4.33,115,English,"Young Adult, Science Fiction, Fantasy",Paperback,2,472,Nineteenth House Publishing,2013,,0473267551
