id,title,author,rating,numratings,language,genres,publisher,page_count,price,publish_year,isbn_clean
metabooks_367051,Whale Season: A Novel,N. M. Kelby,3.8,14,English,"Literature, Fiction, United States",Broadway Books,320.0,49.95,2006.0,0307336786
metabooks_367598,Brokenclaw (James Bond Master Spy),John E. Gardner,4.1,289,English,"Mystery, Thriller, Suspense, Thrillers",G. P. Putnam'S Sons,304.0,9.9,,0399135413
metabooks_368195,The Best-Kept Secret: A Milan Jacovich Mystery,Les Roberts,5.0,1,English,"Literature, Fiction, United States",Minotaur Books,320.0,6.96,,0312971265
metabooks_368777,"Captain America, Vol. 1: The New Deal (Marvel Knights)",Chuck Austen,4.2,30,English,"Comics, Graphic Novels, Publishers",Marvel Comics,176.0,12.49,2003.0,0785109781
metabooks_369267,Death and Nightingales,Eugene McCabe,4.1,604,English,"Literature, Fiction, Contemporary",Bloomsbury Usa,232.0,43.39,2002.0,1582342377
metabooks_369335,Flynn (The Wild West) (Silhouette Intimate Moments),Linda Turner,5.0,1,English,"Romance, Contemporary",Silhouette,256.0,5.32,,0373075723
metabooks_369746,Generation X: Tales for an Accelerated Culture,Douglas Coupland,4.3,603,English,"Literature, Fiction, Short Stories, Anthologies",Abacus Books,224.0,15.48,,0349108390
metabooks_369888,Half the House: A Memoir,Richard Hoffman,4.5,17,English,"History, Americas",Harcourt,175.0,21.99,,015100174X
metabooks_370676,A Child Is Born,Lars Hamberger,4.6,177,English,"Health, Fitness, Dieting, Women's Health",Delacorte Press,208.0,13.51,,0385302371
metabooks_371453,The Last of the Really Great Whangdoodles,Julie Edwards,4.8,1312,English,"Children's Books, Science Fiction, Fantasy",Harpercollins,224.0,16.99,,0060218053
metabooks_371478,Experiencing the Next World Now,Michael Grosso,4.5,19,English,"Religion, Spirituality, Occult, Paranormal",Gallery Books,320.0,19.99,,0743471059
metabooks_371990,Palo Alto: Stories,James Franco,4.0,679,English,"Literature, Fiction, Genre Fiction",Scribner,208.0,20.29,,1439163146
metabooks_372768,Too Much of a Good Thing,Kimberla Lawson Roby,4.8,530,English,"Literature, Fiction, United States",William Morrow & Company,336.0,,2005.0,006056850X
metabooks_372967,The Unlikely Ones,Mary Brown,4.5,73,English,"Science Fiction, Fantasy",Baen,432.0,10.12,1999.0,0671578448
metabooks_373093,A Common Faith (The Terry Lectures Series),John Dewey,4.5,13,English,"Religion, Spirituality",Yale University Press,87.0,26.92,1991.0,0300000693
metabooks_373375,The Ship,C. S. Forester,4.2,2524,English,"Literature, Fiction, Genre Fiction",Simon Publications,288.0,,2001.0,1931313172
metabooks_373621,"Vampire Knight, Vol. 13 (13)",Matsuri Hino,4.8,319,English,"Comics, Graphic Novels, Manga",Viz Media Llc,200.0,9.99,,1421540819
metabooks_374179,"The Anvil of Ice (Winter of the World, Vol 1)",Michael Scott Rohan,4.3,214,English,"Science Fiction, Fantasy",Avon Books,,5.98,,0380705478
metabooks_374275,The Birthright (Song of Acadia #3),Janette Oke,4.7,935,English,"Large Print, Literature, Fiction",Bethany House Pub,396.0,5.97,2001.0,0764222325
metabooks_374484,Into the Forest,Jean Hegland,4.2,1634,English,"Literature, Fiction, United States",Bantam,256.0,15.59,,0553106686
metabooks_374540,Timebends: A Life,Arthur Miller,4.6,22,English,"Biographies, Memoirs, Arts, Literature",Penguin Books,656.0,5.97,,0140249176
metabooks_374989,The Blessing Stone: A Novel,Barbara Wood,4.2,125,English,"Literature, Fiction, Genre Fiction",St. Martin'S Griffin,464.0,29.99,,0312320248
metabooks_375067,Chromos (American Literature),Felipe Alfau,3.8,8,English,"Literature, Fiction, Short Stories, Anthologies",Dalkey Archive Press,348.0,12.54,1999.0,1564782042
metabooks_375158,Flashman and the Dragon,George MacDonald Fraser,4.6,696,English,,Harper Collins Publishers,,7.66,1999.0,0006513034
metabooks_375406,Chameleon,Danielle Paul,4.6,2,English,,Harlequin,221.0,15.56,1984.0,0373251130
metabooks_375409,Blood Line: A Thriller (Granger Spy Novel Series - Book 1),John J. Davis,4.0,2741,English,"Mystery, Thriller, Suspense, Thrillers","Simon & Winter, Inc.",254.0,14.95,,0990314413
metabooks_375530,True Colors,Jayne Ann Krentz,3.8,15,English,"Romance, Contemporary",Mira,256.0,22.92,2001.0,1551667983
metabooks_375975,"The best of Jules Verne: Three complete, illustrated novels, with original illustrations",Jules Verne,4.7,173,English,,Castle Books,470.0,89.0,,0890092702
metabooks_376172,The Friendship Connection: How Mentors and Friends Can Make Your Faith Strong,Timothy Jones,5.0,1,English,"Christian Books, Bibles, Ministry, Evangelism",Tyndale House Pub,,1.68,,0842312439
metabooks_376440,Angels & Insects: Two Novellas,A. S. Byatt,4.1,118,English,"Literature, Fiction, History, Criticism",Vintage,352.0,,,0679751343
metabooks_376802,Nightlife: A Novel,Thomas Perry,4.4,969,English,"Mystery, Thriller, Suspense, Mystery",Ballantine Books,416.0,8.99,,0345496000
metabooks_376856,Stone Heart,Luanne Rice,4.6,48,English,"Literature, Fiction",Viking,320.0,5.97,,0670832677
metabooks_376988,"Warrior Chicks: Rising Strong, Beautiful & Confident",Holly Wagner,4.7,120,English,"Christian Books, Bibles, Christian Living",Baker Pub Group,207.0,4.95,,0830744800
metabooks_377225,A Raisin in the Sun,Lorraine Hansberry,4.6,7182,English,"Literature, Fiction, Dramas, Plays",Random House,160.0,,,0375508333
metabooks_377781,The Rebel Angels (Cornish Trilogy),Robertson Davies,4.2,157,English,"Literature, Fiction",Penguin Books,336.0,,1983.0,0140062718
metabooks_378602,A Briefer History of Time: A Special Edition of the Science Classic,Stephen Hawking,4.5,2288,English,"Science, Math, Astronomy, Space Science",Bantam,176.0,10.99,2005.0,0553804367
metabooks_378690,The Gold Coast,Nelson DeMille,4.4,5395,English,"Mystery, Thriller, Suspense, Thrillers",Warner Books,626.0,11.99,,0446360856
metabooks_378761,Black House,Stephen King,4.6,4510,English,"Literature, Fiction, Genre Fiction",Random House Audio,,12.99,,0739300105
metabooks_379948,The Floatplane Notebooks,Clyde Edgerton,4.1,55,English,"Literature, Fiction, United States",Algonquin Books,265.0,5.96,,0945575009
metabooks_380520,Highlanders: A History of the Gaels,John Macleod,4.0,29,English,"History, Europe",Sceptre,384.0,,1997.0,0340639911
metabooks_381148,Tales Of Pain And Wonder,Caitlin R. Kiernan,4.8,27,English,"Mystery, Thriller, Suspense, Thrillers","Meisha Merlin Publishing, Inc.",408.0,24.95,,189206538X
metabooks_381192,Take a Chance on Me,Susan Donovan,4.2,135,English,"Literature, Fiction, Erotica",St. Martin'S Paperbacks,352.0,13.19,,0312983751
metabooks_381290,Stephanie: Heart of Gold (Hearts and Dreams),Cameron Dokey,5.0,4,English,"Teen, Young Adult, Literature, Fiction",Harpercollins,212.0,47.99,1998.0,0380785676
metabooks_381323,Cave in the Snow,Vicki Mackenzie,4.6,830,English,"Biographies, Memoirs, Community, Culture",Bloomsbury Usa,256.0,21.85,,1582340455
metabooks_381809,Devil to Pay,Jayne Ann Krentz,4.4,13,English,"Literature, Fiction",Harlequin Books,,48.41,1985.0,0373806841
metabooks_382101,Dead North: An Alaska Mystery (Alaska Mysteries),Sue Henry,4.5,286,English,"Mystery, Thriller, Suspense, Mystery",William Morrow,288.0,11.78,,0380978814
metabooks_382140,Five Go Off to Camp,Enid Blyton,4.5,885,English,Deals in Books,Hodder Children'S Books,256.0,6.98,2001.0,0340796219
metabooks_382665,Mysterious,Nora Roberts,4.5,55,English,"Literature, Fiction, United States",Silhouette,544.0,34.32,,0373218125
metabooks_383190,Levantado del suelo,Jose Saramago,4.3,70,Spanish,"Literature, Fiction, World Literature",Punto De Lectura,512.0,13.25,2003.0,8466309497
metabooks_383570,The Dead of Jericho,Colin Dexter,4.4,1522,English,"Mystery, Thriller, Suspense, Mystery",Crimeline,,12.44,1988.0,0553272373
metabooks_384770,The Awakening,L. J. Smith,4.3,574,English,,Harperpaperbacks,311.0,7.35,1991.0,0061060976
metabooks_385740,Chucaro: Wild Pony of the Pampa (Newbery Honor Roll),Francis Kalnay,4.0,10,English,"Children's Books, Geography, Cultures",Walker Childrens,128.0,5.33,,0802773877
metabooks_385864,Singularity,William Sleator,4.8,126,English,"Teen, Young Adult, Literature, Fiction",Peter Smith Pub Inc,,,1997.0,0844669032
metabooks_386344,Return of Superman,Roger Stern,4.7,117,English,"Comics, Graphic Novels",Dc Comics,480.0,14.99,,1563891492
metabooks_386415,Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,4.4,661,English,"Biographies, Memoirs, Community, Culture",Random House,302.0,9.16,2001.0,0375501959
metabooks_386840,"Looking for Trouble: Invitations to Seduction (Harlequin Blaze, 92)",Julie Leto,4.0,7,English,"Literature, Fiction, Erotica",Harlequin,256.0,6.34,2003.0,0373790961
metabooks_386886,Tales of a Fourth Grade Nothing,Roy Doty,4.7,11555,English,"Children's Books, Growing Up, Facts of Life",Puffin,128.0,7.07,2003.0,0142401013
metabooks_386973,Famine,Liam O'Flaherty,4.4,61,English,,Wolfhound Pr,448.0,19.0,2000.0,0863270433
metabooks_387023,The Last Day,Glenn Kleier,4.4,324,English,"Literature, Fiction, Genre Fiction",Grand Central Pub,484.0,15.27,1997.0,0446522856
metabooks_387051,Ellie's Story: A Puppy Tale,W. Bruce Cameron,4.8,1452,English,"Children's Books, Animals",Starscape,208.0,10.29,,0765374692
metabooks_387344,Pirate's Fortune: Supreme Constellations Book Four,Gun Brooke,4.7,102,English,"LGBTQ+ Books, Science Fiction, Fantasy",Bold Strokes Books,264.0,,2011.0,1602825637
metabooks_388530,"Revolution 19 (Revolution 19, 1)",Gregg Rosenblum,4.0,68,English,"Teen, Young Adult, Literature, Fiction",Harperteen,272.0,14.92,2013.0,0062125958
metabooks_388984,Kitchen (A Black cat book),Banana Yoshimoto,4.3,2097,English,"Literature, Fiction, World Literature",Grove Press,160.0,,,0802142443
metabooks_390447,Prey,Graham Masterton,4.4,205,English,"Literature, Fiction, Genre Fiction",Leisure Books,352.0,5.93,1999.0,0843946334
metabooks_392084,Just Before Sunrise,Carla Neggers,4.5,350,English,"Literature, Fiction, Women's Fiction",Pocket Books,320.0,9.56,,0671883224
metabooks_392546,The Epic of Gilgamesh,Stephen Langdon,4.3,144,English,"New, Used, Rental Textbooks, Humanities",Stanford University Press,160.0,8.93,,0804717117
metabooks_392552,Narrative of the Life of Frederick Douglass,Frederick Douglass,4.7,4525,English,"Biographies, Memoirs, Community, Culture",Prestwick House Inc.,96.0,5.99,,1580495761
metabooks_392929,The River,Gary Paulsen,4.7,4710,English,"Teen, Young Adult, Literature, Fiction",Laurel Leaf,160.0,5.99,,044022750X
metabooks_393212,The Bicycle Wheel 3rd Edition,Jobst Brandt,4.6,138,English,"Sports, Outdoors, Individual Sports",Avocet,150.0,42.1,,0960723668
metabooks_393570,All the Available Light: A Marilyn Monroe Reader,Yona Zeldis McDonough,4.3,15,English,"Biographies, Memoirs, Arts, Literature",Touchstone,240.0,16.99,,0684873923
metabooks_393746,The Case of the Halloween Ghost (Hank the Cowdog #9),John R. Erickson,4.9,186,English,"Children's Books, Animals",Puffin,144.0,8.99,,0141303859
metabooks_393836,Karen's New Bike (Baby-Sitter's Little Sister #62),Ann M. Martin,4.9,18,English,Children's Books,Scholastic Paperbacks,112.0,15.19,1995.0,0590483072
metabooks_393908,Merlin,Norma Lorre Goodrich,4.5,2,English,"Biographies, Memoirs",Franklin Watts,386.0,4.95,,0531150607
metabooks_394137,Tell Me the Truth About Love: Ten Poems,W. H. Auden,4.6,19,English,"Literature, Fiction, Poetry",Vintage,36.0,69.77,,0679757821
metabooks_394482,Stormy Weather,Paula L. Woods,4.0,15,English,"Literature, Fiction, United States",One World/Ballantine,304.0,1.99,2002.0,0345449088
metabooks_394512,The Infinity Doctors (Doctor Who Series),Lance Parkin,4.4,90,English,"Literature, Fiction, Genre Fiction",Bbc Pubns,288.0,28.72,,0563405910
metabooks_394750,"Brit-Think, Ameri-Think: A Transatlantic Survival Guide",Jane Walmsley,4.2,100,English,"Humor, Entertainment",Penguin Books,144.0,,,0140093672
metabooks_394795,Promise of God's Power The,Jim Cymbala,4.0,9,English,"Religion, Spirituality, Worship, Devotion",Inspirio,160.0,,,0310989043
metabooks_394962,"Big Nate Goes for Broke (Big Nate, 4)",Lincoln Peirce,4.7,3733,English,"Children's Books, Growing Up, Facts of Life",Harpercollins,224.0,9.5,,0061996610
metabooks_395309,Inner City Blues: A Charlotte Justice Novel (Charlotte Justice Novels),Paula L. Woods,4.0,43,English,"Mystery, Thriller, Suspense, Mystery",W. W. Norton & Company,316.0,5.99,,039304680X
metabooks_396179,Hollow Chocolate Bunnies of the Apocalypse,Robert Rankin,4.3,372,,"Literature, Fiction, British, Irish",Gollancz Crime,,23.0,,0575074019
metabooks_397158,Back To Eden,Jethro Kloss,4.7,3626,English,"Health, Fitness, Dieting, Alternative Medicine",Lotus Press,936.0,10.64,,0940985101
metabooks_397378,Friendship Gifts of Good Taste,Anne Van Wagner Childs,3.8,6,English,"Cookbooks, Food, Wine, Cooking Education, Reference",Unkno,126.0,,,0942237145
metabooks_397427,Castle Roogna (Xanth #3),Piers Anthony,4.7,1184,English,"Science Fiction, Fantasy",Del Rey,329.0,4.95,1985.0,0345324358
metabooks_397666,A Guide to Business Principles and Practices for Interior Designers: Revised Edition,Harry Siegel,3.2,6,English,"Arts, Photography, Architecture",Watson-Guptill,192.0,20.42,,0823072525
metabooks_397748,Trilogy of desire: Three novels (The Financier; The Titan; The Stoic),Theodore Dreiser,4.1,20,English,"Literature, Fiction",World Publishing,1365.0,99.99,,0529046822
metabooks_398012,Spider-Man: Emerald Mystery,Dean Wesley Smith,4.4,16,English,"Science Fiction, Fantasy",Berkley,224.0,6.04,2000.0,0425170373
metabooks_398060,The Good Life,Jodie Beau,4.4,508,English,"Literature, Fiction, Women's Fiction",Createspace Independent Publishing Platform,263.0,3.33,,1482552981
metabooks_398205,An Evil Cradling,Brian Keenan,4.6,395,English,"Politics, Social Sciences, Government",Vintage,307.0,15.11,1993.0,009999030X
metabooks_398475,Wake of the Perdido Star,Daniel Lenihan,4.5,205,English,"Literature, Fiction, Action, Adventure",William Morrow,384.0,12.87,,1557043981
metabooks_398617,Ecology of a Cracker Childhood,Janisse Ray,4.4,414,English,"History, Americas",Milkweed Editions,285.0,42.95,,157131234X
metabooks_398949,"Gone, Baby, Gone: A Novel",Dennis Lehane,4.4,2769,English,"Mystery, Thriller, Suspense, Thrillers",William Morrow Paperbacks,448.0,1.67,,0380730359
metabooks_399684,Death of a Salesperson and Other Untimely Events,Robert Barnard,4.3,5,English,"Mystery, Thriller, Suspense, Thrillers",Dell,,,1991.0,0440205875
metabooks_400145,"The Lost Prince (The Iron Fey, 5)",Julie Kagawa,4.5,1095,English,"Teen, Young Adult, Literature, Fiction",Harlequin Teen,400.0,,,0373210574
metabooks_400877,In Confidence: Four Years of Therapy,Roberta Israeloff,4.7,3,English,Medical Books,Houghton Mifflin,213.0,23.22,1989.0,039547101X
metabooks_401003,20th Century Maurice,E. M. Forster,4.5,2158,English,"LGBTQ+ Books, Literature, Fiction",Penguin Classic,224.0,12.17,1990.0,0140180826
metabooks_401117,The Price of a Dream: The Story of the Grameen Bank,David Bornstein,4.9,12,English,"Business, Money, Economics",University Of Chicago Press,370.0,5.8,1997.0,0226066444
metabooks_401359,Think of England: A Novel,Alice Elliott Dark,3.9,20,English,"Literature, Fiction, United States",Simon & Schuster,272.0,29.53,2002.0,068486522X
metabooks_401376,The Assistant: A Novel,Bernard Malamud,4.2,399,English,"Literature, Fiction, United States","Farrar, Straus And Giroux",272.0,17.0,,0374504849
metabooks_401824,Starsight EXPORT,Brandon Sanderson,4.7,16561,English,,,,22.31,,1473217903
metabooks_401882,The Last Sin Eater (movie edition),Francine Rivers,4.6,1957,English,"Christian Books, Bibles, Literature, Fiction",Tyndale House Publishers,332.0,4.88,2007.0,1414315716
metabooks_402879,The Teachings of Don Juan: a Yaqui Way of Knowledge,Carlos Castaneda,4.7,1802,English,"Religion, Spirituality, Other Religions, Practices, Sacred Texts",Simon & Schuster,288.0,49.99,1973.0,0671215558
metabooks_403018,"The Love Song of J. Edgar Hoover, A Novel",Kinky Friedman,4.2,37,English,"Mystery, Thriller, Suspense, Mystery",Ballantine Books,240.0,,1997.0,0345415094
metabooks_403278,The Force of Character: And the Lasting Life,James Hillman,4.3,214,English,"Medical Books, Psychology",Random House,236.0,17.27,,0375501207
metabooks_404026,The Devil's Triangle,Richard Winer,4.1,12,English,,Bantam Books,0.0,16.99,1974.0,0553106880
metabooks_404720,"Wolf Willow: A History, a Story, and a Memory of the Last Plains Frontier (Penguin Twentieth-Century Classics)",Wallace Stegner,4.3,187,English,"Literature, Fiction, Genre Fiction",Penguin Classics,336.0,17.0,2000.0,0141185015
metabooks_404889,Witch,Barbara Michaels,4.5,408,English,"Literature, Fiction, Genre Fiction",Berkley,234.0,27.35,1989.0,0425118312
metabooks_405297,Triptych / Faithless,Karin Slaughter,4.5,7130,English,"Literature, Fiction, Genre Fiction",Dell,480.0,7.98,,0440242916
metabooks_405642,Dispatches,Michael Herr,4.5,2657,English,"Biographies, Memoirs, Leaders, Notable People",Vintage,272.0,15.95,,0679735259
metabooks_405685,Anastasia Krupnik,Lois Lowry,5.0,1,English,"Children's Books, Literature, Fiction",Skylark,114.0,14.09,,0553155342
metabooks_405709,The Case of the Disappearing Princess (The New Adventures of Mary-Kate & Ashley),Lisa Eisenberg,4.8,12,English,,Scholastic Paperbacks,85.0,,,0439060435
metabooks_405949,The Forest: A Novel,Edward Rutherfurd,4.4,2942,English,"Literature, Fiction, Genre Fiction",Ballantine Books,784.0,25.0,,0345441788
metabooks_406005,malice,Chris Wooding,4.4,184,English,"Teen, Young Adult, Science Fiction, Fantasy",Scholastic,,2.59,,1407103946
metabooks_406106,The Star Trek Encyclopedia,Michael Okuda,4.6,598,English,"Humor, Entertainment, Movies",Pocket Books,396.0,31.82,,0671869051
metabooks_406745,California Dreamers,Belinda Jones,4.4,81,English,,Hodder & Stoughton,,8.08,2011.0,0340994452
metabooks_407188,The Wine of Violence,James Morrow,4.3,22,English,"Science Fiction, Fantasy",Ace,319.0,4.5,1982.0,0441894410
metabooks_407865,The Return to the Kingdom of Fantasy (The Quest for Paradise),Geronimo Stilton,4.7,2315,English,"Children's Books, Animals",Scholastic Inc.,320.0,10.49,,0545253071
metabooks_408202,Gateways to Abomination,Matthew M. Bartlett,4.2,437,English,"Literature, Fiction, Genre Fiction",Createspace Independent Publishing Platform,133.0,7.99,,1500346721
metabooks_408274,Clippings from My Notebook,Corrie Ten Boom,4.6,51,English,"Religion, Spirituality",Thomas Nelson Inc,127.0,31.19,,0840741022
metabooks_408755,"LONGEST MEMORY, THE",Fred D'Aguiar,4.5,99,English,"Literature, Fiction, Contemporary",Vintage,144.0,9.0,,0099462214
metabooks_408786,Celebration: A Novel,Harry Crews,4.3,37,English,"Literature, Fiction, Humor, Satire",Simon & Schuster,272.0,15.99,1998.0,0684837587
metabooks_408887,Francesca's Party: A Novel,Patricia Scanlan,4.2,2576,English,"Literature, Fiction, Women's Fiction",Thomas Dunne Books,384.0,43.6,,0312301723
metabooks_410109,Nate (Rock Creek Six),Lori Handeland,4.6,162,English,"Romance, Historical",Zebra,352.0,1.95,2002.0,0821772759
metabooks_410403,Charlie Mike: A Novel,Leonard B. Scott,4.6,1194,English,"Literature, Fiction, Action, Adventure",Ballantine Books,432.0,,1988.0,0345344022
metabooks_410410,Free to Trade: A Novel of Suspense,Michael Ridpath,4.0,1038,English,"Literature, Fiction",Harpercollins,400.0,5.24,1995.0,0061093483
metabooks_410896,Come Winter,Evan Hunter,3.7,80,English,"Literature, Fiction, Literary",Signet,214.0,34.1,1974.0,0451058267
metabooks_411067,Dark Kiss (Nightwatchers),Michelle Rowen,4.2,175,English,"Teen, Young Adult, Science Fiction, Fantasy",Harlequin Teen,352.0,10.21,,0373210477
metabooks_411262,"Playing Partners: A Father, a Son, and Their Shared Addiction to Golf",George Peper,4.0,7,English,"Reference, Encyclopedias, Subject Guides",Grand Central Publishing,272.0,14.43,,0446527076
metabooks_411671,"Order of the Stick, Vol. 1: Dungeon Crawlin Fools",Rich Burlew,4.8,51,English,"Comics, Graphic Novels",Giant In The Playground,124.0,31.57,2005.0,0976658003
metabooks_411874,The Crowning Circle,J. R. Lankford,3.6,34,English,"Literature, Fiction, Genre Fiction",Xlibris Corp,388.0,,,0738830658
metabooks_413229,Unintended Consequences,John Ross,4.8,571,English,"Mystery, Thriller, Suspense, Thrillers",Accurate Press,863.0,80.0,1996.0,1888118040
metabooks_413236,Snakeroot: A Nightshade Novel,Andrea Cremer,4.6,267,English,"Teen, Young Adult, Literature, Fiction",Philomel Books,336.0,10.33,,0399164227
metabooks_413720,Inherit the Stars,James P. Hogan,4.7,97,English,"Science Fiction, Fantasy",Del Rey,220.0,22.5,,0345257049
metabooks_413872,A Farewell To Arms,Ernest Hemingway,4.3,8923,English,"Literature, Fiction, Genre Fiction",Random House Uk,304.0,12.06,1998.0,0099910101
metabooks_414067,Edgar Allan Poe: Complete Poems (Library of Classic Poets),Edgar Allan Poe,3.6,10,English,"Literature, Fiction, Poetry",Gramercy,128.0,5.97,2001.0,0517082454
metabooks_414222,Trash to Treasure: The Year's Best Creative Crafts,Anne Van Wagner Childs,4.5,33,English,"Crafts, Hobbies, Home, Crafts, Hobbies",Unkno,160.0,6.75,,157486078X
metabooks_414243,"Cerulean Sins (Anita Blake, Vampire Hunter, Book 11)",Laurell K. Hamilton,4.6,2500,English,"Literature, Fiction, Genre Fiction",Berkley,560.0,8.99,2004.0,0515136816
metabooks_414286,The Case of the Lucky Loser,Erle Stanley Gardner,4.6,368,English,"Mystery, Thriller, Suspense, Mystery",Fawcett,45.0,5.98,1990.0,034536497X
metabooks_414387,Lewis & Clark: The Journey of the Corps of Discovery: An Illustrated History,Ken Burns,4.7,167,English,"Biographies, Memoirs, Historical",Knopf,272.0,19.0,,0375706526
metabooks_414693,Woman of Destiny,Grandin K. Hammell,1.0,1,English,Romance,Zebra,,4.99,1981.0,0890837341
metabooks_414874,Wanting More: Challenge of Enjoyment in the Age of Addiction,Mark D. Chamberlain,4.2,21,English,Self-Help,Shadow Mountain,144.0,19.17,2000.0,1573458171
metabooks_415136,Into Temptation,Kathryn Smith,4.1,31,English,"Romance, Historical",Avon,384.0,16.98,2003.0,0060008121
metabooks_415422,With the Lightnings,David Drake,4.4,1714,English,"Literature, Fiction, Genre Fiction",Baen,416.0,8.55,1999.0,0671578189
metabooks_416045,Sweet Carolina (Heroines of the Golden West #1),Stephen A. Bly,4.8,8,English,"Literature, Fiction, Genre Fiction",Crossway Books,223.0,5.36,1998.0,0891079734
metabooks_416442,"Gone (Gone, 1)",Michael Grant,4.4,6231,English,"Teen, Young Adult, Science Fiction, Fantasy",Harperteen,576.0,14.07,,0061448761
metabooks_416671,The Bell Curve: Intelligence and Class Structure in American Life (A Free Press Paperbacks Book),Charles Murray,4.7,1623,English,"History, Americas",Free Press,912.0,22.99,,0684824299
metabooks_416706,Love Santa: A Different Kind of Christmas Story,Sharon Glassman,5.0,3,English,"Teen, Young Adult",Grand Central Publishing,112.0,2.95,2002.0,0446679453
metabooks_416907,Bronze Mystique,Barbara Delinsky,3.6,5,English,"Romance, Contemporary",Mira,,14.99,,1551664232
metabooks_417168,Earl'S Secret,Kathryn Jensen,4.0,3,English,"Romance, Contemporary",Silhouette,192.0,6.48,,0373763433
metabooks_417895,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,4.4,1558,English,"Politics, Social Sciences",Grove Press,272.0,9.99,,0802141676
metabooks_418255,"Dangerous Interfaces (Time Gate, Vol. 2)",Christopher Stasheff,3.0,1,English,"Literature, Fiction, United States",Baen,296.0,9.97,,0671720171
metabooks_418534,Jewel of Persia,Roseanna M. White,4.6,575,English,"Christian Books, Bibles, Literature, Fiction",Whitefire Printing,345.0,14.92,2011.0,0976544474
metabooks_418683,The Sum of All Fears,Tom Clancy,4.6,3630,English,"Literature, Fiction, Genre Fiction",G. P. Putnam,798.0,9.32,,0399136150
metabooks_418887,For Better For Worse,Penny Jordan,3.5,13,English,"Romance, Contemporary",Mira,538.0,2.99,1994.0,1551660083
metabooks_419233,The Fall of a Sparrow,Robert Hellenga,3.8,49,English,"Mystery, Thriller, Suspense, Thrillers",Scribner,460.0,,,0684850273
metabooks_419629,Harriet Tubman: Freedom's Trailblazer (Childhood of Famous Americans),Kathleen V. Kudlinski,4.6,39,English,"Children's Books, Literature, Fiction",Aladdin,192.0,,,0689848668
metabooks_420003,Cathedral: A Caldecott Honor Award Winner (Sandpiper),David MacAulay,4.7,351,English,"Arts, Photography, Architecture",Clarion Books,80.0,10.29,,0395316685
metabooks_420132,"The Body in the Woods: A Point Last Seen Mystery (Point Last Seen, 1)",April Henry,4.6,470,English,"Teen, Young Adult, Literature, Fiction",Henry Holt And Co.,272.0,14.27,,0805098526
metabooks_420434,Bite,Laurell K. Hamilton,4.3,388,English,"Literature, Fiction, Genre Fiction",Jove Books,297.0,,2004.0,051513970X
metabooks_420625,The Blood Oranges: A Novel (New Directions Paperbook),John Hawkes,3.7,22,English,"Mystery, Thriller, Suspense, Thrillers",New Directions,284.0,18.95,,0811200612
metabooks_422073,Heck: Where the Bad Kids Go,Dale E. Basye,4.4,144,English,"Children's Books, Growing Up, Facts of Life",Random House Books For Young Readers,304.0,,,0375840753
metabooks_422955,Beneath the Lake (Lake Lanier Mysteries),Casi McLean,4.6,180,English,"Romance, Time Travel","The Wild Rose Press, Inc. (Fantasy Rose)",398.0,17.99,2015.0,1509202838
metabooks_423299,Deceptions,Judith Michael,4.6,233,English,"Literature, Fiction",Pocket,,6.1,1985.0,0671557734
metabooks_423919,Tales of the Cthulhu Mythos: Stories,H.P. Lovecraft,4.6,157,English,"Literature, Fiction, Genre Fiction",Del Rey,480.0,17.0,,034542204X
metabooks_424011,Total Control,David Baldacci,4.5,22765,English,"Literature, Fiction, Action, Adventure",Vision,720.0,8.0,1997.0,0446604844
metabooks_424137,Illustrated Harley-Davidson Buyer's Guide (Motorbooks International Illustrated Buyer's Guide Series),Allan Girdler,5.0,7,English,"Engineering, Transportation, Automotive",Motorbooks Intl,160.0,26.96,,0879386347
metabooks_424295,Five Are Together Again,Enid Blyton,4.6,638,English,,Hodder Childrens,224.0,6.98,2001.0,0340796359
metabooks_424392,"Never A Dry Moment (Baby Blues Scrapbook, Book 17)",Rick Kirkman,4.8,30,English,"Comics, Graphic Novels, Comic Strips",Andrews Mcmeel Publishing,128.0,17.99,2003.0,0740733044
metabooks_424787,Voices from Chernobyl: The Oral History of a Nuclear Disaster,Svetlana Alexievich,4.7,2612,English,"History, Russia",Picador,256.0,27.71,,0312425848
metabooks_424929,A Treasury of African-American Christmas Stories (Volume II),Bettye Collier-Thomas,4.2,11,English,"Literature, Fiction, History, Criticism",Henry Holt & Co,262.0,40.21,,0805060456
metabooks_424950,"Death of a Macho Man (Hamish Macbeth Mysteries, No. 12)",M. C. Beaton,4.5,1066,English,"Mystery, Thriller, Suspense, Mystery",Grand Central Publishing,240.0,8.99,1997.0,0446403407
metabooks_425198,"The Ice Dragon (Dragon Knights, Book 3)",Bianca D'Arc,4.6,550,English,"Literature, Fiction, Erotica",Samhain Publishing,204.0,,2006.0,1599982870
metabooks_425267,"Battle Angel Alita, Vol. 8: Fallen Angel",Yukito Kishiro,4.8,197,English,"Teen, Young Adult, Literature, Fiction",Viz Media Llc,224.0,,,1569312435
metabooks_425880,The Fast Forward MBA in Marketing (Fast Forward MBA Series),Dallas Murphy,3.3,4,English,"Business, Money, Marketing, Sales",Wiley,288.0,26.48,,0471166162
