id,title,author,publish_year,publisher,isbn_clean
amazon_36991,The Varieties of Religious Experience: A Study in Human Nature (Penguin American Library),William James,1983,Penguin Books,0140390340
amazon_250306,Hollywood Hulk Hogan,Hulk Hogan,2002,WWE,0743456904
amazon_62246,Captain Kate,Carolyn Reeder,2000,HarperTrophy,0380796686
amazon_142251,Voyages of Doctor Dolittle (Yearling Newbery),Hugh Lofting,1988,Yearling Books,0440400023
amazon_190490,DK Handbooks: Cats,David Alderton,2000,Dorling Kindersley Publishing,1564580709
amazon_6339,Jack Anderson Presents the Young Astronauts (Young Astronauts),Rick North,1990,Zebra Books,0821730002
amazon_155324,Norton Anthology of Short Fiction: Sixth Shorter Edition,R. V. Cassill,2000,W.W. Norton &amp; Company,0393975096
amazon_98596,All good women,Valerie Miner,1987,Crossing Press,089594250X
amazon_23101,Any Way the Wind Blows,E. Lynn Harris,2001,Doubleday Books,0385495056
amazon_175701,My Paw Was a Great Dane,R.E. Rasmussen,2000,Quixote Press Publications,1571661972
amazon_31337,The Wolf's Chicken Stew,Keiko Kasza,1987,Putnam Publishing Group,0399214003
amazon_251918,Hegel: An Intellectual Biography,Horst Althaus,2000,Polity Press,0745617816
amazon_107946,The X-Files Lexicon: X-References from Anti-Walton to Zuni,N. E. Genge,1997,Quill,0380790238
amazon_159494,"The Universe in a Handkerchief: Lewis Carroll's Mathematical Recreations, Games, Puzzles, and Word Plays",Martin Gardner,1996,Copernicus Books,038794673X
amazon_263279,Shadows on the Aegean,Suzanne Frank,1998,Replica Books,044652090X
amazon_120677,Apricots on the Nile: A Memoir with Recipes,Colette Rossant,2002,Bloomsbury Publishing Plc,0747558167
amazon_172579,American Country Christmas,Mary Emmerling,1989,Clarkson N Potter Publishers,0517573865
amazon_107683,Alone with the Horrors,Ramsey Campbell,1994,Headline,0747243492
amazon_263464,The Sleep of Reason: Translated of : El Sueno De LA Razon (Contemporary Spanish Plays Series Volume 14),Antonio Buero Vallejo,1998,Estreno Plays,188846304X
amazon_17301,Tickled Pink: A Comic Novel,Rita Rudner,2002,Washington Square Press,0743442628
amazon_268224,The adding machine: Selected essays,William S Burroughs,1986,Distributed by H. Holt and Co,0805000003
amazon_120218,The Teeth of the Tiger,Tom Clancy,2004,Berkley Publishing Group,0425197409
amazon_29141,"Still Here: Embracing Aging, Changing, and Dying",Ram Dass,2001,Riverhead Books,1573228710
amazon_95955,"The Empire of Darkness : A Novel of Ancient Egypt (Jacq, Christian. Queen of Freedom Trilogy. Vol. 1.)",Christian Jacq,2003,Atria Books,0743476875
amazon_22348,Molly Donnelly,Jean Thesman,1994,Harpercollins Juvenile Books,0380722526
amazon_25317,"Paradise Kiss, Vol. 5",Ai Yazawa,2004,TokyoPop,1591822424
amazon_188055,Palomino,Elizabeth Jolley,1998,University of Queensland Pr (Australia),0702219487
amazon_15049,TUMBLING,Diane Mckinney-Whetstone,1997,Touchstone,0684837242
amazon_33928,Martin Chuzzlewit (Wordsworth Collection),Charles Dickens,1998,Wordsworth Editions Ltd,1853262056
amazon_37342,The Fear Place,Phyllis Reynolds Naylor,1994,Atheneum,0689318669
amazon_13341,Color Purple,Alice Walker,1983,Washington Square Press,0671526022
amazon_71998,Fantasma Della Porta Accanto :GOOSEBUMPS,R L Stine,0,Mondadori Italian,8804396180
amazon_223530,Inherit the Wind.,Jerome Lawrence,1998,Dramatists Play Service Inc,082220570X
amazon_96295,"Scribner Handbook for Writers, The",Robert Diyanni,1997,Prentice Hall,0205198384
amazon_205046,A Stone Bridge North: Reflections in a New Life,Kate Maloy,2002,Counterpoint Press,1582431450
amazon_86990,"Conceived in Liberty: Joshua Chamberlain, William Oates, and the American Civil War",Mark Perry,1999,Penguin Books,0140247971
amazon_226141,Seafire,John E. Gardner,1994,Putnam Pub Group,0399139389
amazon_167726,Bartlett's Book of Anecdotes,Andrã© Bernard,2000,"Little, Brown",0316082678
amazon_156175,"See You Later, Alligator: A Blackford Oakes Mystery (Blackford Oakes Novel)",Jr. William F. Buckley,1997,Cumberland House Publishing,1888952512
amazon_82872,An Eye for Winners: How I Built One of America's Greatest Direct-Mail Businesses,Lillian Vernon,1996,Harpercollins,088730818X
amazon_47876,"Black Pearls for Parents: Meditations, Affirmations, and Inspirations for African-American Parents",Eric V. Copage,1995,Quill Press,0688130984
amazon_4787,Scarfe Land,Gerald Scarfe,1990,Hamish Hamilton,0241130522
amazon_101628,Sword of Vengeance,Marc Olden,1990,Jove Books,0515103705
amazon_104161,Bookkeeping Made Simple (Made Simple),Louis W. Fields,1990,Made Simple Books,0385238827
amazon_198362,"The Kennedy Tapes: Inside the White House during the Cuban Missile Crisis, Concise Edition",Ernest R. May,2002,W.W. Norton &amp; Company,0393322599
amazon_111989,Death in Lacquer Red: A Hilda Johansson Mystery (Walker Mysteries),Jeanne M. Dams,1999,Walker &amp; Company,0802733298
amazon_239945,The First Partner: Hillary Rodham Clinton,Joyce Milton,1999,William Morrow &amp; Company,0688155014
amazon_115377,The Cartoonist's Workbook: Drawing * Writing Gags * Selling,Robin Hall,1997,Sterling Publishing,0806996730
amazon_252748,Mister St. John,Loren D. Estleman,1985,Fawcett Books,0449127176
amazon_261594,"The double-cross system in the war of 1939 to 1945,",J. C Masterman,1972,Yale University Press,0300014961
amazon_160997,Flesh and Blood,Michael Cunningham,1995,Farrar Straus &amp; Giroux,0374181136
amazon_202411,Joy of Cooking: All About Soups and Stews,Irma S. Rombauer,2000,Scribner,0743202104
amazon_109411,Backfield Package,Thomas J. Dygard,1992,HarperCollins,0688114717
amazon_244290,Through Europe at Four Knots: A Tale of Boating Mayhem and Family Adventure,Les  Horn,2000,International Marine/Ragged Mountain Press,0071361375
amazon_256995,French Revolutions : Cycling the Tour de France,Tim Moore,2002,St. Martin's Press,0312290454
amazon_165992,Milo and the Magical Stones,Marcus Pfister,1997,Nord-Sud Verlag,1558586822
amazon_181257,War Without End,D. Dobson Payne,1986,Hyperion Books,0245543546
amazon_83078,"SECRET AT SOLAIRE (NANCY DREW 111) : SECRET AT SOLAIRE (Nancy Drew Mystery Stories, No 111)",Carolyn Keene,1993,Aladdin,0671792970
amazon_47765,The Last Hostage (Last Hostage),John J. Nance,1998,St. Martin's Press,0312966393
amazon_234969,The One Year Book of Devotions for Men,Stuart Briscoe,2001,Tyndale House Publishers,0842319204
amazon_30987,Fatal Error,Mark Morris,2003,Pinnacle Books,0786015241
amazon_245191,A Christmas Carol,Charles Dickens,1983,Simon &amp; Schuster (J),0671455990
amazon_265554,Potpourris and Other Fragrant Delights,Jacqueline Heriteau,0,Penguin Putnam~mass,0140463208
amazon_54566,Mamista,Len Deighton,1991,Harpercollins,0060179368
amazon_87475,Necessary Madness,Jenn Crowell,1998,Warner Books,0446606065
amazon_240549,Wondrous Words: Writers and Writing in the Elementary Classroom,Katie Wood Ray,1999,National Council of Teachers of English,0814158161
amazon_238453,"Send In The Waco Killers: Essays on the Freedom Movement, 1993-1998",Vin Suprynowicz,1999,Mountain Media,0967025907
amazon_187641,Stanley Kubrick: A Biography,John Baxter,1997,Carroll &amp; Graf Publishers,0786704853
amazon_13700,Beowulf (Dover Thrift Editions),R. K. Gordon,1992,Dover Publications,0486272648
amazon_56442,"Book of God, The",Walter Jr. Wangerin,1998,Zondervan Publishing Company,0310220211
amazon_211393,Fossilized Customs,Lew White,2001,Strawberry Islands Inc.,0958435367
amazon_263843,The Human Zoo: A Zoologist's Classic Study of the Urban Animal (Kodansha Globe),Desmond Morris,1996,Kodansha Globe,1568361041
amazon_33508,Wicked Angel,Julia London,1999,Dell,0440226325
amazon_40612,1945 (Wing Commander),Newt Gingrich,1996,Baen,0671877399
amazon_218268,Todd Karr's Backyard Magic: Be a Magician! Use Things You Find in Your Own Backyard!,Todd Karr,1996,Scholastic Paperbacks (T),0590400215
amazon_27056,Cold Ridge,Carla Neggers,2003,Mira,1551666847
amazon_93949,The Massacre at Fall Creek,Jessamyn West,1975,Harcourt,0151578206
amazon_90119,The Hunting Sorrow,Christopher Treagus,2001,toExcel,0595011403
amazon_63914,Scottish Witchcraft: The History and Magick of the Picts (Llewellyn's Modern Witchcraft Series),Raymond Buckland,1991,Llewellyn Publications,0875420575
amazon_204226,"EDUCATION OF RICK GREEN, ESQUIRE",Harvey Sawikin,1995,Simon &amp; Schuster,0684803631
amazon_32047,Voice of the Heart,Barbara Taylor Bradford,1995,HarperTorch,0061008109
amazon_40747,The Miracles of Santo Fico: A Novel,Dennis L. Smith,2004,Warner Books,0446690368
amazon_168943,Confidentially Yours (Men at Work),Helen R. Myers,1998,Harlequin Books,0373810180
amazon_76687,The STEPSISTER 2 (FEAR STREET ) : THE STEPSISTER 2,R.L. Stine,1995,Simon Pulse,0671894269
amazon_157936,The Jewel That Was Ours (An Inspector Morse Mystery),Colin Dexter,1992,Random House Inc,0517588471
amazon_30270,Shakespeare: The Invention of the Human,Harold Bloom,1998,Riverhead Books,1573221201
amazon_88218,Arms of Nemesis : A Novel of Ancient Rome (Roma Sub Rosa),Steven Saylor,2001,St. Martin's Minotaur,0312978324
amazon_210088,"Eat, Drink, and Be Healthy: The Harvard Medical School Guide to Healthy Eating","M.D., Walter Willett",2001,Free Press,0684863375
amazon_268982,Blackwood's Daughter,Harriet La Barre,1992,Ivy Books,0804107971
amazon_147432,Maria Callas: An Intimate Biography,Anne Edwards,2001,St. Martin's Press,0312269862
amazon_81783,Wagon Train 911,Jamie Gilson,1996,HarperCollins Publishers,0688145507
amazon_147283,My American Adventure,Amy Burritt,1998,Zondervan,0310227941
amazon_141858,Every Good and Perfect Gift: A Novel,Brenda Jernigan,2001,Harmony Books,0609607901
amazon_250754,"Theatre, a Way of Seeing",Milly S. Barranger,1986,Wadsworth Publishing Company,0534056466
amazon_204702,The China Moon Cookbook,Barbara Tropp,1992,Workman Publishing,1563053152
amazon_238137,Wall Around a Star: The Saga of Cuckoo,"Frederik And Williamson, Jack Pohl",1983,Del Rey Books,0345289951
amazon_35923,Faith of My Fathers : A Family Memoir,John Mccain,2000,Perennial,0060957867
amazon_217255,"Chimney Rock Blues: A Tru North Mystery (Tru North Mystery/Janet Mcclellan, 4)",Janet Mcclellan,1999,Naiad Pr,156280233X
amazon_40493,Blue Death,Lillian O'Donnell,1998,Putnam Pub Group,039914367X
amazon_85472,Just Think: Nourish Your Mind to Feed Your Soul,Nancy J. Nordenson,2004,Baker Books,0801064562
amazon_135840,101 Ways to Get Away With Anything! (Malcolm in the Middle),Malcolm,2002,Scholastic,0439351324
amazon_21247,Sanya: My Life With Aleksandr Solzhenitsyn,Natalya Reshetovskaya,1975,Bobbs-Merrill Co,0672520885
amazon_126014,Lucifer's Shadow,David Hewson,2004,Delacorte Press,0385337949
amazon_133866,Walking the Rez Road,Jim Northrup,1993,Voyageur Pr,0896581810
amazon_160553,Stingray : The Lethal Tactics of the Sole Survivor,Peter Lance,2000,Cinema 21 Books,1885840039
amazon_109036,Arrow Pointing Nowhere,Elizabeth Daly,1983,Dell Publishing Company,0440100216
amazon_116830,Private Eyes: A Writer's Guide to Private Investigating (Howdunit Series),Hal Blythe,1993,Writer's Digest Books,0898795494
amazon_186617,The Cost of Living,Arundhati Roy,1999,Modern Library,0375756140
amazon_143502,Well-Remembered Days: Eoin O'Ceallaigh's Memoir of a Twentieth-Century Catholic Life,Arthur Mathews,2002,Trans-Atlantic Pubns,0330481142
amazon_30046,The Little Friend,Donna Tartt,2003,Vintage,1400031699
amazon_108558,"The Confusion (The Baroque Cycle, Vol. 2)",Neal Stephenson,2004,William Morrow &amp; Company,0060523867
amazon_13838,"Friends, Russians: Jackie-Cn",Hampton Howard,1989,St. Martin's Press,0312916671
amazon_86940,The 4:50 From Paddington (Previously title: What Mrs. McGillicuddy Saw!),Agatha Christie,1992,Harper Mass Market Paperbacks (Mm),0061003832
amazon_194182,Baseballs Great Moments 1982 E,Joseph L. Reichler,1988,Random House Value Publishing,0517371480
amazon_60784,The Mummy Awakes (Bullseye Chillers),Megan Stine,1993,Random House Children's Books,0679841938
amazon_250382,Once I was a princess,Jacqueline Gillespie,1995,Macmillan,0732908159
amazon_158311,AN ACCIDENTAL MP,Martin Bell,2001,Penguin Uk,0140293744
amazon_128445,Silver Nights (Avon Romance),Jane Feather,1999,Avon,0380755696
amazon_103881,Director's Cut : A Moses Wine Novel,Roger L. Simon,2003,Atria Books,0743458028
amazon_101255,"Pranks: Re/Search, No 11 (Re/Search, No. 11)",Andrea Juno,1987,V/Search,0940642107
amazon_114751,Chester the Worldly Pig,Bill Peet,1978,Houghton Mifflin,0395272718
amazon_85443,Tightening the Knot: Couple-Tested Ideas to Keep Your Marriage Strong,Susan Alexander Yates,1995,Navpress,0891099050
amazon_117376,Warblers of the Great Lakes Region and Eastern North America,Chris G. Earley,2003,Firefly Books Ltd,1552977099
amazon_185833,Sweet As My Revenge (Harlequin Presents),Susan Napier,1986,Harlequin,0373108850
amazon_106360,The Science in Science Fiction,Peter Nicholls,1983,Random House Inc,0394713648
amazon_223592,Tohuwabohu. Roman.,Tom Sharpe,2002,Goldmann,3442449154
amazon_213304,The Gate of Heavenly Peace: The Chinese and Their Revolution 1895-1980,Jonathan D. Spence,1982,Penguin Books,0140062793
amazon_227864,Ich fang noch mal zu leben an.,Diana Beate Hellmann,2003,LÃ?Â¼bbe,3404615247
amazon_266869,Basic Tagalog for Foreigners and Non-Tagalogs (Tuttle Language Library),Paraluman S. Aspillera,1993,Charles E. Tuttle Co.,0804819106
amazon_253427,Making Time Work For You,Harold L. Taylor,1998,Time Management Consultants,0968367003
amazon_138781,Fatherland,Robert Harris,1992,Random House Inc,0679412735
amazon_98871,Touching Moments,Steve Goodier,2001,Life Support System Publishing,1929664044
amazon_228724,Unsinkable: The Full Story of RMS Titanic,Daniel Allen Butler,1998,Stackpole Books,081171814X
amazon_86840,Cold Fear,Rick Mofina,2001,Pinnacle Books,0786012668
amazon_257699,Fingerprints : The Origins of Crime Dectection and the Murder Case That Launched Forensic Science,Colin Beavan,2001,Hyperion,0786866071
amazon_194120,"Shadows of Doom (Forgotten Realms:  The Shadow of the Avatar, Book 1)",Ed Greenwood,1995,Wizards of the Coast,0786903007
amazon_54887,His Share of Glory: The Complete Short Science Fiction of C.M. Kornbluth,C. M. Kornbluth,1997,Nesfa Press,0915368609
amazon_204282,"The Panic Attack, Anxiety and Phobia Solutions Handbook",Muriel Macfarlane,1995,United Research Publishers,188705300X
amazon_193670,Waiting for Godot (Samuel Beckett : the Video Series),Zero Mostel,1999,Applause Theatre &amp; Cinema Books,1557832854
amazon_220566,Come Before Christ and Murder Love,Stewart Home,1997,Serpent's Tail,185242575X
amazon_172641,Driving Myself Crazy: Misadventures of a Novice Golfer,Jessica Maxwell,2000,Bantam Books,0553107933
amazon_172264,All-of-a-Kind Family Downtown,Sydney Taylor,2001,Taylor Productions,0929093070
amazon_47948,Amelia Earhart: The Final Story,Vincent V. Loomis,1985,Random House Inc,0394531914
amazon_132177,Heart of Darkness and Other Tales (Oxford World's Classics),Joseph Conrad,2003,Oxford University Press,0192801724
amazon_79253,The Seventh Stone,Nancy Freedman,1993,New Amer Library,0451175204
amazon_120859,Necessary Measures (Healing Touch),Hannah Alexander,2002,Bethany House Publishers,0764225294
amazon_118957,Enfant De Sable,Tahar Ben Jelloun,0,Points French,2020238187
amazon_33970,Walking the Perfect Square: A Novel (Moe Prager Mysteries),Reed Farrell Coleman,2002,Permanent Press (NY),1579620396
amazon_90339,Thirty Days: On Retreat With the Exercises of St. Ignatius,Paul Mariani,2003,Penguin Books,0142196150
amazon_26126,"LA Connections : Power, Obsession, Murder, Revenge (L.A. Connections)",Jackie Collins,1999,Pocket,0671036645
amazon_64261,In God's Name,Sandy Eisenberg Sasso,1994,Jewish Lights Publishing,1879045265
amazon_89211,High Rhymes and Misdemeanors : A Poetic Death Mystery (Poetic Death Mystery),Diana Killian,2003,Pocket,0743466780
amazon_9831,Lost: A Novel,Gregory Maguire,2002,Regan Books,0060988649
amazon_89088,Hearts Victorious,Marian Edwards,1996,Zebra Books,0821753355
amazon_14110,The Narrative of the Captivity and Restoration of Mrs. Mary Rowlandson,Mary Rowlandson,1998,Trafalgar Square,0939218208
amazon_211685,Weekend (Point Paperback),Christopher Pike,1986,Scholastic Paperbacks,0590336371
amazon_198555,The Boogey Man (Fawcett Gold Medal Book),R. W. Battin,1984,Fawcett Books,0449124118
amazon_76593,The Incredible Worlds Of Wally Mcdoogle: #3 My Life As A Broken Bungee Cord,Bill Myers,1993,Thomas Nelson,0849934044
amazon_32592,State of Siege,Mike Mcquay,1994,Bantam Books,0553562924
amazon_228733,Light My Path For Women Illuminating Selections From The Bible,Jennifer Hahn,2002,Humble Creek,1586606433
amazon_53623,El tercer gemelo,Ken Follett,2000,Downtown Book Center Inc,9700508927
amazon_99704,Last of the Mohicans,James Fenimore Cooper,1962,Signet Book,0451514955
amazon_269296,Sweet Treason,Patricia Gaffney,2000,Dorchester Publishing Company,0843948027
amazon_225039,Planet Janet,Dyan Sheldon,2003,Candlewick Press (MA),0763620483
amazon_109121,Move on: Adventures in the Real World,Linda Ellerbee,1991,Putnam Pub Group,0399136231
amazon_151450,8 Plus 1,Robert Cormier,1991,Laure Leaf,0440208386
amazon_11166,OPEN AND SAY,A First Book,1996,IGC Australia (In Good Care),0861122488
amazon_74839,Humans (Neanderthal Parallax),Robert J. Sawyer,2003,Tor Books,0765346753
amazon_19655,Telling Lies: A Maggie Macgowen Mystery (Maggie Macgowen Mystery),Wendy Hornsby,1994,Onyx Books,0451403800
amazon_172087,Barefoot in the Park,Neil Simon,1964,Random House,0394405153
amazon_53135,"Love By Proxy (Men: Made In America) (Men Made in America, No 13)",Diana Palmer,1994,Silhouette,0373451636
amazon_69620,Good Benito,Alan Lightman,1996,Warner Books,0446671606
amazon_100808,Stark's Crusade,John G. Hemry,2002,Ace Books,0441009158
amazon_12441,My Blue Notebooks,Liane De Pougy,0,Quality Paperback Book Club,0965036022
amazon_50731,Complete Works of William Shakespeare,Spring Books,0,Spring Books,0600006042
amazon_174713,Your Work Matters to God,Doug Sherman,1987,Navpress Publishing Group,0891093729
amazon_39807,The Canterbury Papers : A Novel of Suspense,Judith Healey,2003,William Morrow,0060525355
amazon_61683,"Tara'S Child (Woman Of Mystery) (Harlequin Intrigue, No 340)",Susan Kearney,1995,Harlequin,0373223404
amazon_81104,The Borderland : A Novel of Texas,Edwin Shrake,2000,Hyperion,0786865792
amazon_44251,Breeders Box,Timothy Murphy,2003,Abacus,0349112363
amazon_96080,MEDICINE MEN,Alice Adams,1998,Washington Square Press,0671020676
amazon_9119,Kate Remembered,A. Scott Berg,2003,Putnam Publishing Group,0399151648
amazon_17650,Jamestown's American Portraits: Corn Raid: A Story of the Jamestown Settlement (Jamestown's American Portraits),James Lincoln Collier,2000,Jamestown Publishers,0809206196
amazon_179476,Beneath a Western Moon (Zebra Historical Romance),Rochelle Wayne,1998,Zebra Books,0821760017
amazon_216381,"Zandru's Forge (Clingfire Trilogy, Bk. 2)",Marion Zimmer Bradley,2004,Daw Books,0756401844
amazon_9849,Hush Money (Spenser Mysteries),Robert B. Parker,2000,Berkley Publishing Group,0425174018
amazon_40962,A Lexicon of Terror: Argentina and the Legacies of Torture,Marguerite Feitlowitz,1998,Oxford University Press,0195106350
amazon_188011,150 Most-Asked Questions About Menopause: What Women Really Want to Know,Ruth S. Jacobowitz,1993,Harpercollins,0688115616
amazon_68281,Pulse Points,Mary Lynn Baxter,2003,Mira,1551667312
amazon_47328,"Demetrios Virgin (Greek Tycoons) (Harlequin Presents, 2169)",David P. Jordan,2001,Harlequin,0373121695
amazon_260171,"Far To Go (Family Found) (Silhouette Special Edition No, 9862)",Gina Ferris,1993,Silhouette,0373098626
amazon_101820,Reach for Tomorrow,Clarke C.,1975,Not Avail,0345250370
amazon_143408,"Not A Marring Man (Harlequin Desire, No 678)",Dixie Browning,1991,Silhouette,0373056788
amazon_233551,"The Awakening (The Children of the Anarii, Book II)",Alii M. Bek,1998,Full Circle Press,0965154343
amazon_24019,Everything and the Moon,Julia Quinn,1997,Avon,0380789337
amazon_251433,Oxford Blood (Jemima Shore Mysteries),Antonia Fraser,1998,W. W. Norton &amp; Company,0393318249
amazon_257064,"Graphic Design Cookbook: Mix &amp; Match Recipes for Faster, Better Layouts",Leonard Koren,2001,Chronicle Books,0811831809
amazon_135605,Early Words,Richard Scarry,1976,Random House Children's Books,0394832388
amazon_146478,How to Use HTML &amp; XHTML,Gary Rebholz,2001,Sams,0672320312
amazon_268138,A Clue from the Grave,Irene Pence,2000,Pinnacle Books,0786013435
amazon_243128,Heart of War,Lucian K. Truscott,1997,Penguin USA,0525941177
amazon_124856,Peter's Quotations: Ideas for Our Time,Laurence J. Peter,1977,Harpercollins,0688032176
amazon_175233,Misterio De Salem's Lot,Stephen King,2001,Plaza y Janes,0609810863
amazon_16459,Outrageous Acts and Everyday Rebellions,Gloria Steinem,1987,Smithmark Pub,0030632366
amazon_184443,North to the Pole,Will Steger,1987,Random House Inc,0812917049
amazon_187025,Lois Hole's Vegetable Favorites (Lois Hole's Vegetable Favorites),Lois Hole,1996,Lone Pine Publishing,1551050722
amazon_32278,Dreaming Water,Gail Tsukiyama,2002,St. Martin's Press,0312206070
amazon_100508,The Executioner's Song,Norman Mailer,1979,Little Brown &amp; Co,0316544175
amazon_215184,High Tech Heretic: Reflections of a Computer Contrarian,Clifford Stoll,2000,Anchor Books/Doubleday,0385489765
amazon_254411,A Hole in Space,Larry Niven,1990,Del Rey Books,0345337778
amazon_37098,"Written In The Heart (Historical, 500)",Judith Stacy,2000,Harlequin,0373291000
amazon_24241,"Gates of Zion (Thoene, Bodie, Zion Chronicles, Bk. 1.)",Bodie Thoene,1986,Bethany House,0871238705
amazon_206816,"Once a Grand Duchess: Xenia, Sister of Nicholas II",John Van Der Kiste,2002,Sutton Publishing,0750927496
amazon_23137,Trump : The Art of the Deal,Donald J. Trump,1987,Random House,0394555287
amazon_255468,Pinocchio (Puffin Classics),Carlo Collodi,1985,Penguin USA,0140350373
amazon_50529,The Wasp Factory,Iain Banks,1984,Houghton Mifflin,0395362962
amazon_241294,Three Complete Novels/Brainchild/Nathaniel/the God Project: A New Collection of Three Complete Novels,John Saul,1995,Wings,0517123347
amazon_39354,The Curve of the World : A Novel,Marcus Stevens,2003,Washington Square Press,0743470826
amazon_17056,Valley Of The Far Side,Gary Larson,1985,Andrews McMeel Publishing,0836220676
amazon_143428,"Seneca (Colonization of America : White Indian, Book IX)",Donald Clayton Porter,1984,Bantam Books,0553239864
amazon_222995,Mandie and the Invisible Troublemaker (Mandie Book),Lois Gladys Leppard,1994,Bethany House,1556615108
amazon_118748,Favorite Celtic Fairy Tales (Dover Children's Thrift Classics),Joseph Jacobs,1995,Dover Publications,0486283526
amazon_65597,"Sea Nymph (Sirens Of The Sea) (American Historical Series, No 545)",Ruth Langan,2001,Harlequin,0373291450
amazon_271313,Star Trek: First Contact (Star Trek),J.M. Dillard,1997,Simon &amp; Schuster (Trade Division),0671015885
amazon_223000,No More Sad Refrains : The Life and Times of Sandy Denny,Clinton Heylin,2002,Consortium,1900924358
amazon_136277,In letzter Sekunde. Ein Jack- Reacher- Roman.,Lee Child,2003,Goldmann,344235577X
amazon_80885,Sleeping Beauty,Judith Ivory,1998,Avon,0380786451
amazon_94177,A Rumor of War,Philip Caputo,1995,Ballantine Books,0345331222
amazon_247868,Amazing Math Puzzles,Adam Hart-Davis,1998,Scholastic,0439210089
amazon_265097,"The Year's Best Fantasy &amp; Horror (Year's Best Fantasy and Horror, 13th Ed)",Ellen Datlow,2000,St. Martin's Press,0312262744
amazon_255951,They Called Me Teacher: Stories of Minnesota Country School Teachers and Students 1915-1960,Tom Melchior,1997,Melchior Publishing,0966161300
amazon_119631,Promise Me Tomorrow (Mira),Candace Camp,2000,Mira Books,1551666073
amazon_252706,Tamas: Winner of the Sahitya Award,Bhisham Sahni,2001,Penguin Books,0140114777
amazon_145835,The Third Daughter (The Mounties),Kathryn Fox,2001,Zebra Books,0821768468
amazon_203216,Time and chance: An autobiography,Peter Townsend,1978,Collins,0002118572
amazon_131139,A Forest of Kings : The Untold Story of the Ancient Maya,David Freidel,1992,Perennial,0688112048
amazon_75029,The Book on the Bookshelf,Henry Petroski,1999,Alfred A. Knopf,0375406492
amazon_11415,Silent Witness,Richard North Patterson,1997,Ballantine Books,0345404769
amazon_193140,The Bartered Bride,Mary Jo Putney,2004,Ballantine Books,0449003167
amazon_24510,Max,Howard Fast,1990,Dell Publishing Company,0440161061
amazon_231996,The Birth of the People's Republic of Antarctica: A Novel,John Calvin Batchelor,1995,Henry Holt &amp; Co,0805037861
amazon_74192,Brighton Beach Memoirs,Neil Simon,1995,Plume Books,0452275288
amazon_249565,Rachel and Her Children (R),Jonathan Kozol,1989,Fawcett Books,0499903390
amazon_153776,The Goda War,Jay D. Blakeney,1989,Ace Books,0441288553
amazon_68574,Fire and Ice: A Liam Campbell Mystery (Liam Campbell Mysteries (Paperback)),Dana Stabenow,1999,Signet Book,0451197704
amazon_144536,Scattered Poems (Pocket Poets),Jack Kerouac,1971,City Lights Publishers,0872860647
amazon_173686,Adventures of a Verbivore,Richard Lederer,1994,Pocket Books,0671709410
amazon_105219,The Frog Princess of Pelham,Ellen Conford,1997,Little Brown and Company,0316152463
amazon_118719,The Third World War,John Hackett,1980,Berkley Publishing Group,0425044777
amazon_16381,BATTLESTATIONS 31 (Star Trek (Numbered Paperback)),Diane L. Carey,1986,Star Trek,0671632671
amazon_147227,Creating Wealth,Robert G. Allen,1983,Simon &amp; Schuster,0671442813
amazon_49984,!Yo!,Julia Alvarez,1997,Plume Books,0452279186
amazon_114173,Built from Scratch: How a Couple of Regular Guys Grew the Home Depot from Nothing to $30 Billion,Bernie Marcus,1999,Times Books,0812930584
amazon_141102,Migrations to Solitude,Sue Halpern,1992,Pantheon Books,0679407774
amazon_217395,The Kennedy Men : 1901-1963,Laurence Leamer,2002,Perennial,0060502886
amazon_253189,Merry Christmas With Love (Cherished Moments),Brownlow,1995,Brownlow Publishing Company,1570510229
amazon_169027,"The Day the Dog Said, \Cock-A-Doodle Doo!\"" (Hello Reader! (DO NOT USE, please choose level and binding))""",David M. Mcphail,1997,Cartwheel Books,0590738879
amazon_89253,Shadows on the Koyukuk: An Alaskan Native's Life Along the River,Sidney Huntington,1993,Alaska Northwest Books,088240427X
amazon_56315,Cloudcastle (Love Spell),Nan Ryan,1999,Love Spell,0505523108
amazon_2807,"The Feel of Silence (Health, Society, and Policy)",Bonnie Poitras Tucker,1995,Temple University Press,1566393523
amazon_99271,Current Affairs,Barbara Raskin,1990,Random House Inc,0394579941
amazon_192979,The Rough Guide to San Francisco (San Francisco (Rough Guides)),Deborah Bosley,2000,Rough Guides Limited,1858285267
amazon_26809,Crashing Down,Meg O'Brien,1999,Mira,1551665166
amazon_270955,Naked Prey,John Sandford,2003,Putnam Berkley Audio,0399150684
amazon_172519,"Cracked Classics #2: Mississippi River Blues : The Adventures of Tom Sawyer (Cracked Classics, 2)",Tony Abbott,2002,Volo,0786813253
amazon_18716,The Collected Stories of Eudora Welty,Eudora Welty,1982,Harvest Books,0156189216
amazon_23226,A Little Love,C. C. Medina,2000,Warner Books,0446524484
amazon_103932,The Same Old Song (Disney's the Little Mermaid),Marilyn Kaye,1992,Disney Pr,1562822497
amazon_266868,How the Leopard Changed Its Spots : The Evolution of Complexity,Brian Goodwin,2001,Princeton University Press,0691088098
amazon_215495,Catcher in the Wry,Bob Uecker,1983,Jove Books,0515072540
amazon_43720,Bad Love,Jonathan Kellerman,2003,Ballantine Books,0345460723
amazon_212654,Dark Wind: A Survivor's Tale of Love and Loss,Gordon Chaplin,2000,Plume Books,0452281822
