label,pair,score,bucket,rule,geo_m,sim_name,sim_cat,id_a,id_b,kaggle380k_id_a,uber_eats_id_b,source_a,source_b,name_a,name_b,name_norm_a,name_norm_b,address_line1_a,address_line1_b,street_a,street_b,house_number_a,house_number_b,city_a,city_b,state_a,state_b,postal_code_a,postal_code_b,latitude_a,latitude_b,longitude_a,longitude_b,categories_a,categories_b,phone_e164_a,phone_e164_b,phone_raw_a,phone_raw_b
,df1_vs_df2,0.6894733437821586,mid,geo,54.1,0.7777777777777778,0.0,kaggle380k-295165,uber_eats-03410,,,kaggle_380k,uber_eats,Chicken Palace,Chicken Palace (Kenosha),chicken palace,chicken palace kenosha,,,52nd St,52nd Street,3907,3907,Kenosha,Kenosha,WI,WI,53144,53144,42.5876338,42.58812,-87.8561675,-87.85619,['Mexican restaurant'],['Mexican' 'Tacos'],,,,
,df1_vs_df2,0.6942078111324317,mid,addr_zip_or_citystate,173.6,0.9090909090909091,0.0,kaggle380k-283730,uber_eats-09282,,,kaggle_380k,uber_eats,Solarium Kitchen & Bar,Solarium Kitchen &amp; Bar,solarium kitchen bar,solarium kitchen amp bar,,,,,,,Bellevue,Bellevue,WA,WA,98004,98004,47.6069139,47.608203,-122.1888214,-122.190127,['Restaurant' 'Bar' 'Bar & grill'],['American' 'Asian' 'Salads' 'Allergy Friendly'],,,,
,df1_vs_df2,0.6650111033191195,mid,addr_zip_or_citystate,93.0,0.7555555555555555,0.0,kaggle380k-303037,uber_eats-00789,,,kaggle_380k,uber_eats,Surin of Thailand,Surin of Thailand - Huntsville,surin of thailand,surin of thailand huntsville,,,,,,,Huntsville,Huntsville,AL,AL,35802,35802,34.6900804,34.6902522,-86.5753219,-86.5763177,['Thai restaurant' 'Sushi restaurant'],['Thai' 'Asian' 'Noodles' 'Family Friendly'],,,,
,df1_vs_df2,0.6647955734716697,mid,geo,54.4,0.7164179104477612,0.0,kaggle380k-359730,uber_eats-34333,,,kaggle_380k,uber_eats,Picoso's Mexican Kitchen,Picoso's Mexican Kitchen (7611 Milwaukee Ave),picoso s mexican kitchen,picoso s mexican kitchen 7611 milwaukee ave,,,Milwaukee Ave,Milwaukee Ave,7611,7611,Lubbock,Lubbock,TX,TX,79424,79424,33.524874,33.52536,-101.95639,-101.95646,['Restaurant' 'Caterer' 'Event venue' 'Tex-Mex restaurant'],['Mexican' 'Latin American' 'New Mexican'],,,,
,df1_vs_df2,0.7510238104146896,mid,addr_zip_or_citystate,55.8,0.9333333333333333,0.0,kaggle380k-306187,uber_eats-08095,,,kaggle_380k,uber_eats,Tasty Curry Restaurant & Pizza,TASTY CURRY RESTAURANT AND PIZZA,tasty curry restaurant pizza,tasty curry restaurant and pizza,,,,,,,Everett,Everett,WA,WA,98204,98204,47.8806061,47.88079,-122.2394542,-122.24015,['Indian restaurant'],['Indian' 'Asian' 'Chicken'],,,,
,df1_vs_df2,0.6650111033191195,mid,addr_zip_or_citystate,93.0,0.7555555555555555,0.0,kaggle380k-132496,uber_eats-00789,,,kaggle_380k,uber_eats,Surin of Thailand,Surin of Thailand - Huntsville,surin of thailand,surin of thailand huntsville,,,,,,,Huntsville,Huntsville,AL,AL,35802,35802,34.6900804,34.6902522,-86.5753219,-86.5763177,['Thai restaurant' 'Sushi restaurant'],['Thai' 'Asian' 'Noodles' 'Family Friendly'],,,,
,df1_vs_df2,0.7531235564407899,mid,addr_zip_or_citystate,60.0,0.9428571428571428,0.0,kaggle380k-135701,uber_eats-62117,,,kaggle_380k,uber_eats,Campo Azul Mexican Restaurant & Bar,Campo Azul Mexican Restaurant &amp; Bar,campo azul mexican restaurant bar,campo azul mexican restaurant amp bar,,,,,,,Odessa,Odessa,TX,TX,79761,79761,31.8745956,31.87504,-102.3467213,-102.34636,['Mexican restaurant'],['Mexican' 'Latin American' 'New Mexican'],,,,
,df1_vs_df2,0.6374223187454868,mid,addr_zip_or_citystate,182.6,0.7761194029850746,0.0,kaggle380k-349681,uber_eats-16098,,,kaggle_380k,uber_eats,The Original Pancake House,The Original Pancake House- 3717 Plaza Way,the original pancake house,the original pancake house 3717 plaza way,,,,,,,,,,,99337,99338,46.1763053,46.1779054,-119.1888318,-119.189363,['Breakfast restaurant' 'Pancake restaurant' 'Restaurant'],['American' 'Comfort Food' 'Breakfast and Brunch'],,,,
,df1_vs_df2,0.657847039109647,mid,addr_zip_or_citystate,69.7,0.7142857142857143,0.0,kaggle380k-310947,uber_eats-06145,,,kaggle_380k,uber_eats,Perkins Restaurant & Bakery,Perkins Restaurant &amp; Bakery (680 National Rd),perkins restaurant bakery,perkins restaurant amp bakery 680 national rd,,,,,,,Wheeling,Wheeling,WV,WV,26003,26003,40.0745064,40.0746891,-80.7021225,-80.7029057,"['Restaurant' 'American restaurant' 'Bakery' 'Breakfast restaurant'
 'Brunch restaurant' 'Diner' 'Family restaurant']",['Burgers' 'American' 'Sandwiches' 'Family Meals'],,,,
,df1_vs_df2,0.6681914262371509,mid,addr_zip_or_citystate,83.1,0.7536231884057971,0.0,kaggle380k-151341,uber_eats-05413,,,kaggle_380k,uber_eats,Rocky Rococo Pizza and Pasta,Rocky Rococo Pizza &amp; Pasta (Oakwood Mall),rocky rococo pizza and pasta,rocky rococo pizza amp pasta oakwood mall,,,,,,,Eau Claire,Eau Claire,WI,WI,54701,54701,44.7751145,44.77526,-91.4420532,-91.44102,['Pizza restaurant' 'Italian restaurant' 'Restaurant'],['Pizza' 'American' 'Italian'],,,,
,df1_vs_df2,0.7487084322279665,mid,geo,61.6,0.9333333333333333,0.0,kaggle380k-269261,uber_eats-51598,,,kaggle_380k,uber_eats,MackyÃ­s Kitchen,Mackys kitchen,mackyã s kitchen,mackys kitchen,,,Minonite Rd,Minonite Rd,1636,1636,Rosenberg,Rosenberg,,TX,,77469,29.5254586,29.52507,-95.7524032,-95.75195,['nan'],['Chinese' 'Asian' 'Asian Fusion'],,,,
,df1_vs_df2,0.6736829578345369,mid,geo,50.5,0.7346938775510204,0.0,kaggle380k-146441,uber_eats-31823,,,kaggle_380k,uber_eats,Jersey Mike's Subs,Jersey Mike's Subs (1129 W 400 S),jersey mike s subs,jersey mike s subs 1129 w 400 s,,,W 400 S,W 400 S,1129,1129,Springville,Springville,UT,UT,84663,84663,40.160616,40.16107,-111.6306026,-111.63061,"['Sandwich shop' 'Caterer' 'Deli' 'Fast food restaurant'
 'Takeout restaurant']",['Sandwich' 'American'],,,,
,df1_vs_df2,0.6441661199051754,mid,addr_zip_or_citystate,92.3,0.7027027027027027,0.0,kaggle380k-315495,uber_eats-23230,,,kaggle_380k,uber_eats,Shalimar Charcoal kabab,Shalimar Kabob,shalimar charcoal kabab,shalimar kabob,,,,,,,Sterling,Sterling,VA,VA,20166,20166,38.9777461,38.976935,-77.4086718,-77.4088981,"['Pakistani restaurant' 'Halal restaurant' 'Indian restaurant'
 'Kebab shop' 'Punjabi restaurant']",['Halal' 'Middle Eastern' 'Exclusive to Eats'],,,,
,df1_vs_df2,0.743095925550076,mid,addr_zip_or_citystate,77.7,0.9354838709677419,0.0,kaggle380k-126850,uber_eats-57819,,,kaggle_380k,uber_eats,Masa Sushi Bar & Japanese Grill,Masa Sushi Bar &amp; Japanese Grill,masa sushi bar japanese grill,masa sushi bar amp japanese grill,,,,,,,San Angelo,San Angelo,TX,TX,76901,76901,31.4340981,31.43385,-100.4970939,-100.49786,['Sushi restaurant' 'Japanese restaurant'],['Sushi' 'Asian' 'Japanese' 'Allergy Friendly'],,,,
,df1_vs_df2,0.7424398060944598,mid,addr_zip_or_citystate,123.2,0.9459459459459459,0.06666666666666667,kaggle380k-132438,uber_eats-52913,,,kaggle_380k,uber_eats,Kenny & Ziggy's New York Delicatessen,Kenny &amp; Ziggy's New York Delicatessen,kenny ziggy s new york delicatessen,kenny amp ziggy s new york delicatessen,,,,,,,Houston,Houston,TX,TX,77056,77056-3801,29.7482777,29.74827,-95.4597441,-95.46102,"['Deli' 'Breakfast restaurant' 'Takeout restaurant' 'Restaurant'
 'Sandwich shop']","['Deli' 'Sandwiches' 'Soup' 'Salads' 'Seafood' 'Bagels' 'Burgers'
 'Chicken' 'Desserts' 'Coffee and Tea' 'Kids Friendly']",,,,
,df1_vs_df2,0.7051244531074465,mid,geo,56.9,0.819672131147541,0.0,kaggle380k-140268,uber_eats-25643,,,kaggle_380k,uber_eats,La Parrilla Mexican Grill,La Parrilla Mexican Grill (Cedar Road),la parrilla mexican grill,la parrilla mexican grill cedar road,,,,Cedar Rd,,1501,Chesapeake,Chesapeake,VA,VA,23322,23322,36.7246336,36.72512,-76.2968769,-76.29668,"['Mexican restaurant' 'Bar & grill' 'Family restaurant'
 'Tex-Mex restaurant']",['Mexican' 'Latin American' 'New Mexican' 'Burritos' 'Tacos'],,,,
,df1_vs_df2,0.6982268430292703,mid,addr_zip_or_citystate,195.6,0.9411764705882353,0.0,kaggle380k-133037,uber_eats-62340,,,kaggle_380k,uber_eats,Hunan Restaurant,Hunan’s Restaurant,hunan restaurant,hunan s restaurant,,,,,,,Killeen,Killeen,TX,TX,76541,76541,31.1133018,31.11266,-97.7482331,-97.74632,['Chinese restaurant' 'Meal delivery'],['Chinese' 'Asian' 'Asian Fusion'],,,,
,df1_vs_df2,0.7236356694585864,mid,addr_zip_or_citystate,114.0,0.9230769230769231,0.0,kaggle380k-147009,uber_eats-43692,,,kaggle_380k,uber_eats,Taste of India Bar & Grill,Taste of india bar &amp; grill,taste of india bar grill,taste of india bar amp grill,,,,,,,Texarkana,Texarkana,TX,TX,75503,75503,33.4543914,33.45438,-94.0981686,-94.09694,['Indian restaurant'],['Indian' 'Vegetarian' 'Asian'],,,,
,df1_vs_df2,0.6374223187454868,mid,addr_zip_or_citystate,182.6,0.7761194029850746,0.0,kaggle380k-141829,uber_eats-16098,,,kaggle_380k,uber_eats,The Original Pancake House,The Original Pancake House- 3717 Plaza Way,the original pancake house,the original pancake house 3717 plaza way,,,,,,,,,,,99337,99338,46.1763053,46.1779054,-119.1888318,-119.189363,['Breakfast restaurant' 'Pancake restaurant' 'Restaurant'],['American' 'Comfort Food' 'Breakfast and Brunch'],,,,
,df1_vs_df2,0.7512267040216449,mid,addr_zip_or_citystate,63.1,0.9411764705882353,0.0,kaggle380k-252478,uber_eats-09727,,,kaggle_380k,uber_eats,Lee's Tahitian Restaurant & Lounge,Lee's Tahitian Restaurant &amp; Lounge,lee s tahitian restaurant lounge,lee s tahitian restaurant amp lounge,,,,,,,Pasco,Pasco,WA,WA,99301,99301,46.231616,46.231582,-119.126875,-119.127694,['Chinese restaurant' 'Bar' 'Lounge'],['Chinese' 'Bar Food' 'Family Meals'],,,,
,df1_vs_df2,0.6977564632526116,mid,addr_zip_or_citystate,81.7,0.8260869565217391,0.0,kaggle380k-200636,uber_eats-33195,,,kaggle_380k,uber_eats,Jimmy's Big Burgers,Jimmy's Big Burgers (Garland),jimmy s big burgers,jimmy s big burgers garland,,,,,,,Garland,Garland,TX,TX,75041,75041,32.8633091,32.8639,-96.6501002,-96.65062,['Hamburger restaurant'],['Burgers' 'American' 'Sandwiches'],,,,
,df1_vs_df2,0.743095925550076,mid,addr_zip_or_citystate,77.7,0.9354838709677419,0.0,kaggle380k-210003,uber_eats-57819,,,kaggle_380k,uber_eats,Masa Sushi Bar & Japanese Grill,Masa Sushi Bar &amp; Japanese Grill,masa sushi bar japanese grill,masa sushi bar amp japanese grill,,,,,,,San Angelo,San Angelo,TX,TX,76901,76901,31.4340981,31.43385,-100.4970939,-100.49786,['Sushi restaurant' 'Japanese restaurant'],['Sushi' 'Asian' 'Japanese' 'Allergy Friendly'],,,,
,df1_vs_df2,0.674150535741116,mid,geo,86.1,0.7714285714285715,0.0,kaggle380k-126715,uber_eats-58120,,,kaggle_380k,uber_eats,Haystack Burgers and Barley,Haystack Burgers and Barley (S. Central Suite),haystack burgers and barley,haystack burgers and barley s central suite,,,S Central Expy,S Central Expy,100,100,Richardson,Richardson,TX,TX,75080,75080,32.949101,32.94949860000001,-96.7383146,-96.7375234,['Hamburger restaurant' 'Restaurant'],['Burgers' 'Sandwich' 'American' 'New American'],,,,
,df1_vs_df2,0.6298659336024877,mid,addr_zip_or_citystate,145.3,0.72,0.0,kaggle380k-363293,uber_eats-25365,,,kaggle_380k,uber_eats,Eastern Restaurant,Eastern Restaurant (5215 Plaza Dr),eastern restaurant,eastern restaurant 5215 plaza dr,,,,,,,Hopewell,Hopewell,VA,VA,23860,23860,37.2611137,37.26089,-77.329548,-77.32793,['Chinese restaurant' 'Asian restaurant' 'Meal delivery'],['Chinese' 'Asian' 'Asian Fusion'],,,,
,df1_vs_df2,0.655005322215923,mid,addr_zip_or_citystate,82.5,0.72,0.0,kaggle380k-141566,uber_eats-25377,,,kaggle_380k,uber_eats,GRILL Colonial Italian Restaurant,Colonial Italian Restaurant (2510 Boulevard),grill colonial italian restaurant,colonial italian restaurant 2510 boulevard,,,,,,,Colonial Heights,Colonial Heights,VA,VA,23834,23834,37.2634647,37.26418,-77.412057,-77.41181,['Italian restaurant' 'Pizza restaurant' 'Restaurant'],['Pizza' 'American' 'Italian'],,,,
,df1_vs_df2,0.664941029583072,mid,addr_zip_or_citystate,64.9,0.7272727272727273,0.0,kaggle380k-087395,uber_eats-09227,,,kaggle_380k,uber_eats,Sam's Tavern,Sam's Tavern (Bellevue),sam s tavern,sam s tavern bellevue,,,,,,,Bellevue,Bellevue,WA,WA,98004,98004,47.618303,47.6188861,-122.1965378,-122.1965814,['Hamburger restaurant' 'Bar'],['Burgers' 'American' 'Sandwiches'],,,,
,df1_vs_df2,0.7111978155749709,mid,addr_zip_or_citystate,85.2,0.8631578947368421,0.0,kaggle380k-301254,uber_eats-24613,,,kaggle_380k,uber_eats,Nino's Italian Delight Subs & Pizza Express,Nino's Italian Delight Subs &amp; Pizza Express (Richmond),nino s italian delight subs pizza express,nino s italian delight subs amp pizza express richmond,,,,,,,Richmond,Richmond,VA,VA,23235,23235,37.5486195,37.5489008,-77.5717719,-77.5708734,['Pizza restaurant' 'Italian restaurant'],['Pizza' 'Sandwich'],,,,
,df1_vs_df2,0.657847039109647,mid,addr_zip_or_citystate,69.7,0.7142857142857143,0.0,kaggle380k-150747,uber_eats-06145,,,kaggle_380k,uber_eats,Perkins Restaurant & Bakery,Perkins Restaurant &amp; Bakery (680 National Rd),perkins restaurant bakery,perkins restaurant amp bakery 680 national rd,,,,,,,Wheeling,Wheeling,WV,WV,26003,26003,40.0745064,40.0746891,-80.7021225,-80.7029057,"['Restaurant' 'American restaurant' 'Bakery' 'Breakfast restaurant'
 'Brunch restaurant' 'Diner' 'Family restaurant']",['Burgers' 'American' 'Sandwiches' 'Family Meals'],,,,
,df1_vs_df2,0.660847407861233,mid,geo,62.2,0.7142857142857143,0.0,kaggle380k-376137,uber_eats-01905,,,kaggle_380k,uber_eats,Chubbys Cheesesteaks Brookfield,Chubby's Pizza (Brookfield),chubbys cheesesteaks brookfield,chubby s pizza brookfield,,,N 124th St,North 124th St,3845,3845,Brookfield,Brookfield,WI,WI,53005,53005,43.0867623,43.08652,-88.0672699,-88.06658,['Cheesesteak restaurant' 'American restaurant'],['Sandwiches' 'American' 'Healthy'],,,,
,df1_vs_df2,0.7099608555917363,mid,geo,73.6,0.8484848484848485,0.0,kaggle380k-289509,uber_eats-32047,,,kaggle_380k,uber_eats,Teriyaki Grill - Lehi,Teriyaki Grill,teriyaki grill lehi,teriyaki grill,,,Digital Dr,N Digital Dr,3370,3370,Lehi,Lehi,UT,UT,84043,84043,40.4298738,40.4304692,-111.8858416,-111.886221,"['Asian fusion restaurant' 'Grill' 'Fast food restaurant'
 'Japanese restaurant']","['Japanese' 'Sushi' 'Asian' 'Family Meals' 'Kids Friendly'
 'Vegetarian Friendly' 'Healthy']",,,,
,df1_vs_df2,0.6744715595714617,mid,addr_zip_or_citystate,80.5,0.7666666666666667,0.0,kaggle380k-347237,uber_eats-22182,,,kaggle_380k,uber_eats,Brazza Steaks on Stakes - Carne en Vara,Brazza Steaks on Stakes,brazza steaks on stakes carne en vara,brazza steaks on stakes,,,,,,,Sterling,Sterling,VA,VA,20164,20164,39.014933,39.01564,-77.3781098,-77.37791,['Venezuelan restaurant' 'Latin American restaurant' 'Steak house'],['Steak' 'Sandwich' 'Salads' 'Brazilian' 'Venezuelan'],,,,
,df1_vs_df2,0.6672275476160316,mid,addr_zip_or_citystate,141.5,0.8095238095238095,0.0,kaggle380k-149947,uber_eats-06886,,,kaggle_380k,uber_eats,Great Chinese Buffet,New Great China Buffet,great chinese buffet,new great china buffet,,,,,,,Moundsville,Moundsville,WV,WV,26041,26041-2315,39.9122694,39.91307,-80.7461611,-80.74745,['Chinese restaurant' 'Buffet restaurant'],['Chinese' 'Asian' 'Asian Fusion'],,,,
,df1_vs_df2,0.7339707114596421,mid,geo,65.1,0.9,0.0,kaggle380k-152832,uber_eats-04313,,,kaggle_380k,uber_eats,Acapulco Bar-Grill,Acapulco Bar &amp; Grill Inc,acapulco bar grill,acapulco bar amp grill,,,Selch Ave,Selch Rd,37885,37885,Prairie du Chien,Prairie Du Chien,WI,WI,53821,53821,43.019312,43.01884,-91.1110132,-91.11054,"['Mexican restaurant' 'American restaurant' 'Bar & grill' 'Caterer'
 'Restaurant' 'Tex-Mex restaurant']",['Mexican' 'Latin American' 'New Mexican'],,,,
,df1_vs_df2,0.645148958666069,mid,addr_zip_or_citystate,162.6,0.7755102040816326,0.0,kaggle380k-211352,uber_eats-33809,,,kaggle_380k,uber_eats,Poor Richard's Cafe,Poor Richard's Cafe (2442 K Ave),poor richard s cafe,poor richard s cafe 2442 k ave,,,,,,,Plano,Plano,TX,TX,75074,75074,33.0306493,33.02999,-96.6973427,-96.6989,['Breakfast restaurant'],['Burgers' 'American' 'Sandwiches'],,,,
,df1_vs_df2,0.7484042344891393,mid,name_zip,70.2,0.9411764705882353,0.0,kaggle380k-375918,uber_eats-00977,,,kaggle_380k,uber_eats,Simmons' Barbecue,Simmons Bar-Be-Cue,simmons barbecue,simmons bar be cue,,,Gilbreath St,Gilbreath Street,2200,2200,Guntersville,Guntersville,AL,AL,35976,35976,34.3479692,34.3486,-86.30299,-86.30301,['Barbecue restaurant'],['BBQ' 'American' 'Burgers'],,,,
,df1_vs_df2,0.669482487041982,mid,geo,69.2,0.7428571428571429,0.0,kaggle380k-139975,uber_eats-32588,,,kaggle_380k,uber_eats,The Hub Pizza Co.,The Hub Pizza &amp; More,the hub pizza,the hub pizza amp more,,,N Main St,N Main St,2002,2002,Cedar City,Cedar City,UT,UT,84721,84721,37.7139521,37.71369,-113.0596971,-113.06041,['Pizza restaurant'],['Pizza' 'American' 'Italian'],,,,
,df1_vs_df2,0.7093033707907297,mid,addr_zip_or_citystate,131.5,0.9047619047619048,0.0,kaggle380k-220776,uber_eats-54095,,,kaggle_380k,uber_eats,Peak Restaurant & Bar,Peak Restaurant &amp; Bar,peak restaurant bar,peak restaurant amp bar,,,,,,,Irving,Irving,TX,TX,75062,75062,32.8402629,32.8395174,-96.9918299,-96.9907372,"['Restaurant' 'Indian restaurant' 'Nepalese restaurant'
 'Southeast Asian restaurant' 'Sports bar']",['Chicken' 'Indian' 'Tibetan' 'Nepalese'],,,,
,df1_vs_df2,0.6736829578345369,mid,geo,50.5,0.7346938775510204,0.0,kaggle380k-377150,uber_eats-31823,,,kaggle_380k,uber_eats,Jersey Mike's Subs,Jersey Mike's Subs (1129 W 400 S),jersey mike s subs,jersey mike s subs 1129 w 400 s,,,W 400 S,W 400 S,1129,1129,Springville,Springville,UT,UT,84663,84663,40.160616,40.16107,-111.6306026,-111.63061,"['Sandwich shop' 'Caterer' 'Deli' 'Fast food restaurant'
 'Takeout restaurant']",['Sandwich' 'American'],,,,
,df1_vs_df2,0.7116398640982196,mid,addr_zip_or_citystate,59.6,0.8387096774193549,0.0,kaggle380k-143991,uber_eats-31453,,,kaggle_380k,uber_eats,Tamashi Ramen(Orem),Tamashi Ramen,tamashi ramen orem,tamashi ramen,,,,,,,Orem,Orem,UT,UT,84058,84058,40.2720695,40.272211,-111.6900587,-111.689381,['Restaurant' 'Asian restaurant' 'Ramen restaurant' 'Sushi restaurant'],['Asian' 'Ramen' 'Japanese'],,,,
,df1_vs_df2,0.6681914262371509,mid,addr_zip_or_citystate,83.1,0.7536231884057971,0.0,kaggle380k-290563,uber_eats-05413,,,kaggle_380k,uber_eats,Rocky Rococo Pizza and Pasta,Rocky Rococo Pizza &amp; Pasta (Oakwood Mall),rocky rococo pizza and pasta,rocky rococo pizza amp pasta oakwood mall,,,,,,,Eau Claire,Eau Claire,WI,WI,54701,54701,44.7751145,44.77526,-91.4420532,-91.44102,['Pizza restaurant' 'Italian restaurant' 'Restaurant'],['Pizza' 'American' 'Italian'],,,,
,df1_vs_df2,0.7119441623436077,mid,geo,53.5,0.8333333333333334,0.0,kaggle380k-344593,uber_eats-07597,,,kaggle_380k,uber_eats,Ninoâ€šÃ„Ã´s Mexican Grill,Nino's Mexican Grill 2,ninoâ šã ã s mexican grill,nino s mexican grill 2,,,Summitview Ave,Summitview Avenue,4001,4001,Yakima,Yakima,WA,WA,98908,98908,46.6000427,46.60049,-120.563077,-120.56282,['Restaurant'],['Mexican' 'Latin American' 'New Mexican'],,,,
,df1_vs_df2,0.6942078111324317,mid,addr_zip_or_citystate,173.6,0.9090909090909091,0.0,kaggle380k-087375,uber_eats-09282,,,kaggle_380k,uber_eats,Solarium Kitchen & Bar,Solarium Kitchen &amp; Bar,solarium kitchen bar,solarium kitchen amp bar,,,,,,,Bellevue,Bellevue,WA,WA,98004,98004,47.6069139,47.608203,-122.1888214,-122.190127,['Restaurant' 'Bar' 'Bar & grill'],['American' 'Asian' 'Salads' 'Allergy Friendly'],,,,
,df1_vs_df2,0.6770012030272183,mid,addr_zip_or_citystate,147.5,0.84,0.0,kaggle380k-239435,uber_eats-34380,,,kaggle_380k,uber_eats,Uncle Julio's Lubbock,Uncle Julio's Mexican (Lubbock),uncle julio s lubbock,uncle julio s mexican lubbock,,,,,,,Lubbock,Lubbock,TX,TX,79414,79414,33.5364461,33.53744,-101.9236639,-101.92261,['Restaurant' 'Mexican restaurant'],['Mexican' 'Latin American' 'New Mexican'],,,,
,df1_vs_df2,0.6658077832852453,mid,geo,107.4,0.7719298245614035,0.0,kaggle380k-007602,uber_eats-46795,,,kaggle_380k,uber_eats,Chipotle Mexican Grill,Chipotle Mexican Grill (6538 FM 1488),chipotle mexican grill,chipotle mexican grill 6538 fm 1488,,,Farm to Market Rd,FM 1488,6538,6538,Magnolia,Magnolia,TX,TX,77354,77354,30.2215178,30.222298033737623,-95.5664402,-95.56578112934108,['Mexican restaurant' 'Caterer' 'Fast food restaurant'],['Healthy' 'Mexican' 'Burritos'],,,,
,df1_vs_df2,0.698153346648322,mid,addr_zip_or_citystate,87.9,0.8333333333333334,0.0,kaggle380k-194685,uber_eats-43134,,,kaggle_380k,uber_eats,Spazzio's Italian Cantina,Spazzio's Italian Cantina (Arlington),spazzio s italian cantina,spazzio s italian cantina arlington,,,,,,,Arlington,Arlington,TX,TX,76006,76006,32.7846151,32.78437,-97.0637255,-97.06462,['Italian restaurant'],['Italian' 'Pasta' 'Comfort Food'],,,,
,df1_vs_df2,0.7430674870210054,mid,addr_zip_or_citystate,75.7,0.9333333333333333,0.0,kaggle380k-339214,uber_eats-54045,,,kaggle_380k,uber_eats,Foo's Asian Grill & Bubble Tea,Foo's Asian Grill and Bubble Tea,foo s asian grill bubble tea,foo s asian grill and bubble tea,,,,,,,Irving,Irving,TX,TX,75062,75062,32.838463,32.838679,-96.977336,-96.978104,"['Asian restaurant' 'Bubble tea store' 'Restaurant' 'Tea house'
 'Thai restaurant']","['Thai' 'Asian' 'Asian Fusion' 'Rice &amp' 'Curry' 'Salads' 'Rice-bowls'
 'Bubble Tea' 'Noodles' 'Soul Food']",,,,
,df1_vs_df2,0.6844877154978224,mid,geo,78.3,0.7894736842105263,0.0,kaggle380k-287464,uber_eats-21368,,,kaggle_380k,uber_eats,CoreLife Eatery,CoreLife Eatery (Roanoke),corelife eatery,corelife eatery roanoke,,,Franklin Rd SW,Franklin Road Southwest,2243,2243,Roanoke,Roanoke,VA,VA,24014,24014,37.2513988,37.25076,-79.954971,-79.9546,"['Restaurant' 'Gluten-free restaurant' 'Health food restaurant'
 'Salad shop' 'Soup restaurant' 'Vegan restaurant' 'Vegetarian restaurant']",['Vegetarian' 'Vegan' 'Healthy' 'Salads' 'Gluten Free'],,,,
,df1_vs_df2,0.664941029583072,mid,addr_zip_or_citystate,64.9,0.7272727272727273,0.0,kaggle380k-139330,uber_eats-09227,,,kaggle_380k,uber_eats,Sam's Tavern,Sam's Tavern (Bellevue),sam s tavern,sam s tavern bellevue,,,,,,,Bellevue,Bellevue,WA,WA,98004,98004,47.618303,47.6188861,-122.1965378,-122.1965814,['Hamburger restaurant' 'Bar'],['Burgers' 'American' 'Sandwiches'],,,,
,df1_vs_df2,0.7507552588587822,mid,addr_zip_or_citystate,62.5,0.9393939393939394,0.0,kaggle380k-305247,uber_eats-11185,,,kaggle_380k,uber_eats,Yes Restaurant - Chinese & Japanese,Yes Restaurant Chinese &amp; Japanese,yes restaurant chinese japanese,yes restaurant chinese amp japanese,,,,,,,Portland,Portland,OR,OR,97230,97230,45.5533528,45.55386,-122.5366639,-122.53701,"['Asian restaurant' 'Chinese restaurant' 'Japanese restaurant'
 'Lunch restaurant' 'Takeout restaurant' 'Sushi restaurant'
 'Sushi takeaway']",['Asian' 'Asian Fusion' 'Korean'],,,,
,df1_vs_df2,0.3652173913043478,mid,addr_zip_or_citystate,3214.3,0.9130434782608695,0.0,kaggle380k-154736,uber_eats-01317,,,kaggle_380k,uber_eats,Cavalryman Steakhouse,The Cavalryman Steakhouse,cavalryman steakhouse,the cavalryman steakhouse,,,,,,,Laramie,Laramie,WY,WY,82070,82070,41.2697576,41.29864,-105.5931624,-105.59473,"['Steak house' 'Bar' 'Caterer' 'Delivery service' 'Takeout restaurant'
 'Restaurant']",['Steak' 'American' 'Fast Food'],,,,
,df1_vs_df2,0.6635666940024538,mid,addr_zip_or_citystate,50.8,0.7096774193548387,0.0,kaggle380k-064906,uber_eats-26881,,,kaggle_380k,uber_eats,Alatri Bros,Alatri Bros (Bethesda),alatri bros,alatri bros bethesda,,,,,,,Bethesda,Bethesda,MD,MD,20814,20814,38.9885054,38.988793,-77.0984849,-77.098941,['Pizza restaurant'],['Italian' 'Pizza'],,,,
,df1_vs_df2,0.664941029583072,mid,addr_zip_or_citystate,64.9,0.7272727272727273,0.0,kaggle380k-228454,uber_eats-09227,,,kaggle_380k,uber_eats,Sam's Tavern,Sam's Tavern (Bellevue),sam s tavern,sam s tavern bellevue,,,,,,,Bellevue,Bellevue,WA,WA,98004,98004,47.618303,47.6188861,-122.1965378,-122.1965814,['Hamburger restaurant' 'Bar'],['Burgers' 'American' 'Sandwiches'],,,,
,df1_vs_df2,0.7507552588587822,mid,addr_zip_or_citystate,62.5,0.9393939393939394,0.0,kaggle380k-161858,uber_eats-11185,,,kaggle_380k,uber_eats,Yes Restaurant - Chinese & Japanese,Yes Restaurant Chinese &amp; Japanese,yes restaurant chinese japanese,yes restaurant chinese amp japanese,,,,,,,Portland,Portland,OR,OR,97230,97230,45.5533528,45.55386,-122.5366639,-122.53701,"['Asian restaurant' 'Chinese restaurant' 'Japanese restaurant'
 'Lunch restaurant' 'Takeout restaurant' 'Sushi restaurant'
 'Sushi takeaway']",['Asian' 'Asian Fusion' 'Korean'],,,,
